source_notice_id,candidate_notice_id,source_date,candidate_date,buyer_key_m0_source,buyer_key_m0_candidate,buyer_key_type_source,buyer_key_type_candidate,buyer_match_mechanism,source_buyer_identity_source_x,candidate_buyer_identity_source_x,source_buyer_siret,candidate_buyer_siret,source_buyer_siren_m1_x,candidate_buyer_siren_m1_x,cross_establishment_same_siren,gap_months,expected_end_date,abs_gap_to_expected_end,s_time,s_text,s_cpv,s_buyer,m1_composite_score,m0_balanced_threshold_used,cpv_missing,cpv_generic_flag,candidate_rank,n_candidates_for_source,top1_top2_margin,source_publication_date,source_start_date,source_start_date_source,source_buyer_key,source_buyer_key_type,source_buyer_name_normalized,source_buyer_siret_clean,source_buyer_siren_clean,source_objet_clean,source_cpv_clean,source_cpv_division,source_cpv_group,source_cpv_class,source_cpv_category,source_cpv_generic_flag,source_declared_duration_months,source_dur_was_imputed,source_estimated_end_date,source_is_digital_scope,source_category_label,source_study_end_date,source_buyer_name_raw,source_code_departement,source_url_avis,source_buyer_key_m0,source_buyer_siret_boamp_raw,source_buyer_siren_from_boamp_siret,source_buyer_siren_boamp_effective,source_buyer_siren_enriched,source_buyer_siren_enriched_valid,source_buyer_legal_name_enriched_display,source_buyer_identity_source_direct,source_buyer_identity_confidence_direct,source_buyer_identity_conflict,source_buyer_siren_agrees_with_boamp_siret,source_enrichment_join_status,source_department_key,source_alias_name_normalized,source_buyer_siren_alias,source_buyer_alias_support_notice_count,source_buyer_siren_m1_y,source_buyer_identity_source_y,source_buyer_identity_confidence,source_buyer_key_m1_primary,candidate_publication_date,candidate_start_date,candidate_start_date_source,candidate_buyer_key,candidate_buyer_key_type,candidate_buyer_name_normalized,candidate_buyer_siret_clean,candidate_buyer_siren_clean,candidate_objet_clean,candidate_cpv_clean,candidate_cpv_division,candidate_cpv_group,candidate_cpv_class,candidate_cpv_category,candidate_cpv_generic_flag,candidate_declared_duration_months,candidate_dur_was_imputed,candidate_estimated_end_date,candidate_is_digital_scope,candidate_category_label,candidate_study_end_date,candidate_buyer_name_raw,candidate_code_departement,candidate_url_avis,candidate_buyer_key_m0,candidate_buyer_siret_boamp_raw,candidate_buyer_siren_from_boamp_siret,candidate_buyer_siren_boamp_effective,candidate_buyer_siren_enriched,candidate_buyer_siren_enriched_valid,candidate_buyer_legal_name_enriched_display,candidate_buyer_identity_source_direct,candidate_buyer_identity_confidence_direct,candidate_buyer_identity_conflict,candidate_buyer_siren_agrees_with_boamp_siret,candidate_enrichment_join_status,candidate_department_key,candidate_alias_name_normalized,candidate_buyer_siren_alias,candidate_buyer_alias_support_notice_count,candidate_buyer_siren_m1_y,candidate_buyer_identity_source_y,candidate_buyer_identity_confidence,candidate_buyer_key_m1_primary,profile_evidence_status,profile_evidence_reason,source_profile_domains,candidate_profile_domains,shared_profile_domains,source_domain_specificity,candidate_domain_specificity,source_profile_support_count,candidate_profile_support_count,profile_conflict_flag,example_type
15-102348,18-101350,2015-07-03,2018-07-20,NAME:universite de nantes,NAME:universite de nantes,NAME_FALLBACK,NAME_FALLBACK,HISTORICAL_ALIAS_RECONCILIATION,UNIQUE_NAME_DEPARTMENT_ALIAS,UNIQUE_NAME_DEPARTMENT_ALIAS,,,130029747,130029747,False,36.563731931668855,2018-11-06,3.5808147174770038,0.40319754708716604,0.16887679848233345,0.0,0.75,0.23490626624060823,0.3230216936565233,False,False,1,4,0.04204752668048878,2015-07-03,2015-11-06,LINKED_ATTRIBUTION_DATE,NAME:universite de nantes,NAME_FALLBACK,universite de nantes,,,Extension de l'infrastructure Wifi haut débit à l'université de Nantes,32420000,32,324,3242,32420,False,36.0,True,2018-11-06,True,DIGITAL_ICT,2026-07-13,Université de Nantes,44,https://www.boamp.fr/pages/avis/?q=idweb:15-102348,NAME:universite de nantes,,,,,,,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT,44,universite de nantes,130029747,2.0,130029747,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,SIREN:130029747,2018-07-20,2019-02-02,LINKED_ATTRIBUTION_DATE,NAME:universite de nantes,NAME_FALLBACK,universite de nantes,,,"Fourniture de matériels informatiques et fourniture, installation d'équipements audiovisuels pour l'Université de Nantes",30200000,30,302,3020,30200,False,24.0,True,2021-02-02,True,DIGITAL_ICT,2026-07-13,Université de Nantes,44,https://www.boamp.fr/pages/avis/?q=idweb:18-101350,NAME:universite de nantes,,,,,,,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT,44,universite de nantes,130029747,2.0,130029747,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,SIREN:130029747,NEUTRAL_SHARED_PLATFORM,source and candidate names share only broad shared-platform evidence,marches-public.gouv.fr;marches-publics.gouv.fr;marchespublics.gouv.fr,marches-public.gouv.fr;marches-publics.gouv.fr;marchespublics.gouv.fr,marches-public.gouv.fr;marches-publics.gouv.fr;marchespublics.gouv.fr,GENERIC_PLATFORM,GENERIC_PLATFORM,4,4,False,candidate_pair
15-102348,19-43671,2015-07-03,2019-03-20,NAME:universite de nantes,NAME:universite de nantes,NAME_FALLBACK,NAME_FALLBACK,HISTORICAL_ALIAS_RECONCILIATION,UNIQUE_NAME_DEPARTMENT_ALIAS,UNIQUE_NAME_DEPARTMENT_ALIAS,,,130029747,130029747,False,44.54664914586071,2018-11-06,4.402102496714849,0.26631625054752517,0.14651336263782327,0.0,0.75,0.19285873956011945,0.3230216936565233,False,True,2,4,0.04204752668048878,2015-07-03,2015-11-06,LINKED_ATTRIBUTION_DATE,NAME:universite de nantes,NAME_FALLBACK,universite de nantes,,,Extension de l'infrastructure Wifi haut débit à l'université de Nantes,32420000,32,324,3242,32420,False,36.0,True,2018-11-06,True,DIGITAL_ICT,2026-07-13,Université de Nantes,44,https://www.boamp.fr/pages/avis/?q=idweb:15-102348,NAME:universite de nantes,,,,,,,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT,44,universite de nantes,130029747,2.0,130029747,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,SIREN:130029747,2019-03-20,2019-05-16,LINKED_ATTRIBUTION_DATE,NAME:universite de nantes,NAME_FALLBACK,universite de nantes,,,Acquisition d'un logiciel de gestion du service de santé des étudiants de l'Université de Nantes et services connexes,72000000,72,720,7200,72000,True,48.0,True,2023-05-16,True,DIGITAL_ICT,2026-07-13,Université de Nantes,44,https://www.boamp.fr/pages/avis/?q=idweb:19-43671,NAME:universite de nantes,,,,,,,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT,44,universite de nantes,130029747,2.0,130029747,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,SIREN:130029747,NEUTRAL_SHARED_PLATFORM,source and candidate names share only broad shared-platform evidence,marches-public.gouv.fr;marches-publics.gouv.fr;marchespublics.gouv.fr,marches-public.gouv.fr;marches-publics.gouv.fr;marchespublics.gouv.fr,marches-public.gouv.fr;marches-publics.gouv.fr;marchespublics.gouv.fr,GENERIC_PLATFORM,GENERIC_PLATFORM,4,4,False,candidate_pair
15-102348,19-59879,2015-07-03,2019-04-15,NAME:universite de nantes,NAME:universite de nantes,NAME_FALLBACK,NAME_FALLBACK,M0_NAME_FALLBACK,UNIQUE_NAME_DEPARTMENT_ALIAS,NAME_FALLBACK,,,130029747,,False,45.400788436268066,2018-11-06,5.256241787122208,0.1239597021462987,0.14433895237468397,0.0,0.6,0.14150855886771407,0.3230216936565233,False,False,3,4,0.04204752668048878,2015-07-03,2015-11-06,LINKED_ATTRIBUTION_DATE,NAME:universite de nantes,NAME_FALLBACK,universite de nantes,,,Extension de l'infrastructure Wifi haut débit à l'université de Nantes,32420000,32,324,3242,32420,False,36.0,True,2018-11-06,True,DIGITAL_ICT,2026-07-13,Université de Nantes,44,https://www.boamp.fr/pages/avis/?q=idweb:15-102348,NAME:universite de nantes,,,,,,,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT,44,universite de nantes,130029747,2.0,130029747,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,SIREN:130029747,2019-04-15,2019-06-12,LINKED_ATTRIBUTION_DATE,NAME:universite de nantes,NAME_FALLBACK,universite de nantes,,,Acquisition d'applications de réalité virtuelle destinées à être intégrées dans le showroom de l'Université de Nantes et maintenance système associée,72212930,72,722,7221,72212,False,48.0,True,2023-06-12,True,DIGITAL_ICT,2026-07-13,Université de Nantes,44;85,https://www.boamp.fr/pages/avis/?q=idweb:19-59879,NAME:universite de nantes,,,,,,,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT,44;85,,,,,NAME_FALLBACK,LOW,NAME:universite de nantes,NEUTRAL_SHARED_PLATFORM,source and candidate names share only broad shared-platform evidence,marches-public.gouv.fr;marches-publics.gouv.fr;marchespublics.gouv.fr,marches-public.gouv.fr;marches-publics.gouv.fr;marchespublics.gouv.fr,marches-public.gouv.fr;marches-publics.gouv.fr;marchespublics.gouv.fr,GENERIC_PLATFORM,GENERIC_PLATFORM,4,4,False,candidate_pair
15-102348,18-77300,2015-07-03,2018-06-06,NAME:universite de nantes,NAME:universite de nantes,NAME_FALLBACK,NAME_FALLBACK,HISTORICAL_ALIAS_RECONCILIATION,UNIQUE_NAME_DEPARTMENT_ALIAS,UNIQUE_NAME_DEPARTMENT_ALIAS,,,130029747,130029747,False,35.11826544021025,2018-11-06,5.026281208935611,0.1622864651773982,0.008374876094057626,0.0,0.75,0.11850282292726973,0.3230216936565233,False,False,4,4,0.04204752668048878,2015-07-03,2015-11-06,LINKED_ATTRIBUTION_DATE,NAME:universite de nantes,NAME_FALLBACK,universite de nantes,,,Extension de l'infrastructure Wifi haut débit à l'université de Nantes,32420000,32,324,3242,32420,False,36.0,True,2018-11-06,True,DIGITAL_ICT,2026-07-13,Université de Nantes,44,https://www.boamp.fr/pages/avis/?q=idweb:15-102348,NAME:universite de nantes,,,,,,,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT,44,universite de nantes,130029747,2.0,130029747,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,SIREN:130029747,2018-06-06,2018-10-04,LINKED_ATTRIBUTION_DATE,NAME:universite de nantes,NAME_FALLBACK,universite de nantes,,,"Le présent marché public a pour objet la fourniture d'un service de billetterie, quelle soit subventionnée ou non, pour tous types d'offres à caractère culturel, sportif, événementiel, de lo",48110000,48,481,4811,48110,False,48.0,True,2022-10-04,True,DIGITAL_ICT,2026-07-13,Université de Nantes,44,https://www.boamp.fr/pages/avis/?q=idweb:18-77300,NAME:universite de nantes,,,,,,,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT,44,universite de nantes,130029747,2.0,130029747,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,SIREN:130029747,NEUTRAL_SHARED_PLATFORM,source and candidate names share only broad shared-platform evidence,marches-public.gouv.fr;marches-publics.gouv.fr;marchespublics.gouv.fr,marches-public.gouv.fr;marches-publics.gouv.fr;marchespublics.gouv.fr,marches-public.gouv.fr;marches-publics.gouv.fr;marchespublics.gouv.fr,GENERIC_PLATFORM,GENERIC_PLATFORM,4,4,False,candidate_pair
15-105085,19-106429,2015-07-07,2019-07-11,NAME:ccir pays de la loire,NAME:ccir pays de la loire,NAME_FALLBACK,NAME_FALLBACK,M0_NAME_FALLBACK,NAME_FALLBACK,NAME_FALLBACK,,,,,False,48.12746386333772,2019-07-07,0.1314060446780552,0.9780989925536575,0.06186143381372218,0.2,0.6,0.38617624997321714,0.3230216936565233,False,True,1,1,0.38617624997321714,2015-07-07,2015-07-07,PUBLICATION_DATE_FALLBACK,NAME:ccir pays de la loire,NAME_FALLBACK,ccir pays de la loire,,,"marché de solution logicielle pour la création d'un extranet dans le cadre du dispositif Dinamic CCI PDL, pour le compte de la CCIR pays de la Loire, à Nantes",48900000,48,489,4890,48900,False,48.0,True,2019-07-07,True,DIGITAL_ICT,2026-07-13,CCIR Pays de la Loire,44,https://www.boamp.fr/pages/avis/?q=idweb:15-105085,NAME:ccir pays de la loire,,,,,,,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT,44,,,,,NAME_FALLBACK,LOW,NAME:ccir pays de la loire,2019-07-11,2019-11-08,LINKED_ATTRIBUTION_DATE,NAME:ccir pays de la loire,NAME_FALLBACK,ccir pays de la loire,,,Marché pour la fourniture de licences et droits d'usage logiciels et services associés,48000000,48,480,4800,48000,True,48.0,True,2023-11-08,True,DIGITAL_ICT,2026-07-13,CCIR Pays de la Loire,44,https://www.boamp.fr/pages/avis/?q=idweb:19-106429,NAME:ccir pays de la loire,,,,,,,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT,44,,,,,NAME_FALLBACK,LOW,NAME:ccir pays de la loire,NEUTRAL_SHARED_PLATFORM,source and candidate names share only broad shared-platform evidence,marches-publics.gouv.fr,marches-publics.gouv.fr,marches-publics.gouv.fr,GENERIC_PLATFORM,GENERIC_PLATFORM,3,3,False,candidate_pair
15-106427,19-14536,2015-07-09,2019-01-28,NAME:centre de gestion de la fonction publi,NAME:centre de gestion de la fonction publi,NAME_FALLBACK,NAME_FALLBACK,M0_NAME_FALLBACK,NAME_FALLBACK,NAME_FALLBACK,,,,,False,42.67411300919842,2019-07-09,5.321944809461235,0.11300919842312751,0.005835713237459807,0.0,0.6,0.0902947992388928,0.3230216936565233,False,False,1,1,0.0902947992388928,2015-07-09,2015-07-09,PUBLICATION_DATE_FALLBACK,NAME:centre de gestion de la fonction publi,NAME_FALLBACK,centre de gestion de la fonction publi,,,"mise en place d'une ferme Citrix Xenapp, prestations et maintenance associées, à La Roche-sur-Yon",72227000,72,722,7222,72227,False,48.0,True,2019-07-09,True,DIGITAL_ICT,2026-07-13,CENTRE DE GESTION DE LA FONCTION PUBLI,85,https://www.boamp.fr/pages/avis/?q=idweb:15-106427,NAME:centre de gestion de la fonction publi,,,,,,,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT,85,,,,,NAME_FALLBACK,LOW,NAME:centre de gestion de la fonction publi,2019-01-28,2019-01-28,PUBLICATION_DATE_FALLBACK,NAME:centre de gestion de la fonction publi,NAME_FALLBACK,centre de gestion de la fonction publi,,,RESEAU ET WIFI,32415000,32,324,3241,32415,False,36.0,True,2022-01-28,True,DIGITAL_ICT,2026-07-13,CENTRE DE GESTION DE LA FONCTION PUBLI,85,https://www.boamp.fr/pages/avis/?q=idweb:19-14536,NAME:centre de gestion de la fonction publi,,,,,,,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT,85,,,,,NAME_FALLBACK,LOW,NAME:centre de gestion de la fonction publi,NEUTRAL_SHARED_PLATFORM,source and candidate names share only broad shared-platform evidence,marches-securises.fr,marches-securises.fr,marches-securises.fr,GENERIC_PLATFORM,GENERIC_PLATFORM,2,2,False,candidate_pair
15-111004,18-94561,2015-07-17,2018-07-08,SIRET:19490970100303,NAME:universite d angers,RAW_SIRET,NAME_FALLBACK,HISTORICAL_ALIAS_RECONCILIATION,DIRECT_BOAMP_SIRET,UNIQUE_NAME_DEPARTMENT_ALIAS,19490970100303,,194909701,194909701,False,35.7095926412615,2018-01-08,5.946123521681997,0.008979413053000429,0.9487991419134765,1.0,0.75,0.7093245529329668,0.3230216936565233,False,False,1,7,0.4071465803427172,2015-07-17,2016-01-08,LINKED_ATTRIBUTION_DATE,SIRET:19490970100303,RAW_SIRET,universite d angers,19490970100303,194909701,"location, installation et maintenance d'un système d'impression numérique noir & blanc et couleur pour l'atelier de reprographie de l'université à Angers",30120000,30,301,3012,30120,False,24.0,True,2018-01-08,True,DIGITAL_ICT,2026-07-13,Université d'Angers,49,https://www.boamp.fr/pages/avis/?q=idweb:15-111004,SIRET:19490970100303,19490970100303,194909701,194909701,,,,DIRECT_BOAMP_SIRET,HIGH,False,False,NOT_IN_ENRICHMENT,49,universite d angers,194909701,119.0,194909701,DIRECT_BOAMP_SIRET,HIGH,SIRET:19490970100303,2018-07-08,2018-12-22,LINKED_ATTRIBUTION_DATE,NAME:universite d angers,NAME_FALLBACK,universite d angers,,,"Location, installation et maintenance d'un système d'impression numérique noir et blanc et couleur pour l'atelier de reprographie de l'Université d'Angers",30120000,30,301,3012,30120,False,24.0,True,2020-12-22,True,DIGITAL_ICT,2026-07-13,Université d'Angers,49,https://www.boamp.fr/pages/avis/?q=idweb:18-94561,NAME:universite d angers,,,,,,,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT,49,universite d angers,194909701,119.0,194909701,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,SIREN:194909701,NEUTRAL_SHARED_PLATFORM,source and candidate names share only broad shared-platform evidence,marches-publics.gouv.fr,marches-publics.gouv.fr,marches-publics.gouv.fr,GENERIC_PLATFORM,GENERIC_PLATFORM,2,2,False,candidate_pair
15-111004,18-13243,2015-07-17,2018-01-29,SIRET:19490970100303,NAME:universite d angers,RAW_SIRET,NAME_FALLBACK,HISTORICAL_ALIAS_RECONCILIATION,DIRECT_BOAMP_SIRET,UNIQUE_NAME_DEPARTMENT_ALIAS,19490970100303,,194909701,194909701,False,30.45335085413929,2018-01-08,0.6898817345597897,0.8850197109067017,0.016922985324497517,0.0,0.75,0.3021779725902496,0.3230216936565233,False,False,2,7,0.4071465803427172,2015-07-17,2016-01-08,LINKED_ATTRIBUTION_DATE,SIRET:19490970100303,RAW_SIRET,universite d angers,19490970100303,194909701,"location, installation et maintenance d'un système d'impression numérique noir & blanc et couleur pour l'atelier de reprographie de l'université à Angers",30120000,30,301,3012,30120,False,24.0,True,2018-01-08,True,DIGITAL_ICT,2026-07-13,Université d'Angers,49,https://www.boamp.fr/pages/avis/?q=idweb:15-111004,SIRET:19490970100303,19490970100303,194909701,194909701,,,,DIRECT_BOAMP_SIRET,HIGH,False,False,NOT_IN_ENRICHMENT,49,universite d angers,194909701,119.0,194909701,DIRECT_BOAMP_SIRET,HIGH,SIRET:19490970100303,2018-01-29,2018-09-24,LINKED_ATTRIBUTION_DATE,NAME:universite d angers,NAME_FALLBACK,universite d angers,,,Maintenance du logiciel ZIMBRA,72267100,72,722,7226,72267,False,48.0,True,2022-09-24,True,DIGITAL_ICT,2026-07-13,Université d'Angers,49,https://www.boamp.fr/pages/avis/?q=idweb:18-13243,NAME:universite d angers,,,,,,,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT,49,universite d angers,194909701,119.0,194909701,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,SIREN:194909701,NEUTRAL_SHARED_PLATFORM,source and candidate names share only broad shared-platform evidence,marches-publics.gouv.fr,marches-publics.gouv.fr,marches-publics.gouv.fr,GENERIC_PLATFORM,GENERIC_PLATFORM,2,2,False,candidate_pair
15-111004,18-27476,2015-07-17,2018-02-28,SIRET:19490970100303,SIRET:19490970100303,RAW_SIRET,RAW_SIRET,EXACT_SIRET_RECONCILIATION,DIRECT_BOAMP_SIRET,DIRECT_BOAMP_SIRET,19490970100303,19490970100303,194909701,194909701,False,31.438896189224703,2018-01-08,1.6754270696452036,0.7207621550591328,0.05841174337779549,0.0,1.0,0.30063464894701164,0.3230216936565233,False,False,3,7,0.4071465803427172,2015-07-17,2016-01-08,LINKED_ATTRIBUTION_DATE,SIRET:19490970100303,RAW_SIRET,universite d angers,19490970100303,194909701,"location, installation et maintenance d'un système d'impression numérique noir & blanc et couleur pour l'atelier de reprographie de l'université à Angers",30120000,30,301,3012,30120,False,24.0,True,2018-01-08,True,DIGITAL_ICT,2026-07-13,Université d'Angers,49,https://www.boamp.fr/pages/avis/?q=idweb:15-111004,SIRET:19490970100303,19490970100303,194909701,194909701,,,,DIRECT_BOAMP_SIRET,HIGH,False,False,NOT_IN_ENRICHMENT,49,universite d angers,194909701,119.0,194909701,DIRECT_BOAMP_SIRET,HIGH,SIRET:19490970100303,2018-02-28,2018-06-20,LINKED_ATTRIBUTION_DATE,SIRET:19490970100303,RAW_SIRET,universite d angers,19490970100303,194909701,Services Ethernet entre sites de l'Université et services de fibres optiques noires (FON) et hébergement,32415000,32,324,3241,32415,False,36.0,True,2021-06-20,True,DIGITAL_ICT,2026-07-13,Université d'Angers,49,https://www.boamp.fr/pages/avis/?q=idweb:18-27476,SIRET:19490970100303,19490970100303,194909701,194909701,,,,DIRECT_BOAMP_SIRET,HIGH,False,False,NOT_IN_ENRICHMENT,49,universite d angers,194909701,119.0,194909701,DIRECT_BOAMP_SIRET,HIGH,SIRET:19490970100303,NEUTRAL_SHARED_PLATFORM,source and candidate names share only broad shared-platform evidence,marches-publics.gouv.fr,marches-publics.gouv.fr,marches-publics.gouv.fr,GENERIC_PLATFORM,GENERIC_PLATFORM,2,2,False,candidate_pair
15-111004,18-46346,2015-07-17,2018-04-06,SIRET:19490970100303,SIRET:19490970100303,RAW_SIRET,RAW_SIRET,EXACT_SIRET_RECONCILIATION,DIRECT_BOAMP_SIRET,DIRECT_BOAMP_SIRET,19490970100303,19490970100303,194909701,194909701,False,32.65440210249672,2018-01-08,2.890932982917214,0.5181778361804643,0.1266689441021202,0.0,1.0,0.2738785894808582,0.3230216936565233,False,False,4,7,0.4071465803427172,2015-07-17,2016-01-08,LINKED_ATTRIBUTION_DATE,SIRET:19490970100303,RAW_SIRET,universite d angers,19490970100303,194909701,"location, installation et maintenance d'un système d'impression numérique noir & blanc et couleur pour l'atelier de reprographie de l'université à Angers",30120000,30,301,3012,30120,False,24.0,True,2018-01-08,True,DIGITAL_ICT,2026-07-13,Université d'Angers,49,https://www.boamp.fr/pages/avis/?q=idweb:15-111004,SIRET:19490970100303,19490970100303,194909701,194909701,,,,DIRECT_BOAMP_SIRET,HIGH,False,False,NOT_IN_ENRICHMENT,49,universite d angers,194909701,119.0,194909701,DIRECT_BOAMP_SIRET,HIGH,SIRET:19490970100303,2018-04-06,2018-12-03,LINKED_ATTRIBUTION_DATE,SIRET:19490970100303,RAW_SIRET,universite d angers,19490970100303,194909701,Solution de podcasting et de diffusion en direct sur les Campus de l'Université d'Angers,32330000,32,323,3233,32330,False,36.0,True,2021-12-03,True,DIGITAL_ICT,2026-07-13,Université d'Angers,49,https://www.boamp.fr/pages/avis/?q=idweb:18-46346,SIRET:19490970100303,19490970100303,194909701,194909701,,,,DIRECT_BOAMP_SIRET,HIGH,False,False,NOT_IN_ENRICHMENT,49,universite d angers,194909701,119.0,194909701,DIRECT_BOAMP_SIRET,HIGH,SIRET:19490970100303,NEUTRAL_SHARED_PLATFORM,source and candidate names share only broad shared-platform evidence,marches-publics.gouv.fr,marches-publics.gouv.fr,marches-publics.gouv.fr,GENERIC_PLATFORM,GENERIC_PLATFORM,2,2,False,candidate_pair
15-48624,16-49315,2015-03-31,2016-04-05,NAME:rectorat de l academie de nantes,NAME:rectorat de l academie de nantes,NAME_FALLBACK,NAME_FALLBACK,M0_NAME_FALLBACK,NAME_FALLBACK,NAME_FALLBACK,,,,,False,12.18791064388962,2016-03-31,0.164257555847569,0.9726237406920718,0.0826370603046207,0.1,0.6,0.3620789062796352,0.3230216936565233,True,False,1,1,0.3620789062796352,2015-03-31,2015-03-31,PUBLICATION_DATE_FALLBACK,NAME:rectorat de l academie de nantes,NAME_FALLBACK,rectorat de l academie de nantes,,,mise en place d'un groupe électrogène pour la salle informatique site Houssinière rectorat à Nantes,45311200,45,453,4531,45311,False,12.0,True,2016-03-31,True,DIGITAL_ICT,2026-07-13,Rectorat de l'Académie de Nantes,44,https://www.boamp.fr/pages/avis/?q=idweb:15-48624,NAME:rectorat de l academie de nantes,,,,,,,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT,44,,,,,NAME_FALLBACK,LOW,NAME:rectorat de l academie de nantes,2016-04-05,2016-04-05,PUBLICATION_DATE_FALLBACK,NAME:rectorat de l academie de nantes,NAME_FALLBACK,rectorat de l academie de nantes,,,Prestations de support et de maintenance sur des équipements de téléphonie sur IP et de réseaux informatiques du rectorat de Nantes et de ses services déconcentrés.,,,,,,False,6.0,True,2016-10-05,True,DIGITAL_ICT,2026-07-13,Rectorat de l'Académie de Nantes,44;49,https://www.boamp.fr/pages/avis/?q=idweb:16-49315,NAME:rectorat de l academie de nantes,,,,,,,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT,44;49,,,,,NAME_FALLBACK,LOW,NAME:rectorat de l academie de nantes,NO_PROFILE_EVIDENCE,neither buyer name has usable profile-domain evidence,,,,,,0,0,False,candidate_pair
16-141250,16-177041,2016-10-24,2016-12-09,NAME:centre hospitalier le faouet,NAME:centre hospitalier le faouet,NAME_FALLBACK,NAME_FALLBACK,M0_NAME_FALLBACK,NAME_FALLBACK,NAME_FALLBACK,,,,,False,1.5111695137976346,2017-04-24,4.467805519053877,0.25536574682435387,0.8089038417060834,0.1,0.6,0.43695778130321766,0.3230216936565233,True,False,1,1,0.43695778130321766,2016-10-24,2016-10-24,PUBLICATION_DATE_FALLBACK,NAME:centre hospitalier le faouet,NAME_FALLBACK,centre hospitalier le faouet,,,Prestation d'infogérance,,,,,,False,6.0,True,2017-04-24,True,DIGITAL_ICT,2026-07-13,CENTRE HOSPITALIER LE FAOUET,56;29;22;35;44,https://www.boamp.fr/pages/avis/?q=idweb:16-141250,NAME:centre hospitalier le faouet,,,,,,,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT,22;29;35;44;56,,,,,NAME_FALLBACK,LOW,NAME:centre hospitalier le faouet,2016-12-09,2016-12-09,PUBLICATION_DATE_FALLBACK,NAME:centre hospitalier le faouet,NAME_FALLBACK,centre hospitalier le faouet,,,Prestation d'infogérance (annulation),,,,,,False,6.0,True,2017-06-09,True,DIGITAL_ICT,2026-07-13,CENTRE HOSPITALIER LE FAOUET,56;29;22;35;44,https://www.boamp.fr/pages/avis/?q=idweb:16-177041,NAME:centre hospitalier le faouet,,,,,,,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT,22;29;35;44;56,,,,,NAME_FALLBACK,LOW,NAME:centre hospitalier le faouet,NO_PROFILE_EVIDENCE,neither buyer name has usable profile-domain evidence,,,,,,0,0,False,candidate_pair
