pair_group,source_notice_id,target_notice_id,source_buyer_key,target_buyer_key,source_cpv_clean,target_cpv_clean,same_buyer_key,same_cpv_clean,same_cpv_division,word_tfidf_cosine,char_ngram_cosine,token_jaccard,key_term_overlap,pipeline_s_text,composite_score,n_candidates_for_source,top1_top2_margin
same_notice_family,23-21923,23-106396,NAME:commune de saint-herblain,NAME:commune de saint-herblain,44211100,44211100,True,True,True,0.9999999999999998,1.0000000000000002,1.0,1.0,,,,
same_notice_family,17-148332,18-5180,NAME:epsm de la sarthe,NAME:epsm de la sarthe,50413200,50413200,True,True,True,1.0,1.0000000000000004,1.0,1.0,,,,
same_notice_family,24-47866,24-94495,SIRET:92084215000012,SIRET:92084215000012,39700000,39700000,True,True,True,0.9999999999999998,0.9999999999999998,1.0,1.0,,,,
same_notice_family,16-170136,17-55494,SIRET:27720003600196,SIRET:27720003600196,71631300,71631300,True,True,True,1.0,1.0,1.0,1.0,,,,
same_notice_family,17-155910,18-34508,NAME:comcom estuaire et sillon,NAME:comcom estuaire et sillon,45000000,45000000,True,True,True,1.0,0.9999999999999999,1.0,1.0,,,,
same_notice_family,16-114255,16-119928,SIRET:21440150700014,SIRET:21440150700014,66510000,66510000,True,True,True,0.3644972427111189,0.43459320993357564,0.3684210526315789,0.42857142857142855,,,,
same_notice_family,24-106616,25-30452,NAME:saint-nazaire agglomeration - la carene,NAME:saint-nazaire agglomeration - la carene,39154000,39154000,True,True,True,0.9999999999999999,0.9999999999999989,1.0,1.0,,,,
same_notice_family,22-53242,22-116861,SIRET:24440055200026,SIRET:24440055200026,71240000,71240000,True,True,True,1.0,0.9689681176068237,1.0,1.0,,,,
same_notice_family,16-144142,16-176516,NAME:departement de la sarthe,NAME:departement de la sarthe,30192400,30192400,True,True,True,1.0000000000000002,0.9999999999999998,1.0,1.0,,,,
same_notice_family,25-134849,26-21541,SIRET:17440005100010,SIRET:17440005100010,03222000,03222000,True,True,True,1.0,0.9999999999999993,1.0,1.0,,,,
same_notice_family,24-23498,24-22156,SIRET:79924570900024,SIRET:79924570900024,79933000,79933000,True,True,True,1.0,1.0000000000000002,1.0,1.0,,,,
same_notice_family,23-51911,23-99734,NAME:chu de nantes,NAME:chu de nantes,72267100,72267100,True,True,True,1.0,1.0000000000000002,1.0,1.0,,,,
same_notice_family,18-125493,18-148430,NAME:edit de nantes habitat jeunes,NAME:edit de nantes habitat jeunes,,,True,False,False,0.9999999999999999,1.0000000000000004,1.0,1.0,,,,
same_notice_family,17-92096,17-160606,NAME:commune de saint-herblain,NAME:commune de saint-herblain,30163100,30163100,True,True,True,0.9999999999999999,1.0000000000000007,1.0,1.0,,,,
same_notice_family,23-70903,23-108425,NAME:commune de la tranche sur mer,NAME:commune de la tranche sur mer,44211100,44211100,True,True,True,0.5888426198226561,0.7186648993080771,0.4444444444444444,0.75,,,,
same_notice_family,16-171003,17-40690,NAME:ville d allonnes,NAME:ville d allonnes,45214200,45214200,True,True,True,0.8215299023274453,0.6986034438848896,0.6666666666666666,0.6,,,,
same_notice_family,17-139929,17-172563,NAME:nantes metropole,NAME:nantes metropole,34211000,34211000,True,True,True,1.0,1.0,1.0,1.0,,,,
same_notice_family,23-69661,23-131606,SIRET:21720181300011,SIRET:21720181300011,39162110,39162110,True,True,True,1.0000000000000002,0.9999999999999996,1.0,1.0,,,,
same_notice_family,24-77437,24-124405,NAME:universite d angers,NAME:universite d angers,,,True,False,False,1.0,1.0,1.0,1.0,,,,
same_notice_family,19-114462,20-26989,NAME:shema,NAME:shema,71221000,71221000,True,True,True,1.0000000000000002,1.0000000000000004,1.0,1.0,,,,
same_notice_family,25-136636,26-21549,NAME:communaute de communes pays de fontenay-vendee,NAME:communaute de communes pays de fontenay-vendee,45000000,45000000,True,True,True,1.0,0.9999999999999998,1.0,1.0,,,,
same_notice_family,20-33142,20-47743,SIRET:20007190000019,NAME:cc vendee grand littoral,71335000,71335000,False,True,True,1.0,0.9999999999999996,1.0,1.0,,,,
same_notice_family,21-162594,22-90053,NAME:le mans metropole - communaute urbaine,NAME:le mans metropole - communaute urbaine,71313400,71313400,True,True,True,0.9999999999999998,0.9999999999999998,1.0,1.0,,,,
same_notice_family,25-122497,26-18084,SIRET:20007273400011,SIRET:20007273400011,90511200,90511200,True,True,True,1.0000000000000002,1.0,1.0,1.0,,,,
same_notice_family,23-16897,23-86716,SIRET:22850001300765,SIRET:22850001300765,90520000,90520000,True,True,True,1.0000000000000002,0.9999999999999998,1.0,1.0,,,,
same_notice_family,22-123934,23-28849,NAME:laval agglomeration,NAME:laval agglomeration,45232150,45232150,True,True,True,1.0000000000000004,0.9999999999999998,1.0,1.0,,,,
same_notice_family,19-149675,19-166703,NAME:ville de nantes,NAME:ville de nantes,33771200,33771200,True,True,True,0.9622355364389178,0.9474097191196508,0.9473684210526315,0.8333333333333334,,,,
same_notice_family,19-57155,19-182160,NAME:dir interregionale sces penitentiaires,NAME:dir interregionale sces penitentiaires,44310000,44310000,True,True,True,1.0,1.0,1.0,,,,,
same_notice_family,25-100331,26-3084,SIRET:24490070000026,SIRET:24490070000026,90491000,90491000,True,True,True,0.9999999999999994,1.0,1.0,1.0,,,,
same_notice_family,21-42032,21-121199,NAME:sapl angers loire restauration,NAME:sapl angers loire restauration,15811510,15811510,True,True,True,0.9999999999999998,1.0000000000000002,1.0,1.0,,,,
same_notice_family,23-70205,23-148379,SIRET:22720002900014,SIRET:22720002900014,44113300,44113300,True,True,True,1.0000000000000004,0.9999999999999993,1.0,1.0,,,,
same_notice_family,23-132598,23-164577,SIRET:24720068600100,SIRET:24720068600100,31682000,31682000,True,True,True,1.0,0.9999999999999998,1.0,1.0,,,,
same_notice_family,25-1992,25-6767,NAME:centre hospitalier du mans - ets support du ght 72,NAME:centre hospitalier du mans - ets support du ght 72,45313100,,True,False,False,1.0,0.9999999999999999,1.0,1.0,,,,
same_notice_family,17-140752,18-16218,SIRET:22850001300658,SIRET:22850001300658,45214220,45214220,True,True,True,0.9999999999999997,0.9999999999999993,1.0,1.0,,,,
same_notice_family,21-114949,21-116330,NAME:ville de nantes,NAME:ville de nantes,15800000,15800000,True,True,True,0.8853023538502897,0.8616060684621245,0.8181818181818182,0.6666666666666666,,,,
same_notice_family,21-47165,21-81125,NAME:sdis de la sarthe,NAME:sdis de la sarthe,79710000,79710000,True,True,True,0.9999999999999999,1.0,1.0,1.0,,,,
same_notice_family,15-148171,15-193208,NAME:ville du mans,NAME:ville du mans,45112000,45112000,True,True,True,0.7827640125407642,0.9870123666319398,0.7894736842105263,1.0,,,,
same_notice_family,19-36050,19-51334,NAME:ch le mans,NAME:ch le mans,55330000,55330000,True,True,True,0.9999999999999999,1.0000000000000007,1.0,1.0,,,,
same_notice_family,19-98124,19-99919,NAME:vendee expansion,NAME:vendee expansion,45000000,45000000,True,True,True,0.9999999999999999,0.9999999999999998,1.0,1.0,,,,
same_notice_family,23-23624,23-81250,SIRET:25490130900032,SIRET:25490130900032,09123000,09123000,True,True,True,1.0,0.9999999999999999,1.0,1.0,,,,
same_notice_family,23-120024,23-141177,NAME:ville de nantes,NAME:ville de nantes,39294100,39294100,True,True,True,0.9455790881009825,0.8550903873715369,0.8,0.5,,,,
same_notice_family,24-18328,24-54411,NAME:ville de bouguenais,NAME:ville de bouguenais,45331210,45331210,True,True,True,1.0,1.0000000000000004,1.0,1.0,,,,
same_notice_family,25-45937,25-86268,NAME:communaute de communes des vallees de la braye et de l anille,NAME:communaute de communes des vallees de la braye et de l anille,90611000,90611000,True,True,True,0.9999999999999998,0.9999999999999996,1.0,1.0,,,,
same_notice_family,25-94197,26-1162,NAME:ville de saint nazaire,NAME:ville de saint nazaire,45223800,45223800,True,True,True,1.0,1.0,1.0,,,,,
same_notice_family,24-83533,25-76571,SIRET:21850128600015,SIRET:21850128600015,72500000,71000000,True,False,False,0.09173885423637523,0.11219661596031294,0.125,0.16666666666666666,,,,
same_notice_family,20-24509,20-105331,NAME:commune de bourneau,NAME:commune de bourneau,45111291,45111291,True,True,True,1.0,1.0000000000000004,1.0,1.0,,,,
same_notice_family,15-65071,15-77178,NAME:syndicat trivalis,NAME:syndicat trivalis,45112500,45112500,True,True,True,0.9478823322848702,0.9370366547899758,0.9411764705882353,0.8,,,,
same_notice_family,19-123414,20-32095,SIRET:22850001300765,SIRET:22850001300765,38434560,38434560,True,True,True,1.0000000000000002,0.9999999999999991,1.0,1.0,,,,
same_notice_family,16-76539,16-82023,NAME:communaute de communes ouest anjou,NAME:communaute de communes ouest anjou,,,True,False,False,0.9575822062708043,0.878770960147192,0.896551724137931,0.7777777777777778,,,,
same_notice_family,25-112474,26-49717,SIRET:26720016000013,SIRET:26720016000013,77310000,77310000,True,True,True,1.0,0.9999999999999996,1.0,1.0,,,,
same_notice_family,20-122237,21-82843,NAME:mefi-mbcpfpre,NAME:mefi-mbcpfpre,71310000,71310000,True,True,True,1.0,1.0000000000000004,1.0,1.0,,,,
same_notice_family,20-108243,21-60132,NAME:cenovia cites,NAME:cenovia cites,,,True,False,False,1.0,1.0,1.0,1.0,,,,
same_notice_family,18-68515,18-175724,NAME:cour d appel d angers,NAME:cour d appel d angers,50700000,50700000,True,True,True,0.9999999999999998,1.0000000000000004,1.0,1.0,,,,
same_notice_family,18-176270,19-64869,NAME:carsat pays de loire,NAME:carsat pays de loire,79713000,79713000,True,True,True,1.0000000000000002,1.0000000000000002,1.0,1.0,,,,
same_notice_family,25-17521,25-58515,NAME:departement de la sarthe,NAME:departement de la sarthe,45454000,45454000,True,True,True,0.9999999999999998,0.9999999999999996,1.0,1.0,,,,
same_notice_family,24-61007,24-121104,SIRET:27490003400019,NAME:maine-et-loire habitat,71200000,71200000,False,True,True,0.9999999999999996,1.0000000000000004,1.0,1.0,,,,
same_notice_family,24-17586,24-18333,SIRET:20007116500167,SIRET:20007116500167,37400000,37400000,True,True,True,1.0,0.9999999999999999,1.0,1.0,,,,
same_notice_family,19-80472,19-114109,NAME:ville du mans,NAME:ville du mans,71335000,71335000,True,True,True,0.9999999999999999,1.0000000000000002,1.0,1.0,,,,
same_notice_family,23-21923,23-31378,NAME:commune de saint-herblain,NAME:commune de saint-herblain,44211100,44211100,True,True,True,0.9999999999999998,1.0000000000000002,1.0,1.0,,,,
same_notice_family,16-19952,16-87102,NAME:carene,NAME:carene,90511200,90511200,True,True,True,0.9195290680941689,0.8236689085184492,0.8,0.6666666666666666,,,,
same_notice_family,24-824,24-8243,SIRET:24720013200014,SIRET:24720013200014,45233222,45233222,True,True,True,0.9984791558696301,0.9988413259217586,1.0,1.0,,,,
same_notice_family,22-135728,23-28542,SIRET:19490970100303,SIRET:19490970100303,32320000,32320000,True,True,True,1.0,0.9999999999999998,1.0,1.0,,,,
same_notice_family,18-89957,18-162516,NAME:conseil departemental de la mayenne,NAME:conseil departemental de la mayenne,66513200,66513200,True,True,True,0.9999999999999999,1.0,1.0,1.0,,,,
same_notice_family,24-98926,24-109647,NAME:ville de bouguenais,NAME:ville de bouguenais,45212224,,True,False,False,1.0000000000000002,0.9999999999999999,1.0,1.0,,,,
same_notice_family,17-23390,17-98058,NAME:universite du maine,NAME:universite du maine,39713400,39812100,True,False,True,0.0,0.0,0.0,0.0,,,,
same_notice_family,15-167181,16-60432,NAME:departement de la vendee,NAME:departement de la vendee,90500000,90500000,True,True,True,0.9380617605289376,0.8852769384566124,0.85,1.0,,,,
same_notice_family,19-65487,19-111067,NAME:conseil departemental loire-atlantique,NAME:conseil departemental loire-atlantique,71351810,71351810,True,True,True,0.9999999999999997,1.0000000000000007,1.0,1.0,,,,
same_notice_family,16-6558,16-25313,NAME:universite de nantes,NAME:universite de nantes,32423000,32423000,True,True,True,0.964197934047616,0.9064638039906647,0.9411764705882353,0.75,,,,
same_notice_family,20-42778,20-108345,NAME:universite d angers,NAME:universite d angers,45310000,45310000,True,True,True,1.0,0.9999999999999996,1.0,1.0,,,,
same_notice_family,23-137085,24-7726,SIRET:19490970100303,SIRET:19490970100303,98371000,98371000,True,True,True,1.0000000000000002,1.0,1.0,1.0,,,,
same_notice_family,25-140507,26-28104,NAME:saint-nazaire agglomeration - la carene,NAME:saint-nazaire agglomeration - la carene,50532000,50532000,True,True,True,0.9999999999999999,0.9999999999999998,1.0,1.0,,,,
same_notice_family,16-38972,16-87531,NAME:le mans metropole - communaute urbaine,NAME:le mans metropole - communaute urbaine,45454100,45454100,True,True,True,0.9999999999999998,1.0,1.0,,,,,
same_notice_family,19-18263,19-146214,SIRET:22720002900014,SIRET:22720002900014,72500000,72500000,True,True,True,1.0000000000000002,0.9999999999999999,1.0,1.0,,,,
same_notice_family,20-38652,20-41342,NAME:semitan mandataire de nantes metropole,NAME:semitan mandataire de nantes metropole,71311230,71311230,True,True,True,0.986761795851303,0.9321890906666743,0.9333333333333333,0.5,,,,
same_notice_family,20-129056,21-47562,NAME:centre hospitalier de laval 53,NAME:centre hospitalier de laval 53,,,True,False,False,0.3079848389796632,0.3749943216087348,0.2,0.0,,,,
same_notice_family,25-101764,25-109301,NAME:mairie de saint-herblain,NAME:mairie de saint-herblain,34130000,,True,False,False,1.0,0.9999999999999997,1.0,1.0,,,,
same_notice_family,17-139629,18-23634,NAME:vendee eau,NAME:vendee eau,44161200,44161200,True,True,True,0.9999999999999997,1.0000000000000007,1.0,1.0,,,,
same_notice_family,24-130879,25-31296,SIRET:11000201100044,SIRET:11000201100044,79900000,79900000,True,True,True,1.0000000000000004,1.0,1.0,1.0,,,,
same_notice_family,23-60589,23-121780,NAME:commune de saint-herblain,NAME:commune de saint-herblain,34144800,34144800,True,True,True,1.0,1.0000000000000009,1.0,1.0,,,,
same_notice_family,16-127515,16-123013,NAME:conseil regional des pays de la loire,NAME:conseil regional des pays de la loire,71317210,71317210,True,True,True,0.9999999999999999,0.9999999999999996,1.0,1.0,,,,
same_notice_family,18-20485,18-33493,NAME:caisse des depots,NAME:caisse des depots,79310000,79310000,True,True,True,0.9999999999999999,1.0000000000000002,1.0,1.0,,,,
same_notice_family,25-10459,25-85987,NAME:centre communal d action sociale de la ville du mans,NAME:centre communal d action sociale de la ville du mans,33771200,33771200,True,True,True,0.9999999999999999,1.0,1.0,1.0,,,,
same_notice_family,19-53310,19-100462,SIRET:22850001300658,SIRET:22850001300658,44113000,44113000,True,True,True,1.0000000000000002,1.0000000000000007,1.0,1.0,,,,
same_notice_family,18-102853,18-154279,NAME:universite du maine,NAME:universite du maine,38433000,38433000,True,True,True,1.0,0.9999999999999998,1.0,,,,,
same_notice_family,20-20672,20-150881,SIRET:22850001300658,SIRET:22850001300658,72400000,72400000,True,True,True,1.0,1.0000000000000007,1.0,1.0,,,,
same_notice_family,23-21697,23-81798,SIRET:21440190300155,SIRET:21440190300155,98370000,98370000,True,True,True,1.0,0.9999999999999999,1.0,1.0,,,,
same_notice_family,22-71001,22-95674,SIRET:22720002900014,SIRET:22720002900014,45112500,45112500,True,True,True,0.9999999999999999,1.0,1.0,1.0,,,,
same_notice_family,24-28412,24-31144,SIRET:25850296200040,SIRET:25850296200040,60140000,60140000,True,True,True,1.0000000000000002,1.0,1.0,1.0,,,,
same_notice_family,19-15077,19-67959,NAME:syndicat trivalis,NAME:syndicat trivalis,90520000,90520000,True,True,True,1.0,1.0000000000000004,1.0,1.0,,,,
same_notice_family,16-147884,17-2018,NAME:ville de nantes,NAME:ville de nantes,15811100,15811100,True,True,True,0.9999999999999998,0.9999999999999999,1.0,1.0,,,,
same_notice_family,16-140319,17-14977,NAME:centre hospitalier de cholet,NAME:centre hospitalier de cholet,,,True,False,False,0.9999999999999999,1.0000000000000002,1.0,1.0,,,,
same_notice_family,25-128905,25-142093,NAME:conseil departemental loire atlantique,NAME:conseil departemental loire atlantique,60140000,60140000,True,True,True,1.0000000000000002,0.9999999999999996,1.0,1.0,,,,
same_notice_family,22-10754,22-93519,SIRET:57615027000089,SIRET:57615027000089,79822500,79822500,True,True,True,0.9999999999999999,1.0,1.0,1.0,,,,
same_notice_family,24-76744,24-122391,SIRET:21720181300011,NAME:ville du mans,50324100,50324100,False,True,True,1.0000000000000004,1.0000000000000002,1.0,1.0,,,,
same_notice_family,20-74238,21-24208,NAME:chu de nantes,NAME:chu de nantes,80530000,80530000,True,True,True,1.0000000000000002,1.0000000000000009,1.0,1.0,,,,
same_notice_family,20-60889,20-124957,NAME:universite de nantes,NAME:universite de nantes,79980000,79980000,True,True,True,0.9999999999999999,0.9999999999999999,1.0,1.0,,,,
same_notice_family,22-139924,23-55174,NAME:ville de saint berthevin,NAME:ville de saint berthevin,71200000,71200000,True,True,True,1.0000000000000002,1.0,1.0,1.0,,,,
same_notice_family,17-13556,17-56222,NAME:nantes metropole,NAME:nantes metropole,39100000,39100000,True,True,True,0.9032697283695279,0.961798420313219,0.8571428571428571,0.8,,,,
same_notice_family,24-12434,24-63158,SIRET:24720013200014,SIRET:24720013200014,79952000,79952000,True,True,True,0.9999999999999999,1.0,1.0,1.0,,,,
same_notice_family,24-12002,25-7804,SIRET:17440005100010,SIRET:23440003400026,44423400,39700000,False,False,False,0.22452953238613432,0.1709551459270658,0.25,0.0,,,,
same_notice_family,18-141408,18-162850,SIRET:22720002900014,SIRET:22720002900014,34300000,34300000,True,True,True,1.0000000000000004,0.9999999999999998,1.0,1.0,,,,
same_notice_family,17-63374,17-135348,NAME:residences du val d oudon,NAME:residences du val d oudon,,,True,False,False,0.9999999999999996,1.0000000000000004,1.0,1.0,,,,
same_notice_family,19-85305,19-151506,NAME:la roche-sur-yon agglomeration,NAME:la roche-sur-yon agglomeration,70332100,70332100,True,True,True,1.0000000000000004,1.0,1.0,1.0,,,,
same_notice_family,23-164472,24-37831,SIRET:24440064400013,NAME:saint-nazaire agglomeration - la carene,90514000,90514000,False,True,True,1.0000000000000002,0.9999999999999996,1.0,1.0,,,,
same_notice_family,18-173348,19-76128,NAME:ville de nantes,NAME:ville de nantes,66515200,66515200,True,True,True,0.9999999999999999,0.9999999999999996,1.0,1.0,,,,
same_notice_family,23-135429,23-140330,SIRET:21720181300011,SIRET:21720181300011,71240000,71240000,True,True,True,1.0,1.0,1.0,1.0,,,,
same_notice_family,21-157837,22-40604,NAME:chu de nantes,NAME:chu de nantes,39550000,39550000,True,True,True,1.0,0.9999999999999997,1.0,1.0,,,,
same_notice_family,25-6011,25-35533,NAME:audencia eesc,NAME:audencia eesc,45454000,45454000,True,True,True,1.0000000000000002,0.9258542017416017,0.84,1.0,,,,
same_notice_family,15-68844,15-106431,NAME:syndicat departemental d energie,NAME:syndicat departemental d energie,09123000,09123000,True,True,True,0.9698748497270351,0.9486245055065347,0.9565217391304348,0.8571428571428571,,,,
same_notice_family,22-31366,22-22738,SIRET:21440131700018,SIRET:21440131700018,,,True,False,False,0.9301987133167906,0.9216741119592458,0.9285714285714286,0.75,,,,
same_notice_family,23-97809,23-93634,SIRET:21490007800012,SIRET:21490007800012,71300000,71300000,True,True,True,0.9723168135043886,0.9488254935026978,0.96,0.8333333333333334,,,,
same_notice_family,15-141708,16-841,NAME:centre hospitalier cote de lumiere,NAME:centre hospitalier cote de lumiere,33182210,33182210,True,True,True,1.0000000000000002,1.0000000000000002,1.0,1.0,,,,
same_notice_family,19-117771,19-173621,NAME:sdis49,NAME:sdis49,32424000,32424000,True,True,True,1.0,1.0000000000000004,1.0,1.0,,,,
same_notice_family,24-8206,24-65951,SIRET:20006786600018,SIRET:20006786600018,90511200,90511200,True,True,True,1.0,1.0000000000000002,1.0,1.0,,,,
same_notice_family,16-73144,17-3240,NAME:sarthe habitat,NAME:sarthe habitat,66510000,66510000,True,True,True,0.9999999999999998,0.9999999999999998,1.0,1.0,,,,
same_notice_family,19-31328,20-28559,SIRET:23440003400026,SIRET:23440003400026,75100000,75100000,True,True,True,1.0000000000000002,1.0,1.0,1.0,,,,
same_notice_family,23-70914,23-83315,SIRET:20004133300267,SIRET:20004133300267,45000000,45000000,True,True,True,1.0,1.0000000000000002,1.0,1.0,,,,
same_notice_family,26-61230,26-66509,NAME:efs cpdl,NAME:efs cpdl,45454000,45454000,True,True,True,1.0,1.0,1.0,1.0,,,,
same_notice_family,23-51091,23-99999,SIRET:24720013200014,SIRET:24720013200014,55520000,55520000,True,True,True,1.0,0.9999999999999999,1.0,1.0,,,,
same_notice_family,22-20320,22-84086,SIRET:23440003400026,SIRET:23440003400026,72262000,72262000,True,True,True,1.0,0.9999999999999997,1.0,1.0,,,,
same_notice_family,21-32221,22-40486,NAME:commune d angers,NAME:commune d angers,79950000,79950000,True,True,True,0.9999999999999999,0.9999999999999997,1.0,1.0,,,,
same_notice_family,19-84401,19-171757,NAME:cte de communes du val de sarthe,NAME:cte de communes du val de sarthe,45232410,45232410,True,True,True,1.0000000000000002,1.0,1.0,1.0,,,,
same_notice_family,20-101212,20-142009,NAME:ccir pays de la loire,NAME:ccir pays de la loire,71354000,71354000,True,True,True,0.9999999999999997,1.0,1.0,1.0,,,,
same_notice_family,21-24502,21-110552,NAME:cmar pays de la loire,NAME:cmar pays de la loire,79212300,79212300,True,True,True,1.0,0.9999999999999994,1.0,,,,,
same_notice_family,26-37298,26-49903,NAME:la set,NAME:la set,45000000,45000000,True,True,True,1.0000000000000002,1.0,1.0,,,,,
same_notice_family,17-169606,18-459,SIRET:20003329800015,SIRET:20003329800015,90514000,90514000,True,True,True,0.9774994215136953,0.8631376088999485,0.9,0.6666666666666666,,,,
same_notice_family,24-85732,25-74143,NAME:ville du mans,NAME:ville du mans,45212222,45212222,True,True,True,0.9999999999999999,0.9999999999999996,1.0,,,,,
same_notice_family,19-78507,19-125477,NAME:conseil general de la vendee,NAME:conseil general de la vendee,45233128,45233128,True,True,True,1.0,1.0,1.0,1.0,,,,
same_notice_family,20-154149,21-16700,NAME:syndicat trivalis,NAME:syndicat trivalis,92111200,92111200,True,True,True,0.9999999999999998,1.0000000000000004,1.0,1.0,,,,
same_notice_family,22-67462,22-123470,NAME:ville d angers,NAME:ville d angers,45112700,45112700,True,True,True,1.0000000000000002,1.0000000000000007,1.0,1.0,,,,
same_notice_family,18-131267,18-180981,NAME:service commun d achats,NAME:service commun d achats,30121100,30121100,True,True,True,1.0,1.0000000000000002,1.0,1.0,,,,
same_notice_family,24-19346,24-70593,SIRET:21440162200011,SIRET:21440162200011,37535200,37535200,True,True,True,0.9999999999999998,0.961441559143392,0.96,1.0,,,,
same_notice_family,25-24470,25-81683,NAME:communaute de communes baugeois vallee,NAME:communaute de communes baugeois vallee,45262700,45262700,True,True,True,1.0000000000000002,1.0,1.0,1.0,,,,
same_notice_family,19-86643,19-156309,NAME:synd dep d energie et d eqpt de vendee,NAME:synd dep d energie et d eqpt de vendee,71351810,71351810,True,True,True,1.0,1.0000000000000002,1.0,1.0,,,,
