notice_id,stage_order,filter_stage,candidate_count_after_stage,candidate_count_removed_by_stage,buyer_key_type,publication_year,cpv_division,duration_availability,digital_segment,buyer_activity_tier
15-79398,1,ambient_future_60m,36476,0,NAME_FALLBACK,2015,,duration_imputed,DIGITAL_ICT,21+
15-81231,1,ambient_future_60m,36446,0,NAME_FALLBACK,2015,72,duration_imputed,DIGITAL_ICT,21+
15-71764,1,ambient_future_60m,36477,0,NAME_FALLBACK,2015,92,duration_imputed,DIGITAL_ICT,21+
15-72457,1,ambient_future_60m,36464,0,NAME_FALLBACK,2015,72,duration_imputed,DIGITAL_ICT,21+
15-67480,1,ambient_future_60m,36474,0,NAME_FALLBACK,2015,48,duration_imputed,DIGITAL_ICT,21+
15-75567,1,ambient_future_60m,36480,0,NAME_FALLBACK,2015,48,duration_imputed,DIGITAL_ICT,21+
15-79099,1,ambient_future_60m,36476,0,RAW_SIRET,2015,72,duration_imputed,DIGITAL_ICT,6-20
15-70236,1,ambient_future_60m,36454,0,NAME_FALLBACK,2015,72,duration_imputed,DIGITAL_ICT,21+
15-71156,1,ambient_future_60m,36450,0,RAW_SIRET,2015,48,duration_imputed,DIGITAL_ICT,21+
15-74284,1,ambient_future_60m,36462,0,NAME_FALLBACK,2015,72,duration_imputed,DIGITAL_ICT,21+
15-81513,1,ambient_future_60m,36452,0,NAME_FALLBACK,2015,,duration_imputed,DIGITAL_ICT,1 (single)
15-81386,1,ambient_future_60m,36452,0,NAME_FALLBACK,2015,48,duration_imputed,DIGITAL_ICT,21+
15-69497,1,ambient_future_60m,36454,0,NAME_FALLBACK,2015,72,duration_imputed,DIGITAL_ICT,21+
15-82510,1,ambient_future_60m,36449,0,NAME_FALLBACK,2015,32,duration_imputed,DIGITAL_ICT,21+
15-89415,1,ambient_future_60m,36341,0,NAME_FALLBACK,2015,48,duration_imputed,DIGITAL_ICT,21+
15-90549,1,ambient_future_60m,36372,0,NAME_FALLBACK,2015,72,duration_imputed,DIGITAL_ICT,21+
15-96870,1,ambient_future_60m,36320,0,NAME_FALLBACK,2015,72,duration_imputed,DIGITAL_ICT,21+
15-85858,1,ambient_future_60m,36353,0,NAME_FALLBACK,2015,72,duration_imputed,DIGITAL_ICT,21+
15-86544,1,ambient_future_60m,36353,0,NAME_FALLBACK,2015,50,duration_imputed,DIGITAL_ICT,21+
15-98976,1,ambient_future_60m,36349,0,NAME_FALLBACK,2015,48,duration_imputed,DIGITAL_ICT,21+
15-84438,1,ambient_future_60m,36395,0,NAME_FALLBACK,2015,,duration_imputed,DIGITAL_ICT,21+
15-84820,1,ambient_future_60m,36367,0,NAME_FALLBACK,2015,79,duration_imputed,DIGITAL_ICT,21+
15-69493,1,ambient_future_60m,36346,0,NAME_FALLBACK,2015,72,duration_imputed,DIGITAL_ICT,21+
15-98483,1,ambient_future_60m,36349,0,NAME_FALLBACK,2015,45,duration_imputed,DIGITAL_ICT,21+
15-92216,1,ambient_future_60m,36350,0,NAME_FALLBACK,2015,72,duration_imputed,DIGITAL_ICT,21+
15-96106,1,ambient_future_60m,36324,0,NAME_FALLBACK,2015,72,duration_imputed,DIGITAL_ICT,21+
15-85320,1,ambient_future_60m,36367,0,NAME_FALLBACK,2015,48,duration_imputed,DIGITAL_ICT,21+
15-95582,1,ambient_future_60m,36364,0,NAME_FALLBACK,2015,,duration_imputed,DIGITAL_ICT,21+
15-98729,1,ambient_future_60m,36328,0,NAME_FALLBACK,2015,,duration_imputed,DIGITAL_ICT,21+
15-90148,1,ambient_future_60m,36372,0,NAME_FALLBACK,2015,30,duration_imputed,DIGITAL_ICT,21+
15-97256,1,ambient_future_60m,36320,0,NAME_FALLBACK,2015,,duration_imputed,DIGITAL_ICT,21+
15-89263,1,ambient_future_60m,36345,0,NAME_FALLBACK,2015,72,duration_imputed,DIGITAL_ICT,21+
15-92906,1,ambient_future_60m,36347,0,NAME_FALLBACK,2015,72,duration_imputed,DIGITAL_ICT,21+
15-96786,1,ambient_future_60m,36324,0,NAME_FALLBACK,2015,72,duration_imputed,DIGITAL_ICT,21+
15-98106,1,ambient_future_60m,36320,0,NAME_FALLBACK,2015,,duration_imputed,DIGITAL_ICT,6-20
15-83632,1,ambient_future_60m,36395,0,NAME_FALLBACK,2015,72,duration_imputed,DIGITAL_ICT,21+
15-86218,1,ambient_future_60m,36353,0,NAME_FALLBACK,2015,35,duration_imputed,DIGITAL_ICT,21+
15-86193,1,ambient_future_60m,36353,0,NAME_FALLBACK,2015,,duration_imputed,DIGITAL_ICT,21+
15-89902,1,ambient_future_60m,36341,0,NAME_FALLBACK,2015,,duration_imputed,DIGITAL_ICT,21+
15-81783,1,ambient_future_60m,36418,0,NAME_FALLBACK,2015,30,duration_imputed,DIGITAL_ICT,1 (single)
15-84881,1,ambient_future_60m,36367,0,NAME_FALLBACK,2015,48,duration_imputed,DIGITAL_ICT,21+
15-86342,1,ambient_future_60m,36353,0,NAME_FALLBACK,2015,64,duration_imputed,DIGITAL_ICT,21+
15-92588,1,ambient_future_60m,36347,0,RAW_SIRET,2015,72,duration_imputed,DIGITAL_ICT,21+
15-95813,1,ambient_future_60m,36342,0,NAME_FALLBACK,2015,48,duration_imputed,DIGITAL_ICT,21+
15-82604,1,ambient_future_60m,36449,0,NAME_FALLBACK,2015,35,duration_imputed,DIGITAL_ICT,21+
15-95253,1,ambient_future_60m,36364,0,NAME_FALLBACK,2015,35,duration_imputed,DIGITAL_ICT,21+
15-92626,1,ambient_future_60m,36350,0,NAME_FALLBACK,2015,,duration_imputed,DIGITAL_ICT,21+
15-99817,1,ambient_future_60m,36306,0,NAME_FALLBACK,2015,72,duration_imputed,DIGITAL_ICT,21+
15-52383,1,ambient_future_60m,36190,0,NAME_FALLBACK,2015,45,duration_imputed,DIGITAL_ICT,6-20
15-101366,1,ambient_future_60m,36293,0,NAME_FALLBACK,2015,35,duration_imputed,DIGITAL_ICT,21+
15-113716,1,ambient_future_60m,36199,0,NAME_FALLBACK,2015,,duration_imputed,DIGITAL_ICT,21+
15-102348,1,ambient_future_60m,36280,0,NAME_FALLBACK,2015,32,duration_imputed,DIGITAL_ICT,21+
15-102510,1,ambient_future_60m,36280,0,RAW_SIRET,2015,72,duration_imputed,DIGITAL_ICT,21+
15-104589,1,ambient_future_60m,36252,0,NAME_FALLBACK,2015,45,duration_imputed,DIGITAL_ICT,21+
15-107880,1,ambient_future_60m,36259,0,RAW_SIRET,2015,71,duration_imputed,DIGITAL_ICT,6-20
15-112635,1,ambient_future_60m,36221,0,RAW_SIRET,2015,71,duration_imputed,DIGITAL_ICT,6-20
15-104125,1,ambient_future_60m,36252,0,NAME_FALLBACK,2015,48,duration_imputed,DIGITAL_ICT,21+
15-108645,1,ambient_future_60m,36259,0,NAME_FALLBACK,2015,32,duration_imputed,DIGITAL_ICT,21+
15-105553,1,ambient_future_60m,36266,0,NAME_FALLBACK,2015,,duration_imputed,DIGITAL_ICT,21+
15-106707,1,ambient_future_60m,36220,0,NAME_FALLBACK,2015,32,duration_imputed,DIGITAL_ICT,2-5
15-110860,1,ambient_future_60m,36216,0,RAW_SIRET,2015,50,duration_imputed,DIGITAL_ICT,21+
15-114971,1,ambient_future_60m,36190,0,NAME_FALLBACK,2015,71,duration_imputed,DIGITAL_ICT,21+
15-115709,1,ambient_future_60m,36219,0,NAME_FALLBACK,2015,72,duration_imputed,DIGITAL_ICT,21+
15-107245,1,ambient_future_60m,36220,0,NAME_FALLBACK,2015,48,duration_imputed,DIGITAL_ICT,21+
15-112713,1,ambient_future_60m,36199,0,NAME_FALLBACK,2015,30,duration_imputed,DIGITAL_ICT,21+
15-100455,1,ambient_future_60m,36306,0,NAME_FALLBACK,2015,35,duration_imputed,DIGITAL_ICT,21+
15-114783,1,ambient_future_60m,36185,0,NAME_FALLBACK,2015,72,duration_imputed,DIGITAL_ICT,21+
15-111004,1,ambient_future_60m,36216,0,RAW_SIRET,2015,30,duration_imputed,DIGITAL_ICT,21+
15-111481,1,ambient_future_60m,36247,0,NAME_FALLBACK,2015,48,duration_imputed,DIGITAL_ICT,21+
15-111661,1,ambient_future_60m,36221,0,NAME_FALLBACK,2015,48,duration_imputed,DIGITAL_ICT,1 (single)
15-106427,1,ambient_future_60m,36239,0,NAME_FALLBACK,2015,72,duration_imputed,DIGITAL_ICT,6-20
15-115988,1,ambient_future_60m,36219,0,NAME_FALLBACK,2015,32,duration_imputed,DIGITAL_ICT,21+
15-101283,1,ambient_future_60m,36306,0,NAME_FALLBACK,2015,30,duration_imputed,DIGITAL_ICT,21+
15-105085,1,ambient_future_60m,36266,0,NAME_FALLBACK,2015,48,duration_imputed,DIGITAL_ICT,21+
15-113362,1,ambient_future_60m,36199,0,NAME_FALLBACK,2015,30,duration_imputed,DIGITAL_ICT,21+
15-115991,1,ambient_future_60m,36219,0,NAME_FALLBACK,2015,35,duration_imputed,DIGITAL_ICT,21+
15-117072,1,ambient_future_60m,36174,0,NAME_FALLBACK,2015,30,duration_imputed,DIGITAL_ICT,21+
15-103304,1,ambient_future_60m,36280,0,NAME_FALLBACK,2015,72,duration_imputed,DIGITAL_ICT,2-5
15-115319,1,ambient_future_60m,36219,0,NAME_FALLBACK,2015,30,duration_imputed,DIGITAL_ICT,21+
15-115336,1,ambient_future_60m,36219,0,NAME_FALLBACK,2015,72,duration_imputed,DIGITAL_ICT,21+
15-118979,1,ambient_future_60m,36165,0,NAME_FALLBACK,2015,72,duration_imputed,DIGITAL_ICT,21+
15-119589,1,ambient_future_60m,36190,0,NAME_FALLBACK,2015,32,duration_imputed,DIGITAL_ICT,21+
15-122609,1,ambient_future_60m,36175,0,NAME_FALLBACK,2015,32,duration_imputed,DIGITAL_ICT,21+
15-129133,1,ambient_future_60m,36206,0,NAME_FALLBACK,2015,,duration_imputed,DIGITAL_ICT,21+
15-90876,1,ambient_future_60m,36186,0,NAME_FALLBACK,2015,32,duration_imputed,DIGITAL_ICT,21+
15-119639,1,ambient_future_60m,36190,0,NAME_FALLBACK,2015,32,duration_imputed,DIGITAL_ICT,21+
15-132610,1,ambient_future_60m,36186,0,NAME_FALLBACK,2015,,duration_imputed,DIGITAL_ICT,21+
15-126174,1,ambient_future_60m,36169,0,NAME_FALLBACK,2015,33,duration_imputed,DIGITAL_ICT,2-5
15-126308,1,ambient_future_60m,36169,0,NAME_FALLBACK,2015,33,duration_imputed,DIGITAL_ICT,21+
15-121163,1,ambient_future_60m,36190,0,NAME_FALLBACK,2015,,duration_imputed,DIGITAL_ICT,21+
15-126736,1,ambient_future_60m,36169,0,NAME_FALLBACK,2015,,duration_imputed,DIGITAL_ICT,6-20
15-133200,1,ambient_future_60m,36215,0,NAME_FALLBACK,2015,32,duration_imputed,DIGITAL_ICT,1 (single)
15-134999,1,ambient_future_60m,36195,0,NAME_FALLBACK,2015,45,duration_imputed,DIGITAL_ICT,21+
15-133523,1,ambient_future_60m,36191,0,NAME_FALLBACK,2015,48,duration_imputed,DIGITAL_ICT,21+
15-139562,1,ambient_future_60m,36191,0,NAME_FALLBACK,2015,48,duration_imputed,DIGITAL_ICT,21+
15-146024,1,ambient_future_60m,36116,0,NAME_FALLBACK,2015,32,duration_imputed,DIGITAL_ICT,21+
15-139179,1,ambient_future_60m,36186,0,NAME_FALLBACK,2015,,duration_imputed,DIGITAL_ICT,21+
15-142353,1,ambient_future_60m,36166,0,RAW_SIRET,2015,32,duration_imputed,DIGITAL_ICT,21+
15-145893,1,ambient_future_60m,36128,0,NAME_FALLBACK,2015,72,duration_imputed,DIGITAL_ICT,21+
15-117292,1,ambient_future_60m,36200,0,NAME_FALLBACK,2015,30,duration_imputed,DIGITAL_ICT,21+
15-142860,1,ambient_future_60m,36166,0,NAME_FALLBACK,2015,,duration_imputed,DIGITAL_ICT,21+
15-145608,1,ambient_future_60m,36128,0,NAME_FALLBACK,2015,32,duration_imputed,DIGITAL_ICT,21+
15-140619,1,ambient_future_60m,36214,0,NAME_FALLBACK,2015,48,duration_imputed,DIGITAL_ICT,21+
15-146824,1,ambient_future_60m,36116,0,NAME_FALLBACK,2015,,duration_imputed,DIGITAL_ICT,21+
15-91934,1,ambient_future_60m,36116,0,NAME_FALLBACK,2015,30,duration_imputed,DIGITAL_ICT,21+
15-142165,1,ambient_future_60m,36166,0,NAME_FALLBACK,2015,,duration_imputed,DIGITAL_ICT,21+
15-142958,1,ambient_future_60m,36166,0,NAME_FALLBACK,2015,,duration_imputed,DIGITAL_ICT,2-5
15-143035,1,ambient_future_60m,36138,0,NAME_FALLBACK,2015,,duration_imputed,DIGITAL_ICT,2-5
15-136371,1,ambient_future_60m,36221,0,NAME_FALLBACK,2015,35,duration_imputed,DIGITAL_ICT,21+
15-136102,1,ambient_future_60m,36221,0,NAME_FALLBACK,2015,32,duration_imputed,DIGITAL_ICT,6-20
15-137458,1,ambient_future_60m,36195,0,NAME_FALLBACK,2015,32,duration_imputed,DIGITAL_ICT,6-20
15-139462,1,ambient_future_60m,36191,0,RAW_SIRET,2015,35,duration_imputed,DIGITAL_ICT,21+
15-143083,1,ambient_future_60m,36138,0,NAME_FALLBACK,2015,35,duration_imputed,DIGITAL_ICT,21+
15-139094,1,ambient_future_60m,36186,0,NAME_FALLBACK,2015,35,duration_imputed,DIGITAL_ICT,21+
15-137106,1,ambient_future_60m,36221,0,NAME_FALLBACK,2015,,duration_imputed,DIGITAL_ICT,21+
15-140966,1,ambient_future_60m,36186,0,NAME_FALLBACK,2015,,duration_imputed,DIGITAL_ICT,21+
15-141902,1,ambient_future_60m,36145,0,NAME_FALLBACK,2015,,duration_imputed,DIGITAL_ICT,21+
15-147732,1,ambient_future_60m,36116,0,NAME_FALLBACK,2015,,duration_imputed,DIGITAL_ICT,21+
15-148838,1,ambient_future_60m,36092,0,NAME_FALLBACK,2015,,duration_imputed,DIGITAL_ICT,21+
15-134263,1,ambient_future_60m,36195,0,RAW_SIRET,2015,32,duration_imputed,DIGITAL_ICT,6-20
15-141361,1,ambient_future_60m,36174,0,RAW_SIRET,2015,72,duration_imputed,DIGITAL_ICT,21+
15-144405,1,ambient_future_60m,36145,0,NAME_FALLBACK,2015,72,duration_imputed,DIGITAL_ICT,21+
15-144617,1,ambient_future_60m,36124,0,NAME_FALLBACK,2015,50,duration_imputed,DIGITAL_ICT,21+
15-160806,1,ambient_future_60m,36124,0,NAME_FALLBACK,2015,30,duration_imputed,DIGITAL_ICT,6-20
15-160539,1,ambient_future_60m,36123,0,NAME_FALLBACK,2015,,duration_imputed,DIGITAL_ICT,21+
15-153604,1,ambient_future_60m,36091,0,NAME_FALLBACK,2015,,duration_imputed,DIGITAL_ICT,21+
15-164088,1,ambient_future_60m,36123,0,NAME_FALLBACK,2015,48,duration_imputed,DIGITAL_ICT,21+
15-157399,1,ambient_future_60m,36138,0,NAME_FALLBACK,2015,32,duration_imputed,DIGITAL_ICT,21+
15-159244,1,ambient_future_60m,36108,0,NAME_FALLBACK,2015,48,duration_imputed,DIGITAL_ICT,21+
15-165845,1,ambient_future_60m,36099,0,NAME_FALLBACK,2015,35,duration_imputed,DIGITAL_ICT,21+
15-156775,1,ambient_future_60m,36099,0,NAME_FALLBACK,2015,,duration_imputed,DIGITAL_ICT,6-20
15-162447,1,ambient_future_60m,36108,0,NAME_FALLBACK,2015,,duration_imputed,DIGITAL_ICT,21+
15-165050,1,ambient_future_60m,36113,0,NAME_FALLBACK,2015,72,duration_imputed,DIGITAL_ICT,21+
15-160513,1,ambient_future_60m,36138,0,NAME_FALLBACK,2015,,duration_imputed,DIGITAL_ICT,21+
15-164187,1,ambient_future_60m,36123,0,NAME_FALLBACK,2015,72,duration_imputed,DIGITAL_ICT,21+
15-153858,1,ambient_future_60m,36082,0,NAME_FALLBACK,2015,42,duration_imputed,DIGITAL_ICT,21+
15-154566,1,ambient_future_60m,36119,0,NAME_FALLBACK,2015,72,duration_imputed,DIGITAL_ICT,21+
15-155719,1,ambient_future_60m,36099,0,NAME_FALLBACK,2015,32,duration_imputed,DIGITAL_ICT,6-20
15-160688,1,ambient_future_60m,36138,0,NAME_FALLBACK,2015,72,duration_imputed,DIGITAL_ICT,21+
15-159973,1,ambient_future_60m,36123,0,NAME_FALLBACK,2015,48,duration_imputed,DIGITAL_ICT,21+
15-153303,1,ambient_future_60m,36087,0,NAME_FALLBACK,2015,,duration_imputed,DIGITAL_ICT,21+
15-162906,1,ambient_future_60m,36108,0,NAME_FALLBACK,2015,,duration_imputed,DIGITAL_ICT,21+
15-150393,1,ambient_future_60m,36121,0,NAME_FALLBACK,2015,48,duration_imputed,DIGITAL_ICT,21+
15-169863,1,ambient_future_60m,36077,0,NAME_FALLBACK,2015,30,duration_imputed,DIGITAL_ICT,21+
15-169941,1,ambient_future_60m,36077,0,NAME_FALLBACK,2015,30,duration_imputed,DIGITAL_ICT,21+
15-174358,1,ambient_future_60m,36098,0,NAME_FALLBACK,2015,72,duration_imputed,DIGITAL_ICT,21+
15-178728,1,ambient_future_60m,36103,0,NAME_FALLBACK,2015,48,duration_imputed,DIGITAL_ICT,21+
15-171325,1,ambient_future_60m,36077,0,NAME_FALLBACK,2015,32,duration_imputed,DIGITAL_ICT,21+
15-170834,1,ambient_future_60m,36080,0,NAME_FALLBACK,2015,45,duration_imputed,DIGITAL_ICT,21+
15-169682,1,ambient_future_60m,36081,0,NAME_FALLBACK,2015,,duration_imputed,DIGITAL_ICT,21+
15-171733,1,ambient_future_60m,36077,0,NAME_FALLBACK,2015,,duration_imputed,DIGITAL_ICT,6-20
15-167001,1,ambient_future_60m,36107,0,NAME_FALLBACK,2015,50,duration_imputed,DIGITAL_ICT,2-5
15-175210,1,ambient_future_60m,36082,0,NAME_FALLBACK,2015,72,duration_imputed,DIGITAL_ICT,21+
15-175690,1,ambient_future_60m,36087,0,NAME_FALLBACK,2015,72,duration_imputed,DIGITAL_ICT,21+
15-174987,1,ambient_future_60m,36081,0,NAME_FALLBACK,2015,72,duration_imputed,DIGITAL_ICT,21+
15-170544,1,ambient_future_60m,36098,0,NAME_FALLBACK,2015,,duration_imputed,DIGITAL_ICT,6-20
15-178562,1,ambient_future_60m,36103,0,NAME_FALLBACK,2015,35,duration_imputed,DIGITAL_ICT,21+
15-166933,1,ambient_future_60m,36123,0,NAME_FALLBACK,2015,,duration_imputed,DIGITAL_ICT,21+
15-173090,1,ambient_future_60m,36102,0,NAME_FALLBACK,2015,72,duration_imputed,DIGITAL_ICT,21+
