identity_level,identity_value,name_a,name_b,raw_name_a,raw_name_b,sequence_similarity,token_jaccard,first_date,last_date,years_between_forms,transformation_labels,n_notices_identity,n_normalized_names_identity,activity_level
SIRET,17440005100010,alter public au nom et pour le compte d angers loire metropole,chd vendee,Alter Public au nom et pour le compte d'Angers Loire Métropole.,CHD VENDEE,0.16666666666666666,0.0,2024-02-01,2026-06-11,2.3572895277207393,location_added;potential_historical_name_change,515,75,21+
SIRET,17440005100010,alter public au nom et pour le compte d angers loire metropole,chd vendee - etablissement support du ght 85,Alter Public au nom et pour le compte d'Angers Loire Métropole.,CHD VENDEE - Etablissement support du GHT 85,0.17307692307692307,0.0,2024-02-01,2026-02-25,2.0670773442847366,location_added;department_or_service_added;establishment_vs_legal_unit_name;potential_historical_name_change,515,75,21+
SIRET,17440005100010,alter public au nom et pour le compte d angers loire metropole,chd vendee - etablissement support du ght 85 - coordonnateur du groupement de commandes,Alter Public au nom et pour le compte d'Angers Loire Métropole.,CHD VENDEE - Etablissement support du GHT 85 - Coordonnateur du groupement de commandes,0.30344827586206896,0.0,2024-02-01,2026-03-15,2.116358658453114,location_added;department_or_service_added;establishment_vs_legal_unit_name;potential_historical_name_change,515,75,21+
SIRET,17440005100010,alter public au nom et pour le compte d angers loire metropole,chd vendee - etablissement support du ght vendee,Alter Public au nom et pour le compte d'Angers Loire Métropole.,CHD VENDEE - Etablissement support du GHT Vendée,0.2222222222222222,0.0,2024-02-01,2024-07-25,0.4791238877481177,location_added;department_or_service_added;establishment_vs_legal_unit_name,515,75,21+
SIRET,17440005100010,alter public au nom et pour le compte d angers loire metropole,chd vendee etablissement support du ght 85,Alter Public au nom et pour le compte d'Angers Loire Métropole.,"CHD VENDEE, Etablissement support du GHT 85",0.17307692307692307,0.0,2024-02-01,2024-07-25,0.4791238877481177,location_added;department_or_service_added;establishment_vs_legal_unit_name,515,75,21+
SIRET,17440005100010,alter public au nom et pour le compte d angers loire metropole,chd vendee etablissement support du ght85,Alter Public au nom et pour le compte d'Angers Loire Métropole.,"CHD VENDEE, Etablissement support du GHT85",0.1553398058252427,0.0,2024-02-01,2026-06-20,2.3819301848049284,location_added;department_or_service_added;establishment_vs_legal_unit_name;potential_historical_name_change,515,75,21+
SIRET,17440005100010,alter public au nom et pour le compte d angers loire metropole,cholet agglomeration,Alter Public au nom et pour le compte d'Angers Loire Métropole.,Cholet Agglomération,0.24390243902439024,0.0,2024-02-01,2025-08-26,1.566050650239562,location_added;potential_historical_name_change,515,75,21+
SIRET,17440005100010,alter public au nom et pour le compte d angers loire metropole,chu d angers etablissement support du ght 49,Alter Public au nom et pour le compte d'Angers Loire Métropole.,"CHU D'ANGERS, ETABLISSEMENT SUPPORT DU GHT 49",0.3584905660377358,0.1111111111111111,2024-02-01,2025-04-10,1.1882272416153319,location_added;department_or_service_added;establishment_vs_legal_unit_name;potential_historical_name_change,515,75,21+
SIRET,17440005100010,alter public au nom et pour le compte d angers loire metropole,chu de nantes,Alter Public au nom et pour le compte d'Angers Loire Métropole.,CHU DE NANTES,0.10666666666666667,0.0,2024-02-01,2025-01-19,0.9664613278576317,location_added;establishment_vs_legal_unit_name,515,75,21+
SIRET,17440005100010,alter public au nom et pour le compte d angers loire metropole,chu de nantes represente par la soderec,Alter Public au nom et pour le compte d'Angers Loire Métropole.,"CHU de Nantes, représenté par la Soderec",0.31683168316831684,0.0,2024-02-01,2024-12-01,0.8323066392881588,location_added;establishment_vs_legal_unit_name,515,75,21+
SIRET,17440005100010,alter public au nom et pour le compte d angers loire metropole,chu nantes,Alter Public au nom et pour le compte d'Angers Loire Métropole.,CHU NANTES,0.19444444444444445,0.0,2024-02-01,2025-10-05,1.675564681724846,location_added;establishment_vs_legal_unit_name;potential_historical_name_change,515,75,21+
SIRET,17440005100010,alter public au nom et pour le compte d angers loire metropole,clisson sevre et maine agglo,Alter Public au nom et pour le compte d'Angers Loire Métropole.,Clisson Sèvre et Maine Agglo,0.28888888888888886,0.0625,2024-02-01,2024-07-25,0.4791238877481177,location_added,515,75,21+
SIRET,17440005100010,alter public au nom et pour le compte d angers loire metropole,communaute de communes du pays des achards 85,Alter Public au nom et pour le compte d'Angers Loire Métropole.,Communauté de Communes du Pays des Achards (85),0.3177570093457944,0.0,2024-02-01,2026-01-14,1.9520876112251881,location_added;potential_historical_name_change,515,75,21+
SIRET,17440005100010,alter public au nom et pour le compte d angers loire metropole,communaute de communes estuaire et sillon,Alter Public au nom et pour le compte d'Angers Loire Métropole.,Communauté de communes Estuaire et Sillon,0.36893203883495146,0.058823529411764705,2024-01-23,2024-07-25,0.5037645448323066,location_added,515,75,21+
SIRET,17440005100010,alter public au nom et pour le compte d angers loire metropole,communaute de communes sevre et loire,Alter Public au nom et pour le compte d'Angers Loire Métropole.,COMMUNAUTE DE COMMUNES SEVRE ET LOIRE,0.36363636363636365,0.125,2024-02-01,2026-04-19,2.212183436002738,location_added;potential_historical_name_change,515,75,21+
SIRET,17440005100010,alter public au nom et pour le compte d angers loire metropole,communaute de communes sud vendee littoral,Alter Public au nom et pour le compte d'Angers Loire Métropole.,Communauté de Communes Sud Vendée Littoral,0.25,0.0,2024-02-01,2026-04-03,2.1683778234086244,location_added;potential_historical_name_change,515,75,21+
SIRET,17440005100010,alter public au nom et pour le compte d angers loire metropole,commune de cholet,Alter Public au nom et pour le compte d'Angers Loire Métropole.,COMMUNE DE CHOLET,0.25316455696202533,0.0,2024-02-01,2026-05-22,2.302532511978097,location_added;potential_historical_name_change,515,75,21+
SIRET,17440005100010,alter public au nom et pour le compte d angers loire metropole,commune de craon,Alter Public au nom et pour le compte d'Angers Loire Métropole.,COMMUNE DE CRAON,0.23076923076923078,0.0,2024-02-01,2026-04-05,2.1738535249828885,location_added;potential_historical_name_change,515,75,21+
SIRET,17440005100010,alter public au nom et pour le compte d angers loire metropole,commune de saffre 44,Alter Public au nom et pour le compte d'Angers Loire Métropole.,Commune de Saffré (44),0.2682926829268293,0.0,2024-02-01,2025-07-25,1.4784394250513346,location_added;potential_historical_name_change,515,75,21+
SIRET,17440005100010,alter public au nom et pour le compte d angers loire metropole,commune de saint denis la chevasse,Alter Public au nom et pour le compte d'Angers Loire Métropole.,Commune de Saint Denis La Chevasse,0.3125,0.0,2024-02-01,2024-07-25,0.4791238877481177,location_added,515,75,21+
SIRET,17440005100010,alter public au nom et pour le compte d angers loire metropole,crous de nantes pays de la loire,Alter Public au nom et pour le compte d'Angers Loire Métropole.,CROUS de Nantes Pays de la Loire,0.3404255319148936,0.058823529411764705,2024-02-01,2024-07-25,0.4791238877481177,location_added,515,75,21+
SIRET,17440005100010,alter public au nom et pour le compte d angers loire metropole,cte de communes d erdre et gesvres,Alter Public au nom et pour le compte d'Angers Loire Métropole.,Cté de Communes d'Erdre et Gesvres,0.4375,0.11764705882352941,2024-02-01,2025-02-09,1.0239561943874058,location_added;potential_historical_name_change,515,75,21+
SIRET,17440005100010,alter public au nom et pour le compte d angers loire metropole,cte reg peches maritimes elevages mari,Alter Public au nom et pour le compte d'Angers Loire Métropole.,CTE REG PECHES MARITIMES ELEVAGES MARI,0.22,0.0,2024-02-01,2025-11-29,1.8261464750171115,location_added;potential_historical_name_change,515,75,21+
SIRET,17440005100010,alter public au nom et pour le compte d angers loire metropole,departement de maine et loire,Alter Public au nom et pour le compte d'Angers Loire Métropole.,DEPARTEMENT DE MAINE ET LOIRE,0.32967032967032966,0.13333333333333333,2024-02-01,2026-07-03,2.4175222450376452,location_added;department_or_service_added;potential_historical_name_change,515,75,21+
SIRET,17440005100010,alter public au nom et pour le compte d angers loire metropole,departement de maine-et-loire,Alter Public au nom et pour le compte d'Angers Loire Métropole.,Département de Maine-et-Loire,0.32967032967032966,0.13333333333333333,2024-02-01,2026-04-15,2.2012320328542097,location_added;department_or_service_added;potential_historical_name_change,515,75,21+
SIRET,17440005100010,alter public au nom et pour le compte d angers loire metropole,departement du maine et loire,Alter Public au nom et pour le compte d'Angers Loire Métropole.,DEPARTEMENT DU MAINE ET LOIRE,0.3516483516483517,0.13333333333333333,2024-02-01,2026-07-12,2.4421629021218343,location_added;department_or_service_added;potential_historical_name_change,515,75,21+
SIRET,17440005100010,alter public au nom et pour le compte d angers loire metropole,ecole centrale de nantes,Alter Public au nom et pour le compte d'Angers Loire Métropole.,Ecole Centrale de Nantes,0.37209302325581395,0.0,2024-02-01,2026-02-15,2.0396988364134154,location_added;establishment_vs_legal_unit_name;potential_historical_name_change,515,75,21+
SIRET,17440005100010,alter public au nom et pour le compte d angers loire metropole,france travail pays de la loire,Alter Public au nom et pour le compte d'Angers Loire Métropole.,France Travail Pays de la Loire,0.3225806451612903,0.058823529411764705,2024-02-01,2024-07-31,0.49555099247091033,location_added,515,75,21+
SIRET,17440005100010,alter public au nom et pour le compte d angers loire metropole,gie sesam vitale,Alter Public au nom et pour le compte d'Angers Loire Métropole.,GIE SESAM VITALE,0.07692307692307693,0.0,2024-02-01,2024-07-25,0.4791238877481177,location_added,515,75,21+
SIRET,17440005100010,alter public au nom et pour le compte d angers loire metropole,gie sesam-vitale,Alter Public au nom et pour le compte d'Angers Loire Métropole.,GIE SESAM-Vitale,0.07692307692307693,0.0,2024-02-01,2024-07-25,0.4791238877481177,location_added,515,75,21+
SIRET,17440005100010,alter public au nom et pour le compte d angers loire metropole,grand port maritime de nantes saint-nazaire service achat,Alter Public au nom et pour le compte d'Angers Loire Métropole.,"GRAND PORT MARITIME DE NANTES SAINT-NAZAIRE, Service Achat",0.40336134453781514,0.0,2024-02-01,2024-12-02,0.8350444900752909,location_added;department_or_service_added;establishment_vs_legal_unit_name,515,75,21+
SIRET,17440005100010,alter public au nom et pour le compte d angers loire metropole,grand port maritime de nantes saint-nazaire service achat ach,Alter Public au nom et pour le compte d'Angers Loire Métropole.,"GRAND PORT MARITIME DE NANTES SAINT-NAZAIRE, Service Achat (ACH)",0.3902439024390244,0.0,2024-02-01,2024-10-06,0.6789869952087612,location_added;department_or_service_added;establishment_vs_legal_unit_name,515,75,21+
SIRET,17440005100010,alter public au nom et pour le compte d angers loire metropole,grand port maritime de nantes saint-nazaire service achats ach,Alter Public au nom et pour le compte d'Angers Loire Métropole.,"Grand Port Maritime de Nantes Saint-Nazaire
Service Achats (ACH)",0.3870967741935484,0.0,2024-02-01,2024-07-25,0.4791238877481177,location_added;department_or_service_added;establishment_vs_legal_unit_name,515,75,21+
SIRET,17440005100010,alter public au nom et pour le compte d angers loire metropole,grand port maritime de nantes saintnazaire service achat,Alter Public au nom et pour le compte d'Angers Loire Métropole.,"GRAND PORT MARITIME DE NANTES SAINTNAZAIRE, Service Achat",0.4067796610169492,0.0,2024-02-01,2024-07-25,0.4791238877481177,location_added;department_or_service_added;establishment_vs_legal_unit_name,515,75,21+
SIRET,17440005100010,alter public au nom et pour le compte d angers loire metropole,grand port maritime de nantes saintnazaire service achat ach,Alter Public au nom et pour le compte d'Angers Loire Métropole.,"GRAND PORT MARITIME DE NANTES SAINTNAZAIRE, Service Achat (ACH)",0.39344262295081966,0.0,2024-02-01,2024-07-25,0.4791238877481177,location_added;department_or_service_added;establishment_vs_legal_unit_name,515,75,21+
SIRET,17440005100010,alter public au nom et pour le compte d angers loire metropole,groupement region des pays de la loire coordonnateur et agglo clisson sevre et maine,Alter Public au nom et pour le compte d'Angers Loire Métropole.,Groupement Région des Pays de la Loire (coordonnateur) et Agglo Clisson Sèvre et Maine,0.273972602739726,0.08695652173913043,2024-02-01,2024-07-25,0.4791238877481177,location_added,515,75,21+
SIRET,17440005100010,alter public au nom et pour le compte d angers loire metropole,groupement region des pays de la loire coordonnateur et agglo pornic pays de retz,Alter Public au nom et pour le compte d'Angers Loire Métropole.,Groupement Région des Pays de la Loire (coordonnateur) et Agglo Pornic Pays de retz,0.3076923076923077,0.09090909090909091,2024-02-01,2024-07-25,0.4791238877481177,location_added,515,75,21+
SIRET,17440005100010,alter public au nom et pour le compte d angers loire metropole,laval agglomeration,Alter Public au nom et pour le compte d'Angers Loire Métropole.,LAVAL AGGLOMERATION,0.14814814814814814,0.0,2024-02-01,2026-07-05,2.42299794661191,location_added;potential_historical_name_change,515,75,21+
SIRET,17440005100010,alter public au nom et pour le compte d angers loire metropole,mairie de saint-herblain,Alter Public au nom et pour le compte d'Angers Loire Métropole.,Mairie de Saint-Herblain,0.3023255813953488,0.0,2024-01-31,2024-07-25,0.48186173853524983,location_added,515,75,21+
SIRET,17440005100010,alter public au nom et pour le compte d angers loire metropole,mauges communaute,Alter Public au nom et pour le compte d'Angers Loire Métropole.,Mauges Communauté,0.22784810126582278,0.0,2024-02-01,2025-07-19,1.462012320328542,location_added;potential_historical_name_change,515,75,21+
SIRET,17440005100010,alter public au nom et pour le compte d angers loire metropole,minarm sca pfc-rbt,Alter Public au nom et pour le compte d'Angers Loire Métropole.,MINARM/SCA/PFC-RBT,0.175,0.0,2024-02-01,2024-07-25,0.4791238877481177,location_added,515,75,21+
SIRET,17440005100010,alter public au nom et pour le compte d angers loire metropole,nantes metropole,Alter Public au nom et pour le compte d'Angers Loire Métropole.,Nantes Métropole,0.358974358974359,0.07692307692307693,2024-02-01,2026-04-05,2.1738535249828885,location_added;potential_historical_name_change,515,75,21+
SIRET,17440005100010,alter public au nom et pour le compte d angers loire metropole,nantes metropole amenagement - mandataire agissant au nom et pour le compte de la nantes metropole,Alter Public au nom et pour le compte d'Angers Loire Métropole.,NANTES METROPOLE AMENAGEMENT - Mandataire agissant au nom et pour le compte de la NANTES METROPOLE,0.6075949367088608,0.3888888888888889,2024-02-01,2024-07-25,0.4791238877481177,location_added,515,75,21+
SIRET,17440005100010,alter public au nom et pour le compte d angers loire metropole,nantes metropole amenagement - mandataire agissant au nom et pour le compte de la ville d orvault,Alter Public au nom et pour le compte d'Angers Loire Métropole.,NANTES METROPOLE AMENAGEMENT - MANDATAIRE AGISSANT AU NOM ET POUR LE COMPTE DE LA VILLE D'ORVAULT,0.5095541401273885,0.4,2024-02-01,2024-12-05,0.8432580424366872,location_added,515,75,21+
SIRET,17440005100010,alter public au nom et pour le compte d angers loire metropole,nantes metropole amenagement mandataire agissant au nom et pour le compte de la ville de nantes,Alter Public au nom et pour le compte d'Angers Loire Métropole.,NANTES METROPOLE AMENAGEMENT MANDATAIRE AGISSANT AU NOM ET POUR LE COMPTE DE LA VILLE DE NANTES,0.4840764331210191,0.3684210526315789,2024-02-01,2025-08-08,1.516769336071184,location_added;potential_historical_name_change,515,75,21+
SIRET,17440005100010,alter public au nom et pour le compte d angers loire metropole,nantes universite,Alter Public au nom et pour le compte d'Angers Loire Métropole.,Nantes Université,0.27848101265822783,0.0,2024-02-01,2025-04-12,1.1937029431895962,location_added;department_or_service_added;potential_historical_name_change,515,75,21+
SIRET,17440005100010,alter public au nom et pour le compte d angers loire metropole,oniris ecole nationale veterinaire agroalimentaire et de l alimentation nantes atlantique,Alter Public au nom et pour le compte d'Angers Loire Métropole.,ONIRIS Ecole nationale vétérinaire agroalimentaire et de l'alimentation Nantes Atlantique,0.304635761589404,0.045454545454545456,2024-02-01,2024-07-25,0.4791238877481177,location_added;establishment_vs_legal_unit_name,515,75,21+
SIRET,17440005100010,alter public au nom et pour le compte d angers loire metropole,oph vendee habitat,Alter Public au nom et pour le compte d'Angers Loire Métropole.,OPH Vendée Habitat,0.2,0.0,2024-02-01,2025-02-06,1.0157426420260096,location_added;potential_historical_name_change,515,75,21+
SIRET,17440005100010,alter public au nom et pour le compte d angers loire metropole,pays de saint gilles croix de vie agglomeration 85,Alter Public au nom et pour le compte d'Angers Loire Métropole.,Pays de Saint Gilles Croix de Vie Agglomération (85),0.08928571428571429,0.0,2024-02-01,2025-11-14,1.78507871321013,location_added;potential_historical_name_change,515,75,21+
SIRET,17440005100010,alter public au nom et pour le compte d angers loire metropole,region des pays de la loire,Alter Public au nom et pour le compte d'Angers Loire Métropole.,Région des Pays de la Loire,0.3146067415730337,0.058823529411764705,2024-02-01,2026-05-15,2.2833675564681726,location_added;potential_historical_name_change,515,75,21+
SIRET,17440005100010,alter public au nom et pour le compte d angers loire metropole,region pays de la loire,Alter Public au nom et pour le compte d'Angers Loire Métropole.,REGION PAYS DE LA LOIRE,0.32941176470588235,0.0625,2024-02-01,2025-12-11,1.8590006844626967,location_added;potential_historical_name_change,515,75,21+
SIRET,17440005100010,alter public au nom et pour le compte d angers loire metropole,sdis de la vendee,Alter Public au nom et pour le compte d'Angers Loire Métropole.,SDIS de la Vendée,0.1518987341772152,0.0,2024-02-01,2024-07-25,0.4791238877481177,location_added,515,75,21+
SIRET,17440005100010,alter public au nom et pour le compte d angers loire metropole,sid nord-ouest,Alter Public au nom et pour le compte d'Angers Loire Métropole.,SID Nord-Ouest,0.23684210526315788,0.0,2024-02-01,2026-01-22,1.9739904175222451,location_added;potential_historical_name_change,515,75,21+
SIRET,17440005100010,alter public au nom et pour le compte d angers loire metropole,spl laval mayenne amenagements,Alter Public au nom et pour le compte d'Angers Loire Métropole.,SPL Laval Mayenne Aménagements,0.2608695652173913,0.0,2024-02-01,2026-04-26,2.2313483915126624,location_added;potential_historical_name_change,515,75,21+
SIRET,17440005100010,alter public au nom et pour le compte d angers loire metropole,syndicat intercommunal d energies de maine-et-loire sieml,Alter Public au nom et pour le compte d'Angers Loire Métropole.,Syndicat Intercommunal d'Énergies de Maine-et-Loire (Siéml),0.31932773109243695,0.16666666666666666,2024-02-01,2024-07-25,0.4791238877481177,location_added,515,75,21+
SIRET,17440005100010,alter public au nom et pour le compte d angers loire metropole,syndicat mixte gigalis,Alter Public au nom et pour le compte d'Angers Loire Métropole.,SYNDICAT MIXTE GIGALIS,0.2619047619047619,0.0,2024-02-01,2024-07-25,0.4791238877481177,location_added,515,75,21+
SIRET,17440005100010,alter public au nom et pour le compte d angers loire metropole,transamo mandataire de la communaute urbaine le mans metropole,Alter Public au nom et pour le compte d'Angers Loire Métropole.,"Transamo, mandataire de la Communauté urbaine Le Mans Métropole",0.4032258064516129,0.10526315789473684,2024-02-01,2024-07-25,0.4791238877481177,location_added,515,75,21+
SIRET,17440005100010,alter public au nom et pour le compte d angers loire metropole,tribunal administratif de nantes,Alter Public au nom et pour le compte d'Angers Loire Métropole.,Tribunal Administratif de Nantes,0.10638297872340426,0.0,2024-01-28,2024-07-25,0.49007529089664614,location_added,515,75,21+
SIRET,17440005100010,alter public au nom et pour le compte d angers loire metropole,ville d orvault,Alter Public au nom et pour le compte d'Angers Loire Métropole.,Ville d'Orvault,0.23376623376623376,0.07142857142857142,2024-02-01,2025-07-01,1.4127310061601643,location_added;potential_historical_name_change,515,75,21+
SIRET,17440005100010,alter public au nom et pour le compte d angers loire metropole,ville de cholet,Alter Public au nom et pour le compte d'Angers Loire Métropole.,VILLE DE CHOLET,0.23376623376623376,0.0,2024-02-01,2026-02-06,2.0150581793292264,location_added;potential_historical_name_change,515,75,21+
SIRET,17440005100010,alter public au nom et pour le compte d angers loire metropole,ville de laval,Alter Public au nom et pour le compte d'Angers Loire Métropole.,VILLE DE LAVAL,0.21052631578947367,0.0,2024-02-01,2026-07-09,2.433949349760438,location_added;potential_historical_name_change,515,75,21+
SIRET,17440005100010,alter public au nom et pour le compte d angers loire metropole,ville de nantes,Alter Public au nom et pour le compte d'Angers Loire Métropole.,Ville de Nantes,0.18181818181818182,0.0,2024-02-01,2024-07-25,0.4791238877481177,location_added,515,75,21+
SIRET,17440005100010,alter public au nom et pour le compte d angers loire metropole,ville de pornichet,Alter Public au nom et pour le compte d'Angers Loire Métropole.,Ville de Pornichet,0.275,0.0,2024-02-01,2024-12-05,0.8432580424366872,location_added,515,75,21+
SIRET,17440005100010,alter public au nom et pour le compte d angers loire metropole,ville de saumur,Alter Public au nom et pour le compte d'Angers Loire Métropole.,Ville de Saumur,0.2077922077922078,0.0,2024-02-01,2024-09-27,0.6543463381245722,location_added,515,75,21+
SIRET,17440005100010,ars pays de la loire,ca pornic agglo pays de retz,ARS Pays de la Loire,CA PORNIC AGGLO PAYS DE RETZ,0.5416666666666666,0.2222222222222222,2024-02-15,2024-07-10,0.3997262149212868,location_added,515,75,21+
SIRET,17440005100010,ars pays de la loire,ca saumur val de loire,ARS Pays de la Loire,CA SAUMUR VAL DE LOIRE,0.6190476190476191,0.25,2024-03-01,2024-07-10,0.3586584531143053,location_added,515,75,21+
SIRET,17440005100010,ars pays de la loire,centre communal d action sociale de laval,ARS Pays de la Loire,Centre Communal d'Action Sociale de Laval,0.32786885245901637,0.09090909090909091,2024-03-29,2026-03-08,1.9411362080766599,location_added;department_or_service_added;establishment_vs_legal_unit_name;potential_historical_name_change,515,75,21+
SIRET,17440005100010,ars pays de la loire,centre de gestion de la fonction publique territoriale de loire-atlantique,ARS Pays de la Loire,Centre de Gestion de la fonction publique territoriale de Loire-Atlantique,0.2978723404255319,0.2727272727272727,2024-03-29,2024-07-10,0.28199863107460643,location_added;department_or_service_added;establishment_vs_legal_unit_name,515,75,21+
SIRET,17440005100010,ars pays de la loire,centre de gestion fpt loire-atlantique,ARS Pays de la Loire,Centre de Gestion FPT Loire-Atlantique,0.3793103448275862,0.2222222222222222,2024-03-29,2024-12-12,0.7063655030800822,location_added;department_or_service_added;establishment_vs_legal_unit_name,515,75,21+
SIRET,17440005100010,ars pays de la loire,centre hospitalier du mans etablissement support du ght 72,ARS Pays de la Loire,"CENTRE HOSPITALIER DU MANS, établissement support du GHT 72",0.23076923076923078,0.0,2024-03-29,2024-07-10,0.28199863107460643,location_added;department_or_service_added;establishment_vs_legal_unit_name,515,75,21+
SIRET,17440005100010,ars pays de la loire,centre hospitalier universitaire d angers,ARS Pays de la Loire,Centre hospitalier Universitaire d'ANGERS,0.22950819672131148,0.0,2024-03-29,2024-07-10,0.28199863107460643,location_added;department_or_service_added;establishment_vs_legal_unit_name,515,75,21+
SIRET,17440005100010,ars pays de la loire,centre hospitalier universitaire de nantes,ARS Pays de la Loire,Centre Hospitalier Universitaire de Nantes,0.3225806451612903,0.1111111111111111,2024-03-29,2024-10-01,0.5092402464065708,location_added;department_or_service_added;establishment_vs_legal_unit_name,515,75,21+
SIRET,17440005100010,ars pays de la loire,ch du mans - ets support du ght 72,ARS Pays de la Loire,CH DU MANS - Ets support du GHT 72,0.3076923076923077,0.0,2024-03-13,2024-09-18,0.5174537987679672,location_added;establishment_vs_legal_unit_name,515,75,21+
SIRET,17440005100010,ars pays de la loire,chd vendee,ARS Pays de la Loire,CHD VENDEE,0.26666666666666666,0.0,2024-03-29,2026-06-11,2.2012320328542097,location_added;potential_historical_name_change,515,75,21+
SIRET,17440005100010,ars pays de la loire,chd vendee - etablissement support du ght 85,ARS Pays de la Loire,CHD VENDEE - Etablissement support du GHT 85,0.1935483870967742,0.0,2024-03-29,2026-02-25,1.9110198494182067,location_added;department_or_service_added;establishment_vs_legal_unit_name;potential_historical_name_change,515,75,21+
SIRET,17440005100010,ars pays de la loire,chd vendee - etablissement support du ght 85 - coordonnateur du groupement de commandes,ARS Pays de la Loire,CHD VENDEE - Etablissement support du GHT 85 - Coordonnateur du groupement de commandes,0.1941747572815534,0.06666666666666667,2024-03-29,2026-03-15,1.9603011635865846,location_added;department_or_service_added;establishment_vs_legal_unit_name;potential_historical_name_change,515,75,21+
SIRET,17440005100010,ars pays de la loire,chd vendee - etablissement support du ght vendee,ARS Pays de la Loire,CHD VENDEE - Etablissement support du GHT Vendée,0.18181818181818182,0.0,2024-02-11,2024-07-10,0.4106776180698152,location_added;department_or_service_added;establishment_vs_legal_unit_name,515,75,21+
SIRET,17440005100010,ars pays de la loire,chd vendee etablissement support du ght 85,ARS Pays de la Loire,"CHD VENDEE, Etablissement support du GHT 85",0.1935483870967742,0.0,2024-03-29,2024-07-10,0.28199863107460643,location_added;department_or_service_added;establishment_vs_legal_unit_name,515,75,21+
SIRET,17440005100010,ars pays de la loire,chd vendee etablissement support du ght85,ARS Pays de la Loire,"CHD VENDEE, Etablissement support du GHT85",0.16393442622950818,0.0,2024-03-29,2026-06-20,2.2258726899383983,location_added;department_or_service_added;establishment_vs_legal_unit_name;potential_historical_name_change,515,75,21+
SIRET,17440005100010,ars pays de la loire,cholet agglomeration,ARS Pays de la Loire,Cholet Agglomération,0.2,0.0,2024-02-23,2025-08-26,1.5058179329226558,location_added;potential_historical_name_change,515,75,21+
