breakdown,schema_family,publication_year,eforms_notice_type,notice_type_normalized,stage,n_records,n_cpv_available,p_cpv_available,n_multiple_cpv_after_fix,p_multiple_cpv_after_fix,n_raw_invalid_classification_values,p_raw_invalid_classification_values,n_cpv_present_parser_missed_before_fix,n_genuinely_absent_after_fix
schema_family,LEGACY,ALL,ALL,ALL,flattened_after_fix,73941,59503,0.8047362085987476,20124,0.2721629407230089,519,0.007019109830811052,0,14438
schema_family,LEGACY,ALL,ALL,ALL,cleaned_prepared_after_fix,73941,59503,0.8047362085987476,20124,0.2721629407230089,519,0.007019109830811052,0,14438
schema_family+publication_year,EFORMS,2024,ALL,ALL,raw_source,4063,4063,1.0,1723,0.42407088358355893,0,0.0,4063,0
schema_family+publication_year,EFORMS,2024,ALL,ALL,flattened_before_fix,4063,0,0.0,1723,0.42407088358355893,0,0.0,4063,0
schema_family+publication_year,EFORMS,2024,ALL,ALL,cleaned_prepared_before_fix,4063,0,0.0,1723,0.42407088358355893,0,0.0,4063,0
schema_family+publication_year,EFORMS,2024,ALL,ALL,flattened_after_fix,4063,4063,1.0,1723,0.42407088358355893,0,0.0,4063,0
schema_family+publication_year,EFORMS,2024,ALL,ALL,cleaned_prepared_after_fix,4063,4063,1.0,1723,0.42407088358355893,0,0.0,4063,0
schema_family+publication_year,EFORMS,2025,ALL,ALL,raw_source,4388,4388,1.0,1897,0.43231540565177756,0,0.0,4388,0
schema_family+publication_year,EFORMS,2025,ALL,ALL,flattened_before_fix,4388,0,0.0,1897,0.43231540565177756,0,0.0,4388,0
schema_family+publication_year,EFORMS,2025,ALL,ALL,cleaned_prepared_before_fix,4388,0,0.0,1897,0.43231540565177756,0,0.0,4388,0
schema_family+publication_year,EFORMS,2025,ALL,ALL,flattened_after_fix,4388,4388,1.0,1897,0.43231540565177756,0,0.0,4388,0
schema_family+publication_year,EFORMS,2025,ALL,ALL,cleaned_prepared_after_fix,4388,4388,1.0,1897,0.43231540565177756,0,0.0,4388,0
schema_family+publication_year,EFORMS,2026,ALL,ALL,raw_source,2231,2231,1.0,979,0.43881667413715825,0,0.0,2231,0
schema_family+publication_year,EFORMS,2026,ALL,ALL,flattened_before_fix,2231,0,0.0,979,0.43881667413715825,0,0.0,2231,0
schema_family+publication_year,EFORMS,2026,ALL,ALL,cleaned_prepared_before_fix,2231,0,0.0,979,0.43881667413715825,0,0.0,2231,0
schema_family+publication_year,EFORMS,2026,ALL,ALL,flattened_after_fix,2231,2231,1.0,979,0.43881667413715825,0,0.0,2231,0
schema_family+publication_year,EFORMS,2026,ALL,ALL,cleaned_prepared_after_fix,2231,2231,1.0,979,0.43881667413715825,0,0.0,2231,0
schema_family+publication_year,LEGACY,2015,ALL,ALL,raw_source,6144,4293,0.69873046875,1605,0.26123046875,57,0.00927734375,0,1851
schema_family+publication_year,LEGACY,2015,ALL,ALL,flattened_before_fix,6144,4293,0.69873046875,1605,0.26123046875,57,0.00927734375,0,1851
schema_family+publication_year,LEGACY,2015,ALL,ALL,cleaned_prepared_before_fix,6144,4293,0.69873046875,1605,0.26123046875,57,0.00927734375,0,1851
schema_family+publication_year,LEGACY,2015,ALL,ALL,flattened_after_fix,6144,4293,0.69873046875,1605,0.26123046875,57,0.00927734375,0,1851
schema_family+publication_year,LEGACY,2015,ALL,ALL,cleaned_prepared_after_fix,6144,4293,0.69873046875,1605,0.26123046875,57,0.00927734375,0,1851
schema_family+publication_year,LEGACY,2016,ALL,ALL,raw_source,6982,5021,0.719134918361501,1855,0.26568318533371527,73,0.010455456889143512,0,1961
schema_family+publication_year,LEGACY,2016,ALL,ALL,flattened_before_fix,6982,5021,0.719134918361501,1855,0.26568318533371527,73,0.010455456889143512,0,1961
schema_family+publication_year,LEGACY,2016,ALL,ALL,cleaned_prepared_before_fix,6982,5021,0.719134918361501,1855,0.26568318533371527,73,0.010455456889143512,0,1961
schema_family+publication_year,LEGACY,2016,ALL,ALL,flattened_after_fix,6982,5021,0.719134918361501,1855,0.26568318533371527,73,0.010455456889143512,0,1961
schema_family+publication_year,LEGACY,2016,ALL,ALL,cleaned_prepared_after_fix,6982,5021,0.719134918361501,1855,0.26568318533371527,73,0.010455456889143512,0,1961
schema_family+publication_year,LEGACY,2017,ALL,ALL,raw_source,7176,5322,0.7416387959866221,1964,0.2736900780379041,65,0.009057971014492754,0,1854
schema_family+publication_year,LEGACY,2017,ALL,ALL,flattened_before_fix,7176,5322,0.7416387959866221,1964,0.2736900780379041,65,0.009057971014492754,0,1854
schema_family+publication_year,LEGACY,2017,ALL,ALL,cleaned_prepared_before_fix,7176,5322,0.7416387959866221,1964,0.2736900780379041,65,0.009057971014492754,0,1854
schema_family+publication_year,LEGACY,2017,ALL,ALL,flattened_after_fix,7176,5322,0.7416387959866221,1964,0.2736900780379041,65,0.009057971014492754,0,1854
schema_family+publication_year,LEGACY,2017,ALL,ALL,cleaned_prepared_after_fix,7176,5322,0.7416387959866221,1964,0.2736900780379041,65,0.009057971014492754,0,1854
schema_family+publication_year,LEGACY,2018,ALL,ALL,raw_source,7176,5488,0.7647714604236343,2165,0.3017001114827202,57,0.00794314381270903,0,1688
schema_family+publication_year,LEGACY,2018,ALL,ALL,flattened_before_fix,7176,5488,0.7647714604236343,2165,0.3017001114827202,57,0.00794314381270903,0,1688
schema_family+publication_year,LEGACY,2018,ALL,ALL,cleaned_prepared_before_fix,7176,5488,0.7647714604236343,2165,0.3017001114827202,57,0.00794314381270903,0,1688
schema_family+publication_year,LEGACY,2018,ALL,ALL,flattened_after_fix,7176,5488,0.7647714604236343,2165,0.3017001114827202,57,0.00794314381270903,0,1688
schema_family+publication_year,LEGACY,2018,ALL,ALL,cleaned_prepared_after_fix,7176,5488,0.7647714604236343,2165,0.3017001114827202,57,0.00794314381270903,0,1688
schema_family+publication_year,LEGACY,2019,ALL,ALL,raw_source,7827,6345,0.8106554235339211,2629,0.33588859077552063,56,0.007154720838124441,0,1482
schema_family+publication_year,LEGACY,2019,ALL,ALL,flattened_before_fix,7827,6345,0.8106554235339211,2629,0.33588859077552063,56,0.007154720838124441,0,1482
schema_family+publication_year,LEGACY,2019,ALL,ALL,cleaned_prepared_before_fix,7827,6345,0.8106554235339211,2629,0.33588859077552063,56,0.007154720838124441,0,1482
schema_family+publication_year,LEGACY,2019,ALL,ALL,flattened_after_fix,7827,6345,0.8106554235339211,2629,0.33588859077552063,56,0.007154720838124441,0,1482
schema_family+publication_year,LEGACY,2019,ALL,ALL,cleaned_prepared_after_fix,7827,6345,0.8106554235339211,2629,0.33588859077552063,56,0.007154720838124441,0,1482
schema_family+publication_year,LEGACY,2020,ALL,ALL,raw_source,7057,5770,0.8176278872041944,2211,0.3133059373671532,49,0.0069434603939351,0,1287
schema_family+publication_year,LEGACY,2020,ALL,ALL,flattened_before_fix,7057,5770,0.8176278872041944,2211,0.3133059373671532,49,0.0069434603939351,0,1287
schema_family+publication_year,LEGACY,2020,ALL,ALL,cleaned_prepared_before_fix,7057,5770,0.8176278872041944,2211,0.3133059373671532,49,0.0069434603939351,0,1287
schema_family+publication_year,LEGACY,2020,ALL,ALL,flattened_after_fix,7057,5770,0.8176278872041944,2211,0.3133059373671532,49,0.0069434603939351,0,1287
schema_family+publication_year,LEGACY,2020,ALL,ALL,cleaned_prepared_after_fix,7057,5770,0.8176278872041944,2211,0.3133059373671532,49,0.0069434603939351,0,1287
schema_family+publication_year,LEGACY,2021,ALL,ALL,raw_source,7378,6410,0.8687991325562483,2600,0.35239902412577934,61,0.008267823258335593,0,968
schema_family+publication_year,LEGACY,2021,ALL,ALL,flattened_before_fix,7378,6410,0.8687991325562483,2600,0.35239902412577934,61,0.008267823258335593,0,968
schema_family+publication_year,LEGACY,2021,ALL,ALL,cleaned_prepared_before_fix,7378,6410,0.8687991325562483,2600,0.35239902412577934,61,0.008267823258335593,0,968
schema_family+publication_year,LEGACY,2021,ALL,ALL,flattened_after_fix,7378,6410,0.8687991325562483,2600,0.35239902412577934,61,0.008267823258335593,0,968
schema_family+publication_year,LEGACY,2021,ALL,ALL,cleaned_prepared_after_fix,7378,6410,0.8687991325562483,2600,0.35239902412577934,61,0.008267823258335593,0,968
schema_family+publication_year,LEGACY,2022,ALL,ALL,raw_source,7712,6856,0.8890041493775933,1750,0.22691908713692946,40,0.005186721991701245,0,856
schema_family+publication_year,LEGACY,2022,ALL,ALL,flattened_before_fix,7712,6856,0.8890041493775933,1750,0.22691908713692946,40,0.005186721991701245,0,856
schema_family+publication_year,LEGACY,2022,ALL,ALL,cleaned_prepared_before_fix,7712,6856,0.8890041493775933,1750,0.22691908713692946,40,0.005186721991701245,0,856
schema_family+publication_year,LEGACY,2022,ALL,ALL,flattened_after_fix,7712,6856,0.8890041493775933,1750,0.22691908713692946,40,0.005186721991701245,0,856
schema_family+publication_year,LEGACY,2022,ALL,ALL,cleaned_prepared_after_fix,7712,6856,0.8890041493775933,1750,0.22691908713692946,40,0.005186721991701245,0,856
schema_family+publication_year,LEGACY,2023,ALL,ALL,raw_source,8091,7309,0.903349400568533,1851,0.22877271041898406,57,0.0070448646644419724,0,782
schema_family+publication_year,LEGACY,2023,ALL,ALL,flattened_before_fix,8091,7309,0.903349400568533,1851,0.22877271041898406,57,0.0070448646644419724,0,782
schema_family+publication_year,LEGACY,2023,ALL,ALL,cleaned_prepared_before_fix,8091,7309,0.903349400568533,1851,0.22877271041898406,57,0.0070448646644419724,0,782
schema_family+publication_year,LEGACY,2023,ALL,ALL,flattened_after_fix,8091,7309,0.903349400568533,1851,0.22877271041898406,57,0.0070448646644419724,0,782
schema_family+publication_year,LEGACY,2023,ALL,ALL,cleaned_prepared_after_fix,8091,7309,0.903349400568533,1851,0.22877271041898406,57,0.0070448646644419724,0,782
schema_family+publication_year,LEGACY,2024,ALL,ALL,raw_source,3484,2799,0.8033869115958668,679,0.19489092996555682,4,0.001148105625717566,0,685
schema_family+publication_year,LEGACY,2024,ALL,ALL,flattened_before_fix,3484,2799,0.8033869115958668,679,0.19489092996555682,4,0.001148105625717566,0,685
schema_family+publication_year,LEGACY,2024,ALL,ALL,cleaned_prepared_before_fix,3484,2799,0.8033869115958668,679,0.19489092996555682,4,0.001148105625717566,0,685
schema_family+publication_year,LEGACY,2024,ALL,ALL,flattened_after_fix,3484,2799,0.8033869115958668,679,0.19489092996555682,4,0.001148105625717566,0,685
schema_family+publication_year,LEGACY,2024,ALL,ALL,cleaned_prepared_after_fix,3484,2799,0.8033869115958668,679,0.19489092996555682,4,0.001148105625717566,0,685
schema_family+publication_year,LEGACY,2025,ALL,ALL,raw_source,3422,2693,0.7869666861484512,609,0.17796610169491525,0,0.0,0,729
schema_family+publication_year,LEGACY,2025,ALL,ALL,flattened_before_fix,3422,2693,0.7869666861484512,609,0.17796610169491525,0,0.0,0,729
schema_family+publication_year,LEGACY,2025,ALL,ALL,cleaned_prepared_before_fix,3422,2693,0.7869666861484512,609,0.17796610169491525,0,0.0,0,729
schema_family+publication_year,LEGACY,2025,ALL,ALL,flattened_after_fix,3422,2693,0.7869666861484512,609,0.17796610169491525,0,0.0,0,729
schema_family+publication_year,LEGACY,2025,ALL,ALL,cleaned_prepared_after_fix,3422,2693,0.7869666861484512,609,0.17796610169491525,0,0.0,0,729
schema_family+publication_year,LEGACY,2026,ALL,ALL,raw_source,1492,1197,0.8022788203753352,206,0.1380697050938338,0,0.0,0,295
schema_family+publication_year,LEGACY,2026,ALL,ALL,flattened_before_fix,1492,1197,0.8022788203753352,206,0.1380697050938338,0,0.0,0,295
schema_family+publication_year,LEGACY,2026,ALL,ALL,cleaned_prepared_before_fix,1492,1197,0.8022788203753352,206,0.1380697050938338,0,0.0,0,295
schema_family+publication_year,LEGACY,2026,ALL,ALL,flattened_after_fix,1492,1197,0.8022788203753352,206,0.1380697050938338,0,0.0,0,295
schema_family+publication_year,LEGACY,2026,ALL,ALL,cleaned_prepared_after_fix,1492,1197,0.8022788203753352,206,0.1380697050938338,0,0.0,0,295
schema_family+eforms_notice_type,EFORMS,ALL,ContractAwardNotice,ALL,raw_source,3803,3803,1.0,1636,0.43018669471469895,0,0.0,3803,0
schema_family+eforms_notice_type,EFORMS,ALL,ContractAwardNotice,ALL,flattened_before_fix,3803,0,0.0,1636,0.43018669471469895,0,0.0,3803,0
schema_family+eforms_notice_type,EFORMS,ALL,ContractAwardNotice,ALL,cleaned_prepared_before_fix,3803,0,0.0,1636,0.43018669471469895,0,0.0,3803,0
schema_family+eforms_notice_type,EFORMS,ALL,ContractAwardNotice,ALL,flattened_after_fix,3803,3803,1.0,1636,0.43018669471469895,0,0.0,3803,0
schema_family+eforms_notice_type,EFORMS,ALL,ContractAwardNotice,ALL,cleaned_prepared_after_fix,3803,3803,1.0,1636,0.43018669471469895,0,0.0,3803,0
schema_family+eforms_notice_type,EFORMS,ALL,ContractNotice,ALL,raw_source,6821,6821,1.0,2941,0.4311684503738455,0,0.0,6821,0
schema_family+eforms_notice_type,EFORMS,ALL,ContractNotice,ALL,flattened_before_fix,6821,0,0.0,2941,0.4311684503738455,0,0.0,6821,0
schema_family+eforms_notice_type,EFORMS,ALL,ContractNotice,ALL,cleaned_prepared_before_fix,6821,0,0.0,2941,0.4311684503738455,0,0.0,6821,0
schema_family+eforms_notice_type,EFORMS,ALL,ContractNotice,ALL,flattened_after_fix,6821,6821,1.0,2941,0.4311684503738455,0,0.0,6821,0
schema_family+eforms_notice_type,EFORMS,ALL,ContractNotice,ALL,cleaned_prepared_after_fix,6821,6821,1.0,2941,0.4311684503738455,0,0.0,6821,0
schema_family+eforms_notice_type,EFORMS,ALL,PriorInformationNotice,ALL,raw_source,58,58,1.0,22,0.3793103448275862,0,0.0,58,0
schema_family+eforms_notice_type,EFORMS,ALL,PriorInformationNotice,ALL,flattened_before_fix,58,0,0.0,22,0.3793103448275862,0,0.0,58,0
schema_family+eforms_notice_type,EFORMS,ALL,PriorInformationNotice,ALL,cleaned_prepared_before_fix,58,0,0.0,22,0.3793103448275862,0,0.0,58,0
schema_family+eforms_notice_type,EFORMS,ALL,PriorInformationNotice,ALL,flattened_after_fix,58,58,1.0,22,0.3793103448275862,0,0.0,58,0
schema_family+eforms_notice_type,EFORMS,ALL,PriorInformationNotice,ALL,cleaned_prepared_after_fix,58,58,1.0,22,0.3793103448275862,0,0.0,58,0
schema_family+eforms_notice_type,LEGACY,ALL,NOT_EFORMS,ALL,raw_source,73941,59503,0.8047362085987476,20124,0.2721629407230089,519,0.007019109830811052,0,14438
schema_family+eforms_notice_type,LEGACY,ALL,NOT_EFORMS,ALL,flattened_before_fix,73941,59503,0.8047362085987476,20124,0.2721629407230089,519,0.007019109830811052,0,14438
schema_family+eforms_notice_type,LEGACY,ALL,NOT_EFORMS,ALL,cleaned_prepared_before_fix,73941,59503,0.8047362085987476,20124,0.2721629407230089,519,0.007019109830811052,0,14438
schema_family+eforms_notice_type,LEGACY,ALL,NOT_EFORMS,ALL,flattened_after_fix,73941,59503,0.8047362085987476,20124,0.2721629407230089,519,0.007019109830811052,0,14438
schema_family+eforms_notice_type,LEGACY,ALL,NOT_EFORMS,ALL,cleaned_prepared_after_fix,73941,59503,0.8047362085987476,20124,0.2721629407230089,519,0.007019109830811052,0,14438
schema_family+notice_type_normalized,EFORMS,ALL,ALL,APPEL_OFFRE,raw_source,6821,6821,1.0,2941,0.4311684503738455,0,0.0,6821,0
schema_family+notice_type_normalized,EFORMS,ALL,ALL,APPEL_OFFRE,flattened_before_fix,6821,0,0.0,2941,0.4311684503738455,0,0.0,6821,0
schema_family+notice_type_normalized,EFORMS,ALL,ALL,APPEL_OFFRE,cleaned_prepared_before_fix,6821,0,0.0,2941,0.4311684503738455,0,0.0,6821,0
schema_family+notice_type_normalized,EFORMS,ALL,ALL,APPEL_OFFRE,flattened_after_fix,6821,6821,1.0,2941,0.4311684503738455,0,0.0,6821,0
schema_family+notice_type_normalized,EFORMS,ALL,ALL,APPEL_OFFRE,cleaned_prepared_after_fix,6821,6821,1.0,2941,0.4311684503738455,0,0.0,6821,0
schema_family+notice_type_normalized,EFORMS,ALL,ALL,ATTRIBUTION,raw_source,3787,3787,1.0,1633,0.4312120411935569,0,0.0,3787,0
schema_family+notice_type_normalized,EFORMS,ALL,ALL,ATTRIBUTION,flattened_before_fix,3787,0,0.0,1633,0.4312120411935569,0,0.0,3787,0
schema_family+notice_type_normalized,EFORMS,ALL,ALL,ATTRIBUTION,cleaned_prepared_before_fix,3787,0,0.0,1633,0.4312120411935569,0,0.0,3787,0
schema_family+notice_type_normalized,EFORMS,ALL,ALL,ATTRIBUTION,flattened_after_fix,3787,3787,1.0,1633,0.4312120411935569,0,0.0,3787,0
schema_family+notice_type_normalized,EFORMS,ALL,ALL,ATTRIBUTION,cleaned_prepared_after_fix,3787,3787,1.0,1633,0.4312120411935569,0,0.0,3787,0
schema_family+notice_type_normalized,EFORMS,ALL,ALL,OTHER,raw_source,74,74,1.0,25,0.33783783783783783,0,0.0,74,0
schema_family+notice_type_normalized,EFORMS,ALL,ALL,OTHER,flattened_before_fix,74,0,0.0,25,0.33783783783783783,0,0.0,74,0
schema_family+notice_type_normalized,EFORMS,ALL,ALL,OTHER,cleaned_prepared_before_fix,74,0,0.0,25,0.33783783783783783,0,0.0,74,0
schema_family+notice_type_normalized,EFORMS,ALL,ALL,OTHER,flattened_after_fix,74,74,1.0,25,0.33783783783783783,0,0.0,74,0
schema_family+notice_type_normalized,EFORMS,ALL,ALL,OTHER,cleaned_prepared_after_fix,74,74,1.0,25,0.33783783783783783,0,0.0,74,0
schema_family+notice_type_normalized,LEGACY,ALL,ALL,APPEL_OFFRE,raw_source,51471,39011,0.757921936624507,13893,0.2699189835052748,328,0.006372520448407842,0,12460
schema_family+notice_type_normalized,LEGACY,ALL,ALL,APPEL_OFFRE,flattened_before_fix,51471,39011,0.757921936624507,13893,0.2699189835052748,328,0.006372520448407842,0,12460
schema_family+notice_type_normalized,LEGACY,ALL,ALL,APPEL_OFFRE,cleaned_prepared_before_fix,51471,39011,0.757921936624507,13893,0.2699189835052748,328,0.006372520448407842,0,12460
schema_family+notice_type_normalized,LEGACY,ALL,ALL,APPEL_OFFRE,flattened_after_fix,51471,39011,0.757921936624507,13893,0.2699189835052748,328,0.006372520448407842,0,12460
schema_family+notice_type_normalized,LEGACY,ALL,ALL,APPEL_OFFRE,cleaned_prepared_after_fix,51471,39011,0.757921936624507,13893,0.2699189835052748,328,0.006372520448407842,0,12460
schema_family+notice_type_normalized,LEGACY,ALL,ALL,ATTRIBUTION,raw_source,18773,17162,0.9141852660736164,6123,0.32615991050977466,168,0.008949022532360304,0,1611
schema_family+notice_type_normalized,LEGACY,ALL,ALL,ATTRIBUTION,flattened_before_fix,18773,17162,0.9141852660736164,6123,0.32615991050977466,168,0.008949022532360304,0,1611
schema_family+notice_type_normalized,LEGACY,ALL,ALL,ATTRIBUTION,cleaned_prepared_before_fix,18773,17162,0.9141852660736164,6123,0.32615991050977466,168,0.008949022532360304,0,1611
schema_family+notice_type_normalized,LEGACY,ALL,ALL,ATTRIBUTION,flattened_after_fix,18773,17162,0.9141852660736164,6123,0.32615991050977466,168,0.008949022532360304,0,1611
schema_family+notice_type_normalized,LEGACY,ALL,ALL,ATTRIBUTION,cleaned_prepared_after_fix,18773,17162,0.9141852660736164,6123,0.32615991050977466,168,0.008949022532360304,0,1611
schema_family+notice_type_normalized,LEGACY,ALL,ALL,OTHER,raw_source,3697,3330,0.9007303218826075,108,0.029212875304300785,23,0.0062212604814714636,0,367
schema_family+notice_type_normalized,LEGACY,ALL,ALL,OTHER,flattened_before_fix,3697,3330,0.9007303218826075,108,0.029212875304300785,23,0.0062212604814714636,0,367
schema_family+notice_type_normalized,LEGACY,ALL,ALL,OTHER,cleaned_prepared_before_fix,3697,3330,0.9007303218826075,108,0.029212875304300785,23,0.0062212604814714636,0,367
schema_family+notice_type_normalized,LEGACY,ALL,ALL,OTHER,flattened_after_fix,3697,3330,0.9007303218826075,108,0.029212875304300785,23,0.0062212604814714636,0,367
schema_family+notice_type_normalized,LEGACY,ALL,ALL,OTHER,cleaned_prepared_after_fix,3697,3330,0.9007303218826075,108,0.029212875304300785,23,0.0062212604814714636,0,367
schema_family+publication_year+eforms_notice_type,EFORMS,2024,ContractAwardNotice,ALL,raw_source,1401,1401,1.0,559,0.39900071377587437,0,0.0,1401,0
schema_family+publication_year+eforms_notice_type,EFORMS,2024,ContractAwardNotice,ALL,flattened_before_fix,1401,0,0.0,559,0.39900071377587437,0,0.0,1401,0
schema_family+publication_year+eforms_notice_type,EFORMS,2024,ContractAwardNotice,ALL,cleaned_prepared_before_fix,1401,0,0.0,559,0.39900071377587437,0,0.0,1401,0
schema_family+publication_year+eforms_notice_type,EFORMS,2024,ContractAwardNotice,ALL,flattened_after_fix,1401,1401,1.0,559,0.39900071377587437,0,0.0,1401,0
schema_family+publication_year+eforms_notice_type,EFORMS,2024,ContractAwardNotice,ALL,cleaned_prepared_after_fix,1401,1401,1.0,559,0.39900071377587437,0,0.0,1401,0
schema_family+publication_year+eforms_notice_type,EFORMS,2024,ContractNotice,ALL,raw_source,2638,2638,1.0,1155,0.4378316906747536,0,0.0,2638,0
schema_family+publication_year+eforms_notice_type,EFORMS,2024,ContractNotice,ALL,flattened_before_fix,2638,0,0.0,1155,0.4378316906747536,0,0.0,2638,0
schema_family+publication_year+eforms_notice_type,EFORMS,2024,ContractNotice,ALL,cleaned_prepared_before_fix,2638,0,0.0,1155,0.4378316906747536,0,0.0,2638,0
schema_family+publication_year+eforms_notice_type,EFORMS,2024,ContractNotice,ALL,flattened_after_fix,2638,2638,1.0,1155,0.4378316906747536,0,0.0,2638,0
schema_family+publication_year+eforms_notice_type,EFORMS,2024,ContractNotice,ALL,cleaned_prepared_after_fix,2638,2638,1.0,1155,0.4378316906747536,0,0.0,2638,0
schema_family+publication_year+eforms_notice_type,EFORMS,2024,PriorInformationNotice,ALL,raw_source,24,24,1.0,9,0.375,0,0.0,24,0
schema_family+publication_year+eforms_notice_type,EFORMS,2024,PriorInformationNotice,ALL,flattened_before_fix,24,0,0.0,9,0.375,0,0.0,24,0
schema_family+publication_year+eforms_notice_type,EFORMS,2024,PriorInformationNotice,ALL,cleaned_prepared_before_fix,24,0,0.0,9,0.375,0,0.0,24,0
schema_family+publication_year+eforms_notice_type,EFORMS,2024,PriorInformationNotice,ALL,flattened_after_fix,24,24,1.0,9,0.375,0,0.0,24,0
schema_family+publication_year+eforms_notice_type,EFORMS,2024,PriorInformationNotice,ALL,cleaned_prepared_after_fix,24,24,1.0,9,0.375,0,0.0,24,0
schema_family+publication_year+eforms_notice_type,EFORMS,2025,ContractAwardNotice,ALL,raw_source,1548,1548,1.0,702,0.45348837209302323,0,0.0,1548,0
schema_family+publication_year+eforms_notice_type,EFORMS,2025,ContractAwardNotice,ALL,flattened_before_fix,1548,0,0.0,702,0.45348837209302323,0,0.0,1548,0
schema_family+publication_year+eforms_notice_type,EFORMS,2025,ContractAwardNotice,ALL,cleaned_prepared_before_fix,1548,0,0.0,702,0.45348837209302323,0,0.0,1548,0
schema_family+publication_year+eforms_notice_type,EFORMS,2025,ContractAwardNotice,ALL,flattened_after_fix,1548,1548,1.0,702,0.45348837209302323,0,0.0,1548,0
schema_family+publication_year+eforms_notice_type,EFORMS,2025,ContractAwardNotice,ALL,cleaned_prepared_after_fix,1548,1548,1.0,702,0.45348837209302323,0,0.0,1548,0
schema_family+publication_year+eforms_notice_type,EFORMS,2025,ContractNotice,ALL,raw_source,2817,2817,1.0,1186,0.4210152644657437,0,0.0,2817,0
schema_family+publication_year+eforms_notice_type,EFORMS,2025,ContractNotice,ALL,flattened_before_fix,2817,0,0.0,1186,0.4210152644657437,0,0.0,2817,0
schema_family+publication_year+eforms_notice_type,EFORMS,2025,ContractNotice,ALL,cleaned_prepared_before_fix,2817,0,0.0,1186,0.4210152644657437,0,0.0,2817,0
schema_family+publication_year+eforms_notice_type,EFORMS,2025,ContractNotice,ALL,flattened_after_fix,2817,2817,1.0,1186,0.4210152644657437,0,0.0,2817,0
schema_family+publication_year+eforms_notice_type,EFORMS,2025,ContractNotice,ALL,cleaned_prepared_after_fix,2817,2817,1.0,1186,0.4210152644657437,0,0.0,2817,0
schema_family+publication_year+eforms_notice_type,EFORMS,2025,PriorInformationNotice,ALL,raw_source,23,23,1.0,9,0.391304347826087,0,0.0,23,0
schema_family+publication_year+eforms_notice_type,EFORMS,2025,PriorInformationNotice,ALL,flattened_before_fix,23,0,0.0,9,0.391304347826087,0,0.0,23,0
schema_family+publication_year+eforms_notice_type,EFORMS,2025,PriorInformationNotice,ALL,cleaned_prepared_before_fix,23,0,0.0,9,0.391304347826087,0,0.0,23,0
schema_family+publication_year+eforms_notice_type,EFORMS,2025,PriorInformationNotice,ALL,flattened_after_fix,23,23,1.0,9,0.391304347826087,0,0.0,23,0
schema_family+publication_year+eforms_notice_type,EFORMS,2025,PriorInformationNotice,ALL,cleaned_prepared_after_fix,23,23,1.0,9,0.391304347826087,0,0.0,23,0
schema_family+publication_year+eforms_notice_type,EFORMS,2026,ContractAwardNotice,ALL,raw_source,854,854,1.0,375,0.43911007025761123,0,0.0,854,0
schema_family+publication_year+eforms_notice_type,EFORMS,2026,ContractAwardNotice,ALL,flattened_before_fix,854,0,0.0,375,0.43911007025761123,0,0.0,854,0
schema_family+publication_year+eforms_notice_type,EFORMS,2026,ContractAwardNotice,ALL,cleaned_prepared_before_fix,854,0,0.0,375,0.43911007025761123,0,0.0,854,0
schema_family+publication_year+eforms_notice_type,EFORMS,2026,ContractAwardNotice,ALL,flattened_after_fix,854,854,1.0,375,0.43911007025761123,0,0.0,854,0
