flag,stratum_dim,stratum_value,rate,n_applicable
identifier_missing,cpv_division,19,0.64,125
identifier_missing,cpv_division,22,0.7175141242937854,354
identifier_missing,cpv_division,24,0.6816976127320955,377
identifier_missing,cpv_division,30,0.6798866855524079,1412
identifier_missing,cpv_division,31,0.6986301369863014,657
identifier_missing,cpv_division,32,0.6794117647058824,680
identifier_missing,cpv_division,33,0.7820748925721301,1629
identifier_missing,cpv_division,34,0.643623872906827,2329
identifier_missing,cpv_division,35,0.7408637873754153,301
identifier_missing,cpv_division,37,0.6711409395973155,298
identifier_missing,cpv_division,38,0.6466346153846154,832
identifier_missing,cpv_division,39,0.6406406406406406,1998
identifier_missing,cpv_division,41,0.8571428571428571,28
identifier_missing,cpv_division,42,0.7400497512437811,804
identifier_missing,cpv_division,43,0.6666666666666666,186
identifier_missing,cpv_division,44,0.69221260815822,1618
identifier_missing,cpv_division,45,0.7456395348837209,17200
identifier_missing,cpv_division,48,0.7267002518891688,794
identifier_missing,cpv_division,50,0.6463089238067002,3373
identifier_missing,cpv_division,51,0.5614035087719298,114
identifier_missing,cpv_division,55,0.6324278438030561,1178
identifier_missing,cpv_division,60,0.6784810126582278,1185
identifier_missing,cpv_division,63,0.6554054054054054,296
identifier_missing,cpv_division,64,0.651840490797546,652
identifier_missing,cpv_division,65,0.7307692307692307,312
identifier_missing,cpv_division,66,0.6057619408642911,2638
identifier_missing,cpv_division,70,0.6134020618556701,194
identifier_missing,cpv_division,71,0.632216678545973,9821
identifier_missing,cpv_division,72,0.6608450704225353,1775
identifier_missing,cpv_division,73,0.8507462686567164,67
identifier_missing,cpv_division,75,0.6310679611650486,515
identifier_missing,cpv_division,76,1.0,1
identifier_missing,cpv_division,77,0.5833333333333334,1176
identifier_missing,cpv_division,79,0.6554584173952028,4461
identifier_missing,cpv_division,80,0.7429620563035496,817
identifier_missing,cpv_division,85,0.6780715396578538,643
identifier_missing,cpv_division,90,0.633267845448592,4581
identifier_missing,cpv_division,92,0.6705998033431662,1017
identifier_missing,cpv_division,98,0.6260504201680672,476
duration_missing,cpv_division,03,0.8448275862068966,290
duration_missing,cpv_division,09,0.8593429158110883,974
duration_missing,cpv_division,14,0.9122807017543859,114
duration_missing,cpv_division,15,0.8217317487266553,1178
duration_missing,cpv_division,16,0.8214285714285714,196
duration_missing,cpv_division,18,0.8131021194605009,519
duration_missing,cpv_division,19,0.856,125
duration_missing,cpv_division,22,0.864406779661017,354
duration_missing,cpv_division,24,0.8116710875331565,377
duration_missing,cpv_division,30,0.8484419263456091,1412
duration_missing,cpv_division,31,0.8858447488584474,657
duration_missing,cpv_division,32,0.8676470588235294,680
duration_missing,cpv_division,33,0.8753836709637814,1629
duration_missing,cpv_division,34,0.8591670244740232,2329
duration_missing,cpv_division,35,0.8637873754152824,301
duration_missing,cpv_division,37,0.8422818791946308,298
duration_missing,cpv_division,38,0.8413461538461539,832
duration_missing,cpv_division,39,0.8378378378378378,1998
duration_missing,cpv_division,41,0.9642857142857143,28
duration_missing,cpv_division,42,0.8781094527363185,804
duration_missing,cpv_division,43,0.9032258064516129,186
duration_missing,cpv_division,44,0.8677379480840544,1618
duration_missing,cpv_division,45,0.8597093023255814,17200
duration_missing,cpv_division,48,0.889168765743073,794
duration_missing,cpv_division,50,0.8016602431070264,3373
duration_missing,cpv_division,51,0.7368421052631579,114
duration_missing,cpv_division,55,0.8497453310696095,1178
duration_missing,cpv_division,60,0.8329113924050633,1185
duration_missing,cpv_division,63,0.8040540540540541,296
duration_missing,cpv_division,64,0.9294478527607362,652
duration_missing,cpv_division,65,0.8878205128205128,312
duration_missing,cpv_division,66,0.8225928733889311,2638
duration_missing,cpv_division,70,0.7783505154639175,194
duration_missing,cpv_division,71,0.8413603502698299,9821
duration_missing,cpv_division,72,0.8253521126760563,1775
duration_missing,cpv_division,73,0.8955223880597015,67
duration_missing,cpv_division,75,0.8446601941747572,515
duration_missing,cpv_division,76,0.0,1
duration_missing,cpv_division,77,0.7738095238095238,1176
duration_missing,cpv_division,79,0.8370320555929164,4461
duration_missing,cpv_division,80,0.8751529987760098,817
duration_missing,cpv_division,85,0.8320373250388803,643
duration_missing,cpv_division,90,0.8190351451648111,4581
duration_missing,cpv_division,92,0.8633235004916421,1017
duration_missing,cpv_division,98,0.8172268907563025,476
cpv_missing,cpv_division,03,0.0,290
cpv_missing,cpv_division,09,0.0,974
cpv_missing,cpv_division,14,0.0,114
cpv_missing,cpv_division,15,0.0,1178
cpv_missing,cpv_division,16,0.0,196
cpv_missing,cpv_division,18,0.0,519
cpv_missing,cpv_division,19,0.0,125
cpv_missing,cpv_division,22,0.0,354
cpv_missing,cpv_division,24,0.0,377
cpv_missing,cpv_division,30,0.0,1412
cpv_missing,cpv_division,31,0.0,657
cpv_missing,cpv_division,32,0.0,680
cpv_missing,cpv_division,33,0.0,1629
cpv_missing,cpv_division,34,0.0,2329
cpv_missing,cpv_division,35,0.0,301
cpv_missing,cpv_division,37,0.0,298
cpv_missing,cpv_division,38,0.0,832
cpv_missing,cpv_division,39,0.0,1998
cpv_missing,cpv_division,41,0.0,28
cpv_missing,cpv_division,42,0.0,804
cpv_missing,cpv_division,43,0.0,186
cpv_missing,cpv_division,44,0.0,1618
cpv_missing,cpv_division,45,0.0,17200
cpv_missing,cpv_division,48,0.0,794
cpv_missing,cpv_division,50,0.0,3373
cpv_missing,cpv_division,51,0.0,114
cpv_missing,cpv_division,55,0.0,1178
cpv_missing,cpv_division,60,0.0,1185
cpv_missing,cpv_division,63,0.0,296
cpv_missing,cpv_division,64,0.0,652
cpv_missing,cpv_division,65,0.0,312
cpv_missing,cpv_division,66,0.0,2638
cpv_missing,cpv_division,70,0.0,194
cpv_missing,cpv_division,71,0.0,9821
cpv_missing,cpv_division,72,0.0,1775
cpv_missing,cpv_division,73,0.0,67
cpv_missing,cpv_division,75,0.0,515
cpv_missing,cpv_division,76,0.0,1
cpv_missing,cpv_division,77,0.0,1176
cpv_missing,cpv_division,79,0.0,4461
cpv_missing,cpv_division,80,0.0,817
cpv_missing,cpv_division,85,0.0,643
cpv_missing,cpv_division,90,0.0,4581
cpv_missing,cpv_division,92,0.0,1017
cpv_missing,cpv_division,98,0.0,476
cpv_generic,cpv_division,03,0.03103448275862069,290
cpv_generic,cpv_division,09,0.057494866529774126,974
cpv_generic,cpv_division,14,0.0,114
cpv_generic,cpv_division,15,0.09592529711375213,1178
cpv_generic,cpv_division,16,0.20408163265306123,196
cpv_generic,cpv_division,18,0.04816955684007707,519
cpv_generic,cpv_division,19,0.0,125
cpv_generic,cpv_division,22,0.062146892655367235,354
cpv_generic,cpv_division,24,0.0636604774535809,377
cpv_generic,cpv_division,30,0.019830028328611898,1412
cpv_generic,cpv_division,31,0.0563165905631659,657
cpv_generic,cpv_division,32,0.023529411764705882,680
cpv_generic,cpv_division,33,0.16083486801718846,1629
cpv_generic,cpv_division,34,0.006440532417346501,2329
cpv_generic,cpv_division,35,0.019933554817275746,301
cpv_generic,cpv_division,37,0.020134228187919462,298
cpv_generic,cpv_division,38,0.09375,832
cpv_generic,cpv_division,39,0.013013013013013013,1998
cpv_generic,cpv_division,41,0.0,28
cpv_generic,cpv_division,42,0.029850746268656716,804
cpv_generic,cpv_division,43,0.021505376344086023,186
cpv_generic,cpv_division,44,0.019159456118665017,1618
cpv_generic,cpv_division,45,0.09488372093023256,17200
cpv_generic,cpv_division,48,0.3425692695214106,794
cpv_generic,cpv_division,50,0.07204269196560925,3373
cpv_generic,cpv_division,51,0.07017543859649122,114
cpv_generic,cpv_division,55,0.053480475382003394,1178
cpv_generic,cpv_division,60,0.1029535864978903,1185
cpv_generic,cpv_division,63,0.016891891891891893,296
cpv_generic,cpv_division,64,0.004601226993865031,652
cpv_generic,cpv_division,65,0.02564102564102564,312
cpv_generic,cpv_division,66,0.010993176648976498,2638
cpv_generic,cpv_division,70,0.12886597938144329,194
cpv_generic,cpv_division,71,0.13450768760818654,9821
cpv_generic,cpv_division,72,0.09802816901408451,1775
cpv_generic,cpv_division,73,0.08955223880597014,67
cpv_generic,cpv_division,75,0.005825242718446602,515
cpv_generic,cpv_division,76,0.0,1
cpv_generic,cpv_division,77,0.007653061224489796,1176
cpv_generic,cpv_division,79,0.006949114548307554,4461
cpv_generic,cpv_division,80,0.06609547123623011,817
cpv_generic,cpv_division,85,0.027993779160186624,643
cpv_generic,cpv_division,90,0.015062213490504257,4581
cpv_generic,cpv_division,92,0.07866273352999016,1017
cpv_generic,cpv_division,98,0.031512605042016806,476
text_missing,cpv_division,03,0.0,290
text_missing,cpv_division,09,0.0,974
text_missing,cpv_division,14,0.0,114
text_missing,cpv_division,15,0.0,1178
text_missing,cpv_division,16,0.0,196
text_missing,cpv_division,18,0.0,519
text_missing,cpv_division,19,0.0,125
text_missing,cpv_division,22,0.0,354
text_missing,cpv_division,24,0.0,377
text_missing,cpv_division,30,0.0,1412
text_missing,cpv_division,31,0.0,657
text_missing,cpv_division,32,0.0,680
text_missing,cpv_division,33,0.0,1629
text_missing,cpv_division,34,0.00042936882782310007,2329
text_missing,cpv_division,35,0.0,301
text_missing,cpv_division,37,0.0,298
text_missing,cpv_division,38,0.0,832
text_missing,cpv_division,39,0.0,1998
text_missing,cpv_division,41,0.0,28
text_missing,cpv_division,42,0.0,804
text_missing,cpv_division,43,0.0,186
text_missing,cpv_division,44,0.0,1618
text_missing,cpv_division,45,0.0,17200
text_missing,cpv_division,48,0.0,794
text_missing,cpv_division,50,0.0,3373
text_missing,cpv_division,51,0.0,114
text_missing,cpv_division,55,0.0,1178
text_missing,cpv_division,60,0.0,1185
text_missing,cpv_division,63,0.0,296
text_missing,cpv_division,64,0.0,652
text_missing,cpv_division,65,0.0,312
text_missing,cpv_division,66,0.0,2638
text_missing,cpv_division,70,0.0,194
text_missing,cpv_division,71,0.0,9821
text_missing,cpv_division,72,0.0,1775
text_missing,cpv_division,73,0.0,67
text_missing,cpv_division,75,0.0,515
text_missing,cpv_division,76,0.0,1
text_missing,cpv_division,77,0.0,1176
text_missing,cpv_division,79,0.0,4461
text_missing,cpv_division,80,0.0,817
text_missing,cpv_division,85,0.0,643
text_missing,cpv_division,90,0.0,4581
text_missing,cpv_division,92,0.0,1017
text_missing,cpv_division,98,0.0,476
text_generic,cpv_division,03,0.25862068965517243,290
text_generic,cpv_division,09,0.20123203285420946,974
text_generic,cpv_division,14,0.2719298245614035,114
text_generic,cpv_division,15,0.24108658743633277,1178
text_generic,cpv_division,16,0.18877551020408162,196
text_generic,cpv_division,18,0.2466281310211946,519
text_generic,cpv_division,19,0.296,125
text_generic,cpv_division,22,0.2853107344632768,354
text_generic,cpv_division,24,0.23342175066312998,377
text_generic,cpv_division,30,0.1961756373937677,1412
text_generic,cpv_division,31,0.1796042617960426,657
text_generic,cpv_division,32,0.18088235294117647,680
text_generic,cpv_division,33,0.18538980969920196,1629
text_generic,cpv_division,34,0.16537800687285223,2328
text_generic,cpv_division,35,0.2059800664451827,301
text_generic,cpv_division,37,0.1644295302013423,298
text_generic,cpv_division,38,0.14903846153846154,832
text_generic,cpv_division,39,0.22322322322322322,1998
text_generic,cpv_division,41,0.0,28
text_generic,cpv_division,42,0.18159203980099503,804
text_generic,cpv_division,43,0.1774193548387097,186
text_generic,cpv_division,44,0.1903584672435105,1618
text_generic,cpv_division,45,0.1252906976744186,17200
text_generic,cpv_division,48,0.11586901763224182,794
text_generic,cpv_division,50,0.17580788615475837,3373
text_generic,cpv_division,51,0.21929824561403508,114
text_generic,cpv_division,55,0.166383701188455,1178
text_generic,cpv_division,60,0.22278481012658227,1185
text_generic,cpv_division,63,0.23310810810810811,296
text_generic,cpv_division,64,0.2331288343558282,652
text_generic,cpv_division,65,0.16666666666666666,312
text_generic,cpv_division,66,0.26497346474601974,2638
text_generic,cpv_division,70,0.19072164948453607,194
text_generic,cpv_division,71,0.12676916810915384,9821
text_generic,cpv_division,72,0.13464788732394367,1775
text_generic,cpv_division,73,0.1791044776119403,67
text_generic,cpv_division,75,0.0912621359223301,515
text_generic,cpv_division,76,0.0,1
text_generic,cpv_division,77,0.20833333333333334,1176
text_generic,cpv_division,79,0.1434655906747366,4461
text_generic,cpv_division,80,0.13586291309669524,817
text_generic,cpv_division,85,0.2177293934681182,643
text_generic,cpv_division,90,0.2036673215455141,4581
text_generic,cpv_division,92,0.16322517207472959,1017
text_generic,cpv_division,98,0.14495798319327732,476
award_link_unresolved,cpv_division,03,0.5222222222222223,180
award_link_unresolved,cpv_division,09,0.5367892976588629,598
award_link_unresolved,cpv_division,14,0.5507246376811594,69
award_link_unresolved,cpv_division,15,0.5480378890392422,739
award_link_unresolved,cpv_division,16,0.5909090909090909,132
award_link_unresolved,cpv_division,18,0.5463258785942492,313
award_link_unresolved,cpv_division,19,0.5394736842105263,76
award_link_unresolved,cpv_division,22,0.5405405405405406,222
award_link_unresolved,cpv_division,24,0.4805194805194805,231
award_link_unresolved,cpv_division,30,0.4780023781212842,841
award_link_unresolved,cpv_division,31,0.5485436893203883,412
award_link_unresolved,cpv_division,32,0.5812356979405034,437
award_link_unresolved,cpv_division,33,0.542766631467793,947
award_link_unresolved,cpv_division,34,0.5439944134078212,1432
award_link_unresolved,cpv_division,35,0.5668449197860963,187
award_link_unresolved,cpv_division,37,0.5939086294416244,197
award_link_unresolved,cpv_division,38,0.45030425963488846,493
award_link_unresolved,cpv_division,39,0.5513428120063191,1266
award_link_unresolved,cpv_division,41,0.75,20
award_link_unresolved,cpv_division,42,0.568359375,512
award_link_unresolved,cpv_division,43,0.5652173913043478,115
award_link_unresolved,cpv_division,44,0.5695238095238095,1050
award_link_unresolved,cpv_division,45,0.7471860780713658,12527
award_link_unresolved,cpv_division,48,0.603112840466926,514
award_link_unresolved,cpv_division,50,0.5422201138519924,2108
award_link_unresolved,cpv_division,51,0.6,75
award_link_unresolved,cpv_division,55,0.6178756476683938,772
award_link_unresolved,cpv_division,60,0.541838134430727,729
award_link_unresolved,cpv_division,63,0.5580110497237569,181
award_link_unresolved,cpv_division,64,0.5038560411311054,389
award_link_unresolved,cpv_division,65,0.6745562130177515,169
award_link_unresolved,cpv_division,66,0.5662368112543963,1706
award_link_unresolved,cpv_division,70,0.6307692307692307,130
award_link_unresolved,cpv_division,71,0.6110223642172524,6260
award_link_unresolved,cpv_division,72,0.5566914498141264,1076
award_link_unresolved,cpv_division,73,0.5957446808510638,47
award_link_unresolved,cpv_division,75,0.670487106017192,349
award_link_unresolved,cpv_division,76,1.0,1
award_link_unresolved,cpv_division,77,0.5506072874493927,741
award_link_unresolved,cpv_division,79,0.5970974429854872,2894
award_link_unresolved,cpv_division,80,0.7280550774526678,581
award_link_unresolved,cpv_division,85,0.6730769230769231,416
award_link_unresolved,cpv_division,90,0.5315998555435175,2769
award_link_unresolved,cpv_division,92,0.6098726114649682,628
award_link_unresolved,cpv_division,98,0.6079734219269103,301
identifier_missing,buyer_activity_tier,1 (single),0.702,2000
identifier_missing,buyer_activity_tier,2-5,0.6673189823874756,5110
identifier_missing,buyer_activity_tier,21+,0.74274650159885,68174
identifier_missing,buyer_activity_tier,6-20,0.6569225827176357,9339
duration_missing,buyer_activity_tier,1 (single),0.694,2000
duration_missing,buyer_activity_tier,2-5,0.799412915851272,5110
duration_missing,buyer_activity_tier,21+,0.882667879250154,68174
duration_missing,buyer_activity_tier,6-20,0.7953742370703502,9339
cpv_missing,buyer_activity_tier,1 (single),0.1995,2000
cpv_missing,buyer_activity_tier,2-5,0.17984344422700588,5110
cpv_missing,buyer_activity_tier,21+,0.17009417079825154,68174
cpv_missing,buyer_activity_tier,6-20,0.1631866366848699,9339
cpv_generic,buyer_activity_tier,1 (single),0.0875,2000
cpv_generic,buyer_activity_tier,2-5,0.08062622309197652,5110
cpv_generic,buyer_activity_tier,21+,0.054815618857629006,68174
cpv_generic,buyer_activity_tier,6-20,0.07366955776849769,9339
text_missing,buyer_activity_tier,1 (single),0.0,2000
text_missing,buyer_activity_tier,2-5,0.0,5110
text_missing,buyer_activity_tier,21+,1.4668348637310411e-05,68174
text_missing,buyer_activity_tier,6-20,0.0,9339
text_generic,buyer_activity_tier,1 (single),0.0435,2000
text_generic,buyer_activity_tier,2-5,0.0958904109589041,5110
text_generic,buyer_activity_tier,21+,0.15638155868158948,68173
text_generic,buyer_activity_tier,6-20,0.1230324445872149,9339
award_link_unresolved,buyer_activity_tier,1 (single),0.9771796372147454,1709
award_link_unresolved,buyer_activity_tier,2-5,0.8099640472521829,3894
award_link_unresolved,buyer_activity_tier,21+,0.6439700194480257,45763
award_link_unresolved,buyer_activity_tier,6-20,0.7611897198960439,6926
identifier_missing,dept_primary,1,0.8695652173913043,23
identifier_missing,dept_primary,10,0.0,1
identifier_missing,dept_primary,11,1.0,3
identifier_missing,dept_primary,12,1.0,1
identifier_missing,dept_primary,13,0.5263157894736842,38
identifier_missing,dept_primary,14,0.7755102040816326,196
identifier_missing,dept_primary,16,0.8536585365853658,82
identifier_missing,dept_primary,17,0.7815884476534296,554
identifier_missing,dept_primary,18,0.5918367346938775,49
identifier_missing,dept_primary,19,0.75,28
identifier_missing,dept_primary,2,0.6666666666666666,3
identifier_missing,dept_primary,20A,1.0,1
identifier_missing,dept_primary,21,0.4444444444444444,9
identifier_missing,dept_primary,22,0.7385892116182573,482
identifier_missing,dept_primary,23,0.0,2
identifier_missing,dept_primary,24,0.8,5
identifier_missing,dept_primary,26,0.3333333333333333,3
identifier_missing,dept_primary,27,0.75,20
identifier_missing,dept_primary,28,0.7914438502673797,187
identifier_missing,dept_primary,29,0.7430683918669131,541
identifier_missing,dept_primary,3,0.75,4
identifier_missing,dept_primary,31,0.8571428571428571,28
identifier_missing,dept_primary,33,0.7866666666666666,75
identifier_missing,dept_primary,34,0.6666666666666666,15
identifier_missing,dept_primary,35,0.7313499111900533,2252
identifier_missing,dept_primary,36,0.9,40
identifier_missing,dept_primary,37,0.7417943107221007,457
identifier_missing,dept_primary,38,0.45454545454545453,11
identifier_missing,dept_primary,4,1.0,2
identifier_missing,dept_primary,40,0.7142857142857143,7
identifier_missing,dept_primary,41,0.6705882352941176,85
identifier_missing,dept_primary,42,0.0,2
identifier_missing,dept_primary,43,0.0,1
identifier_missing,dept_primary,44,0.7625517714013289,33561
identifier_missing,dept_primary,45,0.6,160
identifier_missing,dept_primary,46,1.0,1
identifier_missing,dept_primary,47,0.5,2
identifier_missing,dept_primary,49,0.7444203976734749,14786
identifier_missing,dept_primary,5,0.6666666666666666,3
identifier_missing,dept_primary,50,0.6966292134831461,89
identifier_missing,dept_primary,51,0.6,5
identifier_missing,dept_primary,52,0.0,1
identifier_missing,dept_primary,53,0.6992574257425742,4040
identifier_missing,dept_primary,54,0.5,6
identifier_missing,dept_primary,56,0.8306878306878307,567
identifier_missing,dept_primary,57,0.36538461538461536,52
identifier_missing,dept_primary,59,0.8387096774193549,31
identifier_missing,dept_primary,6,0.9,30
identifier_missing,dept_primary,60,0.5,12
identifier_missing,dept_primary,61,0.7151248164464024,681
identifier_missing,dept_primary,62,0.6666666666666666,6
identifier_missing,dept_primary,63,1.0,3
identifier_missing,dept_primary,64,0.7777777777777778,18
identifier_missing,dept_primary,65,0.7777777777777778,9
identifier_missing,dept_primary,66,1.0,2
identifier_missing,dept_primary,67,0.75,4
identifier_missing,dept_primary,68,0.6666666666666666,3
identifier_missing,dept_primary,69,0.8051948051948052,77
identifier_missing,dept_primary,7,1.0,1
identifier_missing,dept_primary,70,1.0,5
identifier_missing,dept_primary,71,1.0,1
identifier_missing,dept_primary,72,0.6221776654171389,11471
identifier_missing,dept_primary,75,0.764525993883792,654
identifier_missing,dept_primary,76,0.6356589147286822,129
identifier_missing,dept_primary,77,0.8421052631578947,95
identifier_missing,dept_primary,78,0.7,20
identifier_missing,dept_primary,79,0.735812133072407,511
identifier_missing,dept_primary,8,0.6,5
identifier_missing,dept_primary,80,0.8,5
identifier_missing,dept_primary,83,0.7777777777777778,9
identifier_missing,dept_primary,85,0.7099477308553886,12053
identifier_missing,dept_primary,86,0.7847222222222222,144
identifier_missing,dept_primary,87,0.7142857142857143,7
identifier_missing,dept_primary,9,1.0,1
identifier_missing,dept_primary,91,0.6666666666666666,15
identifier_missing,dept_primary,92,0.6341463414634146,41
identifier_missing,dept_primary,93,0.7352941176470589,34
identifier_missing,dept_primary,94,0.6666666666666666,42
identifier_missing,dept_primary,95,0.7142857142857143,7
identifier_missing,dept_primary,971,1.0,1
identifier_missing,dept_primary,972,0.0,1
identifier_missing,dept_primary,973,0.3333333333333333,3
identifier_missing,dept_primary,974,1.0,4
identifier_missing,dept_primary,976,0.0,1
identifier_missing,dept_primary,986,1.0,1
identifier_missing,dept_primary,987,0.0,1
identifier_missing,dept_primary,988,0.75,4
identifier_missing,dept_primary,99,1.0,1
duration_missing,dept_primary,1,1.0,23
duration_missing,dept_primary,10,1.0,1
duration_missing,dept_primary,11,0.0,3
