pair_group,source_notice_id,target_notice_id,source_buyer_key,target_buyer_key,source_cpv_clean,target_cpv_clean,same_buyer_key,same_cpv_clean,same_cpv_division,word_tfidf_cosine,char_ngram_cosine,token_jaccard,key_term_overlap,source_objet_clean,target_objet_clean
hard_negative_candidate_pool,18-33735,19-25068,NAME:commune de reze,NAME:commune de reze,30213300,30230000,True,False,True,0.9429416768623726,0.6305501314445515,0.6666666666666666,0.3333333333333333,Numéro de la consultation : 2018TIC0014 Achat de micro-ordinateurs 2018,Numéro de la consultation : 2019TIC0005 Achat de micro ordinateurs 2019
hard_negative_candidate_pool,20-55549,24-121858,NAME:departement de la vendee,NAME:departement de la vendee,60600000,60651100,True,False,True,0.9428461182221174,0.9519786116259789,0.8888888888888888,0.3333333333333333,Location de navires à moteur de petite et grande capacité pour le départ du Vendée Globe 2020,Location de navires à moteur de petite et grande capacité pour le départ du Vendée Globe 2024
hard_negative_candidate_pool,18-100758,22-50747,SIRET:21440143200015,SIRET:21440143200015,09110000,09130000,True,False,True,0.9402136202980848,0.8832640291993421,0.8947368421052632,0.3333333333333333,Approvisionnement des véhicules municipaux en carburants pris à la pompe au moyen de cartes accréditives - 2018-2022,Approvisionnement des véhicules municipaux en carburants pris à la pompe au moyen de cartes accréditives 2022-2026
hard_negative_candidate_pool,18-141641,22-49996,SIRET:24720062900076,SIRET:24720062900076,66510000,66515000,True,False,True,0.9274549204677528,0.9979204121741456,0.9230769230769231,1.0,Souscription des contrats d'assurances pour la Communauté de communes Val de Sarthe,Souscription des contrats d'assurances pour la Communauté de communes du Val de Sarthe
hard_negative_candidate_pool,18-9167,21-65938,NAME:ville de laval,NAME:ville de laval,15894000,15500000,True,False,True,0.9201937819237703,0.8231012261296744,0.75,1.0,Fourniture de denrées alimentaires pour le groupement de commandes Ville de Laval et CCAS de Laval,Fourniture de denrées alimentaires pour le groupement de commandes Ville de Laval et C.C.A.S. de Laval
hard_negative_candidate_pool,17-96743,21-23355,SIRET:22850001300658,SIRET:22850001300658,31523200,31523000,True,False,True,0.9165769722760773,0.9047740188892767,0.8823529411764706,0.6666666666666666,"Réalisation et pose de totems, enseignes et plaques pour les bâtiments et sites départementaux","Réalisation et pose de totems, enseignes et plaques pour les bâtiments et sites départementaux (lot unique)"
hard_negative_candidate_pool,19-187787,20-153509,NAME:ville de saint-malo,NAME:ville de saint-malo,45000000,45212313,True,False,True,0.916099543100416,0.8219397962357695,0.875,1.0,Construction du Musée d'Histoire Maritime,Construction du Musée d'Histoire Maritime - Muséographie
hard_negative_candidate_pool,23-93872,23-142933,SIRET:21720264700012,SIRET:21720264700012,45262800,45431000,True,False,True,0.9152477862360471,0.9217056140672208,0.8260869565217391,0.5,La présente consultation concerne la réhabilitation et l'extension de la base nautique de canöe- kayak à Sablé sur Sarthe,La présente consultation concerne la réhabilitation et l'extension de la base nautique de canöe- kayak à Sablé sur Sarthe (Relance du lot 7)
hard_negative_candidate_pool,19-17575,22-49192,NAME:esat foyers,NAME:esat foyers,55321000,55300000,True,False,True,0.9028741878055196,0.9030226796848002,0.7857142857142857,0.8571428571428571,PREPARATION ET FOURNITURE DE REPAS EN LIAISON CHAUDE et FOURNITURES DE PRODUITS ALIMENTAIRES,PREPARATION ET FOURNITURE DE REPAS EN LIAISON CHAUDE ET FOURNITURES DE PRODUITS ALIMENTAIRES POUR DEUX ETABLISSEMENTS
hard_negative_candidate_pool,21-116315,23-95337,NAME:commune de sevremoine,NAME:commune de sevremoine,66512000,66510000,True,False,True,0.8902708559763163,0.8513964234232929,0.875,0.8571428571428571,La présente consultation a pour objet la souscription et la gestion de contrats d'assurances risques statutaires.,La présente consultation a pour objet la souscription et la gestion de contrats d'assurances
hard_negative_candidate_pool,17-154119,21-150799,NAME:ca saumur val de loire,NAME:ca saumur val de loire,90911000,90910000,True,False,True,0.8895124495190545,0.817116884375624,0.8125,0.6666666666666666,nettoyage des locaux de la communauté d'agglomération saumur val de loire dép 49,Nettoyage des bâtiments de la Communauté d'agglomération Saumur Val de Loire (dép 49)
hard_negative_candidate_pool,22-12758,23-106698,NAME:ville d angers,NAME:ville d angers,35811200,35321100,True,False,True,0.8849481905067833,0.83921395020902,0.6875,0.3333333333333333,acquisition des tenues et équipements pour la sécurité et la prévention,acquisition des tenues et équipements pour les agents de la sécurité et la prévention-lot 3
hard_negative_candidate_pool,17-43159,22-141716,NAME:cte de communes d erdre et gesvres,NAME:cte de communes d erdre et gesvres,90500000,90511000,True,False,True,0.8788697224972334,0.8767392243543091,0.8095238095238095,0.6666666666666666,"Collecte des déchets ménagers et assimilés (OMr, emballages, papiers, verre) de la Communauté de communes Erdre et Gevsres","Collecte des déchets ménagers et assimilés (OMR,emballages, papiers, verre) de la Communauté deCommunes Erdre et Gesvres"
hard_negative_candidate_pool,17-65156,23-50594,NAME:ville d orvault,NAME:ville d orvault,15894210,15894200,True,False,True,0.8720444124841435,0.8960638420694411,0.782608695652174,1.0,Fourniture et livraison de repas et goûters en liaison froide pour les enfants accueillis dans les structures petite enfance de la commune,Fourniture et livraison de repas et goûters en liaison froide pour les enfants accueillis en structures petite enfance de la Ville d'Orvault.
hard_negative_candidate_pool,21-114201,22-50930,NAME:commune de fontenay le comte,NAME:commune de fontenay le comte,15000000,15811100,True,False,True,0.8691040911615334,0.8172048427847425,0.7142857142857143,0.8571428571428571,Accord-cadre à bons de commande pour la fourniture de denrées alimentaires pour la ville de Fontenay-le-Comte,Avis d'attribution - Lot 26 'Pain' - Accord-cadre à bons de commande pour la fourniture de denrées alimentaires pour la ville de Fontenay-le-Comte
hard_negative_candidate_pool,17-154788,23-168765,NAME:com urbaine angers loire metropole,NAME:com urbaine angers loire metropole,60000000,60112000,True,False,True,0.868592959114443,0.8808871982619129,0.6,0.5,"délégation de service public transports urbains, suburbains de voyageurs et de voyageurs en situation de handicap",dsp transports urbains et suburbains de voyageurs et de voyageurs en situation de handicap
hard_negative_candidate_pool,20-69777,22-165434,SIRET:28490002400019,SIRET:28490002400019,66512000,66510000,True,False,True,0.8672837353326667,0.8385064591736318,0.8333333333333334,0.6666666666666666,Contrat d'assurance groupe risques statutaires réf : CDG-2021-01,Contrat d'assurance groupe risques statutaires réf : CDG-2022-01
hard_negative_candidate_pool,20-149353,22-126535,SIRET:28490002400019,SIRET:28490002400019,66512000,66510000,True,False,True,0.8672837353326667,0.8385064591736318,0.8333333333333334,0.6666666666666666,Contrat d'assurance groupe risques statutaires réf : CDG-2021-01,Contrat d'assurance groupe risques statutaires réf : CDG-2022-01
hard_negative_candidate_pool,15-168660,18-154937,NAME:cdc sud est du pays manceau,NAME:cdc sud est du pays manceau,45233140,45230000,True,False,True,0.8663161473901058,0.7589283388694001,0.7647058823529411,0.8,travaux d'aménagement et d'entretien de la voirie communale hors agglomération à Parigné L'Evêque,Travaux d'aménagement et entretien de la voirie communale hors agglomération
hard_negative_candidate_pool,19-32405,23-115897,NAME:conseil regional des pays de la loire,NAME:conseil regional des pays de la loire,35113430,35113440,True,False,True,0.8649173865532213,0.9138646128128411,0.6521739130434783,0.8,Conception et acquisition de gilets haute visibilité normalisés à destination des élèves empruntant le transport scolaire dans la Région des Pays de la Loire,Acquisition de gilets haute visibilité normalisés à destination des élèves empruntant le transport scolaire
hard_negative_candidate_pool,24-80746,25-3449,NAME:commune de saint jean d asse,NAME:commune de saint jean d asse,45213000,45200000,True,False,True,0.8623020590070518,0.8582837250683515,0.8235294117647058,0.8,Construction Des Locaux Techniques Avec Toiture Photovoltaique Sur La Commune De Saint Jean D'Assé,Construction des locaux techniques avec toiture photovoltaïque sur la commune de Saint Jean d'Assé
hard_negative_candidate_pool,19-21321,23-136768,SIRET:21440184600016,SIRET:21440184600016,34100000,34110000,True,False,True,0.8458419714569535,0.9000928069759704,0.8,1.0,18s0119 Acquisition de véhicules légers neufs ou d'occasion particulier et utilitaires,Acquisition de véhicules légers neufs ou d'occasion particuliers et utilitaires
hard_negative_candidate_pool,20-133586,24-101742,SIRET:79915633600015,SIRET:79915633600015,79211000,79211100,True,False,True,0.8301873862319391,0.8819385776283855,0.6666666666666666,1.0,Mission D'Expert Comptable,MISSION D'EXPERT COMPTABLE ET PAIE
hard_negative_candidate_pool,20-69892,22-85178,NAME:institut public ocens,NAME:institut public ocens,60130000,60120000,True,False,True,0.8299365731478505,0.778977174634518,0.625,1.0,TRANSPORT D'USAGERS AYANT UNE DEFICIENCE SENSORIELLE ET/OU DES TROUBLES ASSOCIES,Transport quotidien d'usagers ayant une déficience sensorielle et/ou des troubles associés
hard_negative_candidate_pool,16-97398,20-110741,NAME:cte de communes du pays des herbiers,NAME:cte de communes du pays des herbiers,09000000,09200000,True,False,True,0.8270169204656304,0.9352179797283113,0.8181818181818182,0.5,fourniture de produits pétroliers raffinés liquides - marché à bons de commande,marché de fourniture de produits pétroliers raffinés liquides
hard_negative_candidate_pool,25-69848,25-102531,NAME:territoire d energie loire-atlantique,NAME:territoire d energie loire-atlantique,45210000,45421130,True,False,True,0.8133894355818612,0.8298313038917179,0.7272727272727273,0.6,Marché public de travaux pour le réaménagement thermique et fonctionnel du siège social du Te44,Marché public de travaux de menuiseries intérieures dans le cadre du réaménagement thermique et fonctionnel du siège social du Te44
hard_negative_candidate_pool,20-21597,21-160123,NAME:ville d orvault,NAME:ville d orvault,71000000,71200000,True,False,True,0.8090721059859985,0.7265495691075434,0.7368421052631579,0.8,Concours de maîtrise d'oeuvre pour la construction d'un groupe scolaire et de salles associatives,Attribution du marché de maîtrise d'oeuvre pour la construction d'un groupe scolaire et de salles associatives à Orvault.
hard_negative_candidate_pool,18-12315,22-168956,NAME:comsopgn,NAME:comsopgn,38434000,38340000,True,False,True,0.8039192749885357,0.8277250523288862,0.6470588235294118,0.5,Acquisition d'appareils de mesures pour les sections des systèmes d'information de la sécurité intérieure,Acquisition d'appareils de mesures pour la sécurité intérieure
hard_negative_candidate_pool,18-43236,20-105430,NAME:commune de montoir de bretagne,NAME:commune de montoir de bretagne,45210000,45261210,True,False,True,0.8026205425593114,0.7827664766419423,0.5882352941176471,0.6666666666666666,Construction d'une salle de convivialité et d'un local de stockage,Numéro de la consultation : 2020 - TRX - 0003 Construction d'une salle de convivialité et d'un local de stockage
hard_negative_candidate_pool,17-95976,23-110080,NAME:gie sesam vitale,NAME:gie sesam vitale,90511100,90513200,True,False,True,0.7927673939887512,0.7789237195947233,0.75,0.5,"Identification, destruction et traitement écologique des cartes de l'Assurance Maladie","Identification, destruction et recyclage des cartes de l'assurance maladie"
hard_negative_candidate_pool,18-156928,20-101575,SIRET:22490001900015,SIRET:22490001900015,09123000,09310000,True,False,True,0.7903211328853111,0.8795515407574497,0.7619047619047619,0.6666666666666666,Fourniture de gaz naturel pour les services du Département de Maine-et-Loire et du Service départemental d'incendie et de secours (SDIS) de Maine-et-Loire,fourniture d'électricité / tarif c5 pour les services du département de maine-et-loire et du service départemental d'incendie et de secours (sdis) de maine-et-loire
hard_negative_candidate_pool,20-35883,22-111137,NAME:chu nantes,NAME:chu nantes,45215100,45112500,True,False,True,0.7893024514108962,0.854976923209083,0.6842105263157895,0.8,Marchés de travaux pour la construction d'un ensemble hospitalo-universitaire dit 'Projet Île de Nantes',Marché de terrassements préalables à la construction d'un ensemble hospitalo-universitaire dit 'Projet Île de Nantes'
hard_negative_candidate_pool,16-115075,16-118057,NAME:conseil general de loire-atlantique,NAME:conseil general de loire-atlantique,30230000,30200000,True,False,True,0.7849717662383516,0.8864816248283407,0.6666666666666666,1.0,Acquisition et mise en oeuvre autour des environnements numériques de travail au Département de Loire-Atlantique,Acquisition et mise en oeuvre autour des environnements numériques de travail dans les collèges de Loire-Atlantique
hard_negative_candidate_pool,15-166345,17-157694,NAME:carene,NAME:carene,24962000,24000000,True,False,True,0.7796659726043582,0.6584484442732849,0.4166666666666667,0.5,"Fourniture franco de produits chimiques franco de port pour la Carene, à Saint-Nazaire",17s0072 - fourniture franco de produits chimiques
hard_negative_candidate_pool,22-115264,22-115263,NAME:maison de retraite ehpad,NAME:maison de retraite ehpad,45000000,45421000,True,False,True,0.7794614754208791,0.7469780439943271,0.5833333333333334,0.5,Travaux de reconstruction de l'EHPAD de Montreuil Bellay,Travaux de reconstruction de l'EHPAD de Montreuil Bellay - LOT 7 MENUISERIES EXTERIEURES PVC
hard_negative_candidate_pool,21-163730,22-56714,NAME:maison de retraite ehpad,NAME:maison de retraite ehpad,45000000,45421000,True,False,True,0.7794614754208791,0.6157904811597997,0.5833333333333334,0.5,Travaux de reconstruction de l'EHPAD de Montreuil-Bellay,Travaux de reconstruction de l'EHPAD de Montreuil Bellay - LOT 7 MENUISERIES EXTERIEURES PVC
hard_negative_candidate_pool,15-121988,18-100066,NAME:ville de thouare-sur-loire,NAME:ville de thouare-sur-loire,55321000,55521200,True,False,True,0.7758024502778276,0.8444338029978629,0.8,0.9,"Fourniture de repas en liaison froide dans le cadre de la restauration scolaire, de l'alsh et du multi-accueil à Thouaré-Sur-Loire","MARCHE POUR LA FOURNITURE DE REPAS EN LIAISON FROIDE DANS LE CADRE DE LA RESTAURATION SCOLAIRE, DE L'ALSH ET DU MULTI-ACCUEIL DE LA VILLE DE THOUARE SUR LOIRE"
hard_negative_candidate_pool,16-4145,16-98872,NAME:saem vendee,NAME:saem vendee,92400000,92370000,True,False,True,0.7734145589698763,0.7781249560557507,0.7142857142857143,0.6666666666666666,relations presse du vendée globe 2016-2017 à La Roche sur Yon,Production audio du Vendée globe 2016-2017 à La Roche sur Yon
hard_negative_candidate_pool,17-174381,22-44091,NAME:cci nantes saint-nazaire,NAME:cci nantes saint-nazaire,50000000,50610000,True,False,True,0.7730889495912446,0.8248910489546969,0.8333333333333334,0.8,Marché pour l'entretien et la maintenance des systèmes de sûreté et de sécurité incendie de la CCI Nantes St-Nazaire et des entités partenaires,Marché pour l'entretien et la maintenance des systèmes de sûreté et d'incendie (SSI) de la CCI Nantes-st-Nazaire et ses entités partenaires
hard_negative_candidate_pool,17-111943,21-157949,NAME:ch le mans,NAME:ch le mans,22000000,22900000,True,False,True,0.7695755144650689,0.9288448041356607,0.7777777777777778,0.3333333333333333,GHT 72 - Réalisation et impression d'imprimés,Réalisation et Impression d'imprimés
hard_negative_candidate_pool,17-39248,21-157949,NAME:ch le mans,NAME:ch le mans,22000000,22900000,True,False,True,0.7695755144650689,0.9288448041356607,0.7777777777777778,0.3333333333333333,GHT 72 - Réalisation et impression d'imprimés,Réalisation et Impression d'imprimés
hard_negative_candidate_pool,19-55305,22-172054,NAME:cour d appel de poitiers,NAME:cour d appel de poitiers,50700000,50000000,True,False,True,0.7685076052846376,0.8034880313299603,0.7894736842105263,1.0,Marché de maintenance multitechnique et de gestion des énergies des bâtiments juridictions de la Cour d'Appel de Poitiers,Marchés de maintenance multitechnique et de gestion des énergies des bâtiments du ressort de la Cour d'Appel de Poitiers
hard_negative_candidate_pool,23-104307,24-46599,SIRET:20007272600017,SIRET:20007272600017,45111000,45212212,True,False,True,0.7626759307688503,0.820619884578571,0.7058823529411765,0.75,"Marché de travaux pour la réhabilitation, l'extension et la rénovation énergétique de la piscine Espace Dauphins","Réhabilitation, extension et rénovation énergétique de la piscine ESPACE DAUPHINS à CHATEAUBRIANT"
hard_negative_candidate_pool,18-48336,18-57086,SIRET:20003707500021,SIRET:20003707500021,45252126,45232150,True,False,True,0.7605081636998651,0.7415621109364023,0.4666666666666667,0.3333333333333333,Construction d'une usine de décarbonatation - déferrisation,Construction d'une usine de décarbonatation-déferrisation et d'infrastructures d'eau potable - Marche N° 4 : Canalisations
hard_negative_candidate_pool,19-36255,22-112226,SIRET:24720013200014,SIRET:24720013200014,77300000,77310000,True,False,True,0.7588933713067839,0.7022652037271513,0.5454545454545454,0.2857142857142857,"Moisson des plantes aquatiques du plan d'eau de la Gèmerie à Arnage - Année 2019 renouvelable en 2020, 2021 et 2022",Moisson des plantes aquatiques du plan d'eau de la Gèmerie
hard_negative_candidate_pool,25-142509,26-23947,NAME:mairie de reze,NAME:mairie de reze,15890000,15612500,True,False,True,0.7530250798292544,0.6802447475538939,0.6428571428571429,0.6666666666666666,Fournitures de denrées alimentaires pour la Ville de Rezé,Fournitures de denrées alimentaires pour la Ville de Rezé - Lot 13 BOULANGERIE ET PATISSERIE
hard_negative_candidate_pool,18-145958,23-48130,NAME:commune de l ile d yeu,NAME:commune de l ile d yeu,44113900,44113000,True,False,True,0.7527942070186096,0.8623995153961114,0.7777777777777778,0.6666666666666666,accord cadre de fourniture de matériaux de voirie,accord cadre à bons de commande de fourniture de matériaux de voirie
hard_negative_candidate_pool,18-59213,18-48336,SIRET:20003707500021,SIRET:20003707500021,45232152,45252126,True,False,True,0.7507389271274807,0.7985255042792733,0.5,0.3333333333333333,Construction d'une usine de décarbonatation - déferrisation et d'infrastructures d'eau potable - Marche 2 : Forages,Construction d'une usine de décarbonatation - déferrisation
hard_negative_candidate_pool,20-89219,22-111793,SIRET:21720154000010,SIRET:21720154000010,15893000,15800000,True,False,True,0.7484763830453446,0.7446201591264345,0.7142857142857143,0.5,Fourniture de denrées alimentaires,Fourniture de denrées alimentaires 2023-2024
hard_negative_candidate_pool,16-184284,17-33546,NAME:ville de coueron,NAME:ville de coueron,45214200,45421000,True,False,True,0.7403592535737522,0.7948644587830072,0.6818181818181818,0.75,travaux de construction d'un groupe scolaire dans la ZAC Ouest centre-ville de Couëron,marché de travaux pour la construction d'un groupe scolaire dans la zac ouest centre-ville de couëron - lot no7: menuiseries intérieures
hard_negative_candidate_pool,19-83359,23-29943,NAME:cmar pays de la loire,NAME:cmar pays de la loire,30195300,30192000,True,False,True,0.7352981814347321,0.7880646528373105,0.6666666666666666,0.75,"Fourniture de bureau, papier reprographie et consommables d'impression - CMAR PDL","FOURNITURE DE BUREAU, PAPIER REPROGRAPHIE ET CONSOMMALBES D'IMPRESSION"
hard_negative_candidate_pool,15-94550,16-86143,NAME:ville de saint-hilaire-de-riez,NAME:ville de saint-hilaire-de-riez,45000000,45223220,True,False,True,0.7330185766630027,0.7880878547638561,0.7142857142857143,0.75,mise en accessibilité aux personnes à mobilités réduite des établissements recevant du public de 1ère à la 4ème catégorie à Saint Hilaire De Riez,travaux de mise en accessibilité aux personnes à mobilité réduite des établissements recevant du public de la 5eme catégorie de la ville de saint-hilaire-de-riez
hard_negative_candidate_pool,18-148755,18-170532,NAME:ville - les ponts-de-ce,NAME:ville - les ponts-de-ce,66512000,66510000,True,False,True,0.7259525165905705,0.907014164151279,0.8,1.0,"services d'assurances pour le groupement de commandes constitue entre la commune, le ccas et le siemtp des ponts de ce","services d'assurances pour le groupement de commandes constitué entre la commune, le ccas et le siemtp des ponts de cé"
hard_negative_candidate_pool,16-18241,16-173653,NAME:groupement sofil aphelie,NAME:groupement sofil aphelie,71200000,71210000,True,False,True,0.7244318625609164,0.7679496235448717,0.7,0.75,Mission de maîtrise d'oeuvre pour la restructuration du lycée Pothier à Orléns,mission de maîtrise d'oeuvre pour la restructuration du bâtiment c du lycée pothier à orléans (45)
hard_negative_candidate_pool,19-96021,23-65322,NAME:cte de communes d erdre et gesvres,NAME:cte de communes d erdre et gesvres,79993100,79993000,True,False,True,0.7232893374588358,0.6996352509015754,0.6153846153846154,0.6666666666666666,GESTION DES AIRES D'ACCUEIL DES GENS DU VOYAGE,"Gestion financière, technique et sociale des aires d'accueil des gens du voyage"
hard_negative_candidate_pool,24-84895,25-31005,SIRET:21440109300015,SIRET:21440109300015,15131400,15811100,True,False,True,0.7218104790414283,0.663552139515923,0.5925925925925926,0.5,Fourniture de denrées et plats cuisinés pour le Service Municipal de la Restauration de la Ville de Nantes - Reconsultation du lot 6 : rôtis de porc cuits bio réfrigérés,Fourniture de denrées alimentaires et plats cuisinés pour le Service Municipal de la Restauration de la ville de Nantes
hard_negative_candidate_pool,18-38747,24-11800,SIRET:21720181300011,SIRET:21720181300011,75200000,75310000,True,False,True,0.7191103200225161,0.8026671042609822,0.5,0.75,Accord cadre relatif à la logistique dans le cadre des manifestations évènementielles organisées par la Ville du Mans - un an - renouvelable 3 fois,Accord cadre relatif à la logistique dans le cadre des manifestations évènementielles
hard_negative_candidate_pool,19-50813,23-81081,NAME:commune les sables d olonne,NAME:commune les sables d olonne,15110000,15500000,True,False,True,0.7157405518885799,0.8699433550589527,0.8888888888888888,0.6666666666666666,fourniture de denrées pour la restauration collective,Fourniture de denrées alimentaires pour la restauration collective
hard_negative_candidate_pool,15-186789,23-157952,SIRET:21720154000010,SIRET:21720154000010,09134200,09134000,True,False,True,0.7041140886009111,0.7208204931874712,0.5714285714285714,0.6666666666666666,Fourniture et livraison de carburant à la station service des ateliers municipaux à La Fleche,Fourniture De Carbuirant Pour La Station Service Des Ateliers Municipaux
hard_negative_candidate_pool,16-63641,19-75590,NAME:iphv les hauts thebaudieres,NAME:iphv les hauts thebaudieres,60100000,60130000,True,False,True,0.701487477100598,0.8341386817011585,0.4782608695652174,1.0,Appel d'Offre Ouvert : Transport quotidien et hebdomadaire d'usagers deficients visuels et/ou présentant des handicaps associés,AC-AOO 1840 : TRANSPORT QUOTIDIEN ET HEBDOMADAIRE D'USAGERS DEFICIENTS VISUELS ET/OU PRESENTANT DES HANDICAPS ASSOCIES
hard_negative_candidate_pool,23-103610,23-111142,NAME:vendee,NAME:vendee,44212320,44211100,True,False,True,0.701124871621792,0.8122874054957323,0.8181818181818182,1.0,Fourniture de structures pour le Vendée Globe 2024-2025,Fourniture de modulaires pour le Vendée Globe 2024-2025
hard_negative_candidate_pool,16-7541,25-91836,SIRET:25490130900032,SIRET:25490130900032,45231000,45317000,True,False,True,0.7006978258020978,0.6520425944585853,0.47058823529411764,0.3333333333333333,Travaux de réseaux électriques et d'équipements 2016 pour le compte du S.I. d'énergies à Angers,Travaux de réseaux électriques et d'équipements
