stratum_dim,stratum_value,flag_a,flag_b,joint_rate,n
publication_year,2019,duration_missing,award_link_unresolved,0.644024700326916,7827
publication_year,2020,duration_missing,award_link_unresolved,0.6371019448600128,7057
publication_year,2021,duration_missing,award_link_unresolved,0.6426724995028833,7378
publication_year,2022,duration_missing,award_link_unresolved,0.618683901292597,7712
publication_year,2023,duration_missing,award_link_unresolved,0.7279708197350739,8091
publication_year,2024,duration_missing,award_link_unresolved,0.26578699340245054,7547
publication_year,2025,duration_missing,award_link_unresolved,0.20317344519423672,7810
publication_year,2026,duration_missing,award_link_unresolved,0.17467948717948717,3723
publication_year,2015,text_weak_or_missing,award_link_unresolved,0.04264099037138927,6144
publication_year,2016,text_weak_or_missing,award_link_unresolved,0.06374823481944725,6982
publication_year,2017,text_weak_or_missing,award_link_unresolved,0.08394522722762453,7176
publication_year,2018,text_weak_or_missing,award_link_unresolved,0.07088459285295841,7176
publication_year,2019,text_weak_or_missing,award_link_unresolved,0.05938975662913186,7827
publication_year,2020,text_weak_or_missing,award_link_unresolved,0.06048300918999786,7057
publication_year,2021,text_weak_or_missing,award_link_unresolved,0.055478226287532316,7378
publication_year,2022,text_weak_or_missing,award_link_unresolved,0.07500979240109674,7712
publication_year,2023,text_weak_or_missing,award_link_unresolved,0.08715684392397773,8091
publication_year,2024,text_weak_or_missing,award_link_unresolved,0.06314797360980208,7547
publication_year,2025,text_weak_or_missing,award_link_unresolved,0.08553711471821995,7810
publication_year,2026,text_weak_or_missing,award_link_unresolved,0.10216346153846154,3723
schema_family,EFORMS,siret_or_siren_missing,cpv_missing_or_generic,0.0027148474068526495,10682
schema_family,LEGACY,siret_or_siren_missing,cpv_missing_or_generic,0.24019150403700248,73941
schema_family,EFORMS,siret_or_siren_missing,duration_missing,0.062441490357610936,10682
schema_family,LEGACY,siret_or_siren_missing,duration_missing,0.7484886598774698,73941
schema_family,EFORMS,siret_or_siren_missing,text_weak_or_missing,0.017880546714098482,10682
schema_family,LEGACY,siret_or_siren_missing,text_weak_or_missing,0.08363424892819951,73941
schema_family,EFORMS,siret_or_siren_missing,award_link_unresolved,0.09822606655915556,10682
schema_family,LEGACY,siret_or_siren_missing,award_link_unresolved,0.5840570418293797,73941
schema_family,EFORMS,cpv_missing_or_generic,duration_missing,0.027522935779816515,10682
schema_family,LEGACY,cpv_missing_or_generic,duration_missing,0.24073247589294167,73941
schema_family,EFORMS,cpv_missing_or_generic,text_weak_or_missing,0.00655307994757536,10682
schema_family,LEGACY,cpv_missing_or_generic,text_weak_or_missing,0.02583140612109655,73941
schema_family,EFORMS,cpv_missing_or_generic,award_link_unresolved,0.056296730684650347,10682
schema_family,LEGACY,cpv_missing_or_generic,award_link_unresolved,0.2532299741602067,73941
schema_family,EFORMS,duration_missing,text_weak_or_missing,0.02621231979030144,10682
schema_family,LEGACY,duration_missing,text_weak_or_missing,0.09905194682246656,73941
schema_family,EFORMS,duration_missing,award_link_unresolved,0.07491570151004251,10682
schema_family,LEGACY,duration_missing,award_link_unresolved,0.6203687513357036,73941
schema_family,EFORMS,text_weak_or_missing,award_link_unresolved,0.07139715584225187,10682
schema_family,LEGACY,text_weak_or_missing,award_link_unresolved,0.0696702997804589,73941
dept_primary,1,siret_or_siren_missing,cpv_missing_or_generic,0.0,23
dept_primary,10,siret_or_siren_missing,cpv_missing_or_generic,0.0,1
dept_primary,11,siret_or_siren_missing,cpv_missing_or_generic,0.6666666666666666,3
dept_primary,12,siret_or_siren_missing,cpv_missing_or_generic,0.0,1
dept_primary,13,siret_or_siren_missing,cpv_missing_or_generic,0.13157894736842105,38
dept_primary,14,siret_or_siren_missing,cpv_missing_or_generic,0.3163265306122449,196
dept_primary,16,siret_or_siren_missing,cpv_missing_or_generic,0.3902439024390244,82
dept_primary,17,siret_or_siren_missing,cpv_missing_or_generic,0.3176895306859206,554
dept_primary,18,siret_or_siren_missing,cpv_missing_or_generic,0.20408163265306123,49
dept_primary,19,siret_or_siren_missing,cpv_missing_or_generic,0.10714285714285714,28
dept_primary,2,siret_or_siren_missing,cpv_missing_or_generic,0.6666666666666666,3
dept_primary,20A,siret_or_siren_missing,cpv_missing_or_generic,0.0,1
dept_primary,21,siret_or_siren_missing,cpv_missing_or_generic,0.1111111111111111,9
dept_primary,22,siret_or_siren_missing,cpv_missing_or_generic,0.22821576763485477,482
dept_primary,23,siret_or_siren_missing,cpv_missing_or_generic,0.0,2
dept_primary,24,siret_or_siren_missing,cpv_missing_or_generic,0.6,5
dept_primary,26,siret_or_siren_missing,cpv_missing_or_generic,0.3333333333333333,3
dept_primary,27,siret_or_siren_missing,cpv_missing_or_generic,0.35,20
dept_primary,28,siret_or_siren_missing,cpv_missing_or_generic,0.39037433155080214,187
dept_primary,29,siret_or_siren_missing,cpv_missing_or_generic,0.29390018484288355,541
dept_primary,3,siret_or_siren_missing,cpv_missing_or_generic,0.0,4
dept_primary,31,siret_or_siren_missing,cpv_missing_or_generic,0.17857142857142858,28
dept_primary,33,siret_or_siren_missing,cpv_missing_or_generic,0.26666666666666666,75
dept_primary,34,siret_or_siren_missing,cpv_missing_or_generic,0.13333333333333333,15
dept_primary,35,siret_or_siren_missing,cpv_missing_or_generic,0.20204262877442272,2252
dept_primary,36,siret_or_siren_missing,cpv_missing_or_generic,0.35,40
dept_primary,37,siret_or_siren_missing,cpv_missing_or_generic,0.26914660831509846,457
dept_primary,38,siret_or_siren_missing,cpv_missing_or_generic,0.09090909090909091,11
dept_primary,4,siret_or_siren_missing,cpv_missing_or_generic,0.0,2
dept_primary,40,siret_or_siren_missing,cpv_missing_or_generic,0.14285714285714285,7
dept_primary,41,siret_or_siren_missing,cpv_missing_or_generic,0.35294117647058826,85
dept_primary,42,siret_or_siren_missing,cpv_missing_or_generic,0.0,2
dept_primary,43,siret_or_siren_missing,cpv_missing_or_generic,0.0,1
dept_primary,44,siret_or_siren_missing,cpv_missing_or_generic,0.22001728196418463,33561
dept_primary,45,siret_or_siren_missing,cpv_missing_or_generic,0.1875,160
dept_primary,46,siret_or_siren_missing,cpv_missing_or_generic,1.0,1
dept_primary,47,siret_or_siren_missing,cpv_missing_or_generic,0.5,2
dept_primary,49,siret_or_siren_missing,cpv_missing_or_generic,0.25612065467333966,14786
dept_primary,5,siret_or_siren_missing,cpv_missing_or_generic,0.3333333333333333,3
dept_primary,50,siret_or_siren_missing,cpv_missing_or_generic,0.39325842696629215,89
dept_primary,51,siret_or_siren_missing,cpv_missing_or_generic,0.2,5
dept_primary,52,siret_or_siren_missing,cpv_missing_or_generic,0.0,1
dept_primary,53,siret_or_siren_missing,cpv_missing_or_generic,0.22326732673267327,4040
dept_primary,54,siret_or_siren_missing,cpv_missing_or_generic,0.16666666666666666,6
dept_primary,56,siret_or_siren_missing,cpv_missing_or_generic,0.4532627865961199,567
dept_primary,57,siret_or_siren_missing,cpv_missing_or_generic,0.019230769230769232,52
dept_primary,59,siret_or_siren_missing,cpv_missing_or_generic,0.12903225806451613,31
dept_primary,6,siret_or_siren_missing,cpv_missing_or_generic,0.3333333333333333,30
dept_primary,60,siret_or_siren_missing,cpv_missing_or_generic,0.08333333333333333,12
dept_primary,61,siret_or_siren_missing,cpv_missing_or_generic,0.25697503671071953,681
dept_primary,62,siret_or_siren_missing,cpv_missing_or_generic,0.16666666666666666,6
dept_primary,63,siret_or_siren_missing,cpv_missing_or_generic,1.0,3
dept_primary,64,siret_or_siren_missing,cpv_missing_or_generic,0.3333333333333333,18
dept_primary,65,siret_or_siren_missing,cpv_missing_or_generic,0.0,9
dept_primary,66,siret_or_siren_missing,cpv_missing_or_generic,0.5,2
dept_primary,67,siret_or_siren_missing,cpv_missing_or_generic,0.5,4
dept_primary,68,siret_or_siren_missing,cpv_missing_or_generic,0.0,3
dept_primary,69,siret_or_siren_missing,cpv_missing_or_generic,0.3116883116883117,77
dept_primary,7,siret_or_siren_missing,cpv_missing_or_generic,0.0,1
dept_primary,70,siret_or_siren_missing,cpv_missing_or_generic,0.0,5
dept_primary,71,siret_or_siren_missing,cpv_missing_or_generic,1.0,1
dept_primary,72,siret_or_siren_missing,cpv_missing_or_generic,0.11733937756080551,11471
dept_primary,75,siret_or_siren_missing,cpv_missing_or_generic,0.1559633027522936,654
dept_primary,76,siret_or_siren_missing,cpv_missing_or_generic,0.1937984496124031,129
dept_primary,77,siret_or_siren_missing,cpv_missing_or_generic,0.3894736842105263,95
dept_primary,78,siret_or_siren_missing,cpv_missing_or_generic,0.1,20
dept_primary,79,siret_or_siren_missing,cpv_missing_or_generic,0.23874755381604695,511
dept_primary,8,siret_or_siren_missing,cpv_missing_or_generic,0.0,5
dept_primary,80,siret_or_siren_missing,cpv_missing_or_generic,0.0,5
dept_primary,83,siret_or_siren_missing,cpv_missing_or_generic,0.1111111111111111,9
dept_primary,85,siret_or_siren_missing,cpv_missing_or_generic,0.17862772753671285,12053
dept_primary,86,siret_or_siren_missing,cpv_missing_or_generic,0.2777777777777778,144
dept_primary,87,siret_or_siren_missing,cpv_missing_or_generic,0.0,7
dept_primary,9,siret_or_siren_missing,cpv_missing_or_generic,1.0,1
dept_primary,91,siret_or_siren_missing,cpv_missing_or_generic,0.3333333333333333,15
dept_primary,92,siret_or_siren_missing,cpv_missing_or_generic,0.1951219512195122,41
dept_primary,93,siret_or_siren_missing,cpv_missing_or_generic,0.2647058823529412,34
dept_primary,94,siret_or_siren_missing,cpv_missing_or_generic,0.16666666666666666,42
dept_primary,95,siret_or_siren_missing,cpv_missing_or_generic,0.0,7
dept_primary,971,siret_or_siren_missing,cpv_missing_or_generic,1.0,1
dept_primary,972,siret_or_siren_missing,cpv_missing_or_generic,0.0,1
dept_primary,973,siret_or_siren_missing,cpv_missing_or_generic,0.0,3
dept_primary,974,siret_or_siren_missing,cpv_missing_or_generic,0.25,4
dept_primary,976,siret_or_siren_missing,cpv_missing_or_generic,0.0,1
dept_primary,986,siret_or_siren_missing,cpv_missing_or_generic,0.0,1
dept_primary,987,siret_or_siren_missing,cpv_missing_or_generic,0.0,1
dept_primary,988,siret_or_siren_missing,cpv_missing_or_generic,0.5,4
dept_primary,99,siret_or_siren_missing,cpv_missing_or_generic,1.0,1
dept_primary,1,siret_or_siren_missing,duration_missing,0.8695652173913043,23
dept_primary,10,siret_or_siren_missing,duration_missing,0.0,1
dept_primary,11,siret_or_siren_missing,duration_missing,0.0,3
dept_primary,12,siret_or_siren_missing,duration_missing,1.0,1
dept_primary,13,siret_or_siren_missing,duration_missing,0.47368421052631576,38
dept_primary,14,siret_or_siren_missing,duration_missing,0.5357142857142857,196
dept_primary,16,siret_or_siren_missing,duration_missing,0.524390243902439,82
dept_primary,17,siret_or_siren_missing,duration_missing,0.7129963898916968,554
dept_primary,18,siret_or_siren_missing,duration_missing,0.4897959183673469,49
dept_primary,19,siret_or_siren_missing,duration_missing,0.6785714285714286,28
dept_primary,2,siret_or_siren_missing,duration_missing,0.6666666666666666,3
dept_primary,20A,siret_or_siren_missing,duration_missing,1.0,1
dept_primary,21,siret_or_siren_missing,duration_missing,0.3333333333333333,9
dept_primary,22,siret_or_siren_missing,duration_missing,0.5954356846473029,482
dept_primary,23,siret_or_siren_missing,duration_missing,0.0,2
dept_primary,24,siret_or_siren_missing,duration_missing,0.8,5
dept_primary,26,siret_or_siren_missing,duration_missing,0.3333333333333333,3
dept_primary,27,siret_or_siren_missing,duration_missing,0.35,20
dept_primary,28,siret_or_siren_missing,duration_missing,0.7058823529411765,187
dept_primary,29,siret_or_siren_missing,duration_missing,0.6839186691312384,541
dept_primary,3,siret_or_siren_missing,duration_missing,0.25,4
dept_primary,31,siret_or_siren_missing,duration_missing,0.6785714285714286,28
dept_primary,33,siret_or_siren_missing,duration_missing,0.7733333333333333,75
dept_primary,34,siret_or_siren_missing,duration_missing,0.6666666666666666,15
dept_primary,35,siret_or_siren_missing,duration_missing,0.6651865008880995,2252
dept_primary,36,siret_or_siren_missing,duration_missing,0.775,40
dept_primary,37,siret_or_siren_missing,duration_missing,0.6586433260393874,457
dept_primary,38,siret_or_siren_missing,duration_missing,0.18181818181818182,11
dept_primary,4,siret_or_siren_missing,duration_missing,0.5,2
dept_primary,40,siret_or_siren_missing,duration_missing,0.7142857142857143,7
dept_primary,41,siret_or_siren_missing,duration_missing,0.5882352941176471,85
dept_primary,42,siret_or_siren_missing,duration_missing,0.0,2
dept_primary,43,siret_or_siren_missing,duration_missing,0.0,1
dept_primary,44,siret_or_siren_missing,duration_missing,0.7013497809957987,33561
dept_primary,45,siret_or_siren_missing,duration_missing,0.54375,160
dept_primary,46,siret_or_siren_missing,duration_missing,1.0,1
dept_primary,47,siret_or_siren_missing,duration_missing,0.5,2
dept_primary,49,siret_or_siren_missing,duration_missing,0.6952522656567023,14786
dept_primary,5,siret_or_siren_missing,duration_missing,0.3333333333333333,3
dept_primary,50,siret_or_siren_missing,duration_missing,0.6179775280898876,89
dept_primary,51,siret_or_siren_missing,duration_missing,0.6,5
dept_primary,52,siret_or_siren_missing,duration_missing,0.0,1
dept_primary,53,siret_or_siren_missing,duration_missing,0.6165841584158416,4040
dept_primary,54,siret_or_siren_missing,duration_missing,0.5,6
dept_primary,56,siret_or_siren_missing,duration_missing,0.7918871252204586,567
dept_primary,57,siret_or_siren_missing,duration_missing,0.34615384615384615,52
dept_primary,59,siret_or_siren_missing,duration_missing,0.8387096774193549,31
dept_primary,6,siret_or_siren_missing,duration_missing,0.8333333333333334,30
dept_primary,60,siret_or_siren_missing,duration_missing,0.5,12
dept_primary,61,siret_or_siren_missing,duration_missing,0.5580029368575624,681
dept_primary,62,siret_or_siren_missing,duration_missing,0.5,6
dept_primary,63,siret_or_siren_missing,duration_missing,1.0,3
dept_primary,64,siret_or_siren_missing,duration_missing,0.7222222222222222,18
dept_primary,65,siret_or_siren_missing,duration_missing,0.7777777777777778,9
dept_primary,66,siret_or_siren_missing,duration_missing,0.5,2
dept_primary,67,siret_or_siren_missing,duration_missing,0.75,4
dept_primary,68,siret_or_siren_missing,duration_missing,0.0,3
dept_primary,69,siret_or_siren_missing,duration_missing,0.6623376623376623,77
dept_primary,7,siret_or_siren_missing,duration_missing,1.0,1
dept_primary,70,siret_or_siren_missing,duration_missing,1.0,5
dept_primary,71,siret_or_siren_missing,duration_missing,1.0,1
dept_primary,72,siret_or_siren_missing,duration_missing,0.5198326213930782,11471
dept_primary,75,siret_or_siren_missing,duration_missing,0.7339449541284404,654
dept_primary,76,siret_or_siren_missing,duration_missing,0.5891472868217055,129
dept_primary,77,siret_or_siren_missing,duration_missing,0.8210526315789474,95
dept_primary,78,siret_or_siren_missing,duration_missing,0.7,20
dept_primary,79,siret_or_siren_missing,duration_missing,0.7025440313111546,511
dept_primary,8,siret_or_siren_missing,duration_missing,0.6,5
dept_primary,80,siret_or_siren_missing,duration_missing,0.8,5
dept_primary,83,siret_or_siren_missing,duration_missing,0.6666666666666666,9
dept_primary,85,siret_or_siren_missing,duration_missing,0.6606653945075914,12053
dept_primary,86,siret_or_siren_missing,duration_missing,0.7083333333333334,144
dept_primary,87,siret_or_siren_missing,duration_missing,0.7142857142857143,7
dept_primary,9,siret_or_siren_missing,duration_missing,1.0,1
dept_primary,91,siret_or_siren_missing,duration_missing,0.6666666666666666,15
dept_primary,92,siret_or_siren_missing,duration_missing,0.5365853658536586,41
dept_primary,93,siret_or_siren_missing,duration_missing,0.6764705882352942,34
dept_primary,94,siret_or_siren_missing,duration_missing,0.6428571428571429,42
dept_primary,95,siret_or_siren_missing,duration_missing,0.5714285714285714,7
dept_primary,971,siret_or_siren_missing,duration_missing,1.0,1
dept_primary,972,siret_or_siren_missing,duration_missing,0.0,1
dept_primary,973,siret_or_siren_missing,duration_missing,0.3333333333333333,3
dept_primary,974,siret_or_siren_missing,duration_missing,1.0,4
dept_primary,976,siret_or_siren_missing,duration_missing,0.0,1
dept_primary,986,siret_or_siren_missing,duration_missing,1.0,1
dept_primary,987,siret_or_siren_missing,duration_missing,0.0,1
dept_primary,988,siret_or_siren_missing,duration_missing,0.75,4
dept_primary,99,siret_or_siren_missing,duration_missing,1.0,1
dept_primary,1,siret_or_siren_missing,text_weak_or_missing,0.30434782608695654,23
dept_primary,10,siret_or_siren_missing,text_weak_or_missing,0.0,1
dept_primary,11,siret_or_siren_missing,text_weak_or_missing,0.0,3
dept_primary,12,siret_or_siren_missing,text_weak_or_missing,1.0,1
dept_primary,13,siret_or_siren_missing,text_weak_or_missing,0.10526315789473684,38
dept_primary,14,siret_or_siren_missing,text_weak_or_missing,0.05102040816326531,196
dept_primary,16,siret_or_siren_missing,text_weak_or_missing,0.036585365853658534,82
dept_primary,17,siret_or_siren_missing,text_weak_or_missing,0.13898916967509026,554
dept_primary,18,siret_or_siren_missing,text_weak_or_missing,0.14285714285714285,49
dept_primary,19,siret_or_siren_missing,text_weak_or_missing,0.35714285714285715,28
dept_primary,2,siret_or_siren_missing,text_weak_or_missing,0.3333333333333333,3
dept_primary,20A,siret_or_siren_missing,text_weak_or_missing,0.0,1
dept_primary,21,siret_or_siren_missing,text_weak_or_missing,0.0,9
dept_primary,22,siret_or_siren_missing,text_weak_or_missing,0.13485477178423236,482
dept_primary,23,siret_or_siren_missing,text_weak_or_missing,0.0,2
dept_primary,24,siret_or_siren_missing,text_weak_or_missing,0.0,5
dept_primary,26,siret_or_siren_missing,text_weak_or_missing,0.0,3
dept_primary,27,siret_or_siren_missing,text_weak_or_missing,0.2,20
dept_primary,28,siret_or_siren_missing,text_weak_or_missing,0.0962566844919786,187
dept_primary,29,siret_or_siren_missing,text_weak_or_missing,0.051756007393715345,541
dept_primary,3,siret_or_siren_missing,text_weak_or_missing,0.25,4
dept_primary,31,siret_or_siren_missing,text_weak_or_missing,0.03571428571428571,28
dept_primary,33,siret_or_siren_missing,text_weak_or_missing,0.06666666666666667,75
dept_primary,34,siret_or_siren_missing,text_weak_or_missing,0.2,15
dept_primary,35,siret_or_siren_missing,text_weak_or_missing,0.06882770870337478,2252
dept_primary,36,siret_or_siren_missing,text_weak_or_missing,0.175,40
dept_primary,37,siret_or_siren_missing,text_weak_or_missing,0.0437636761487965,457
dept_primary,38,siret_or_siren_missing,text_weak_or_missing,0.0,11
dept_primary,4,siret_or_siren_missing,text_weak_or_missing,0.5,2
dept_primary,40,siret_or_siren_missing,text_weak_or_missing,0.0,7
dept_primary,41,siret_or_siren_missing,text_weak_or_missing,0.10588235294117647,85
dept_primary,42,siret_or_siren_missing,text_weak_or_missing,0.0,2
dept_primary,43,siret_or_siren_missing,text_weak_or_missing,0.0,1
dept_primary,44,siret_or_siren_missing,text_weak_or_missing,0.07288221447513483,33561
dept_primary,45,siret_or_siren_missing,text_weak_or_missing,0.01875,160
dept_primary,46,siret_or_siren_missing,text_weak_or_missing,0.0,1
dept_primary,47,siret_or_siren_missing,text_weak_or_missing,0.0,2
dept_primary,49,siret_or_siren_missing,text_weak_or_missing,0.07797916948464764,14786
dept_primary,5,siret_or_siren_missing,text_weak_or_missing,0.3333333333333333,3
dept_primary,50,siret_or_siren_missing,text_weak_or_missing,0.0449438202247191,89
dept_primary,51,siret_or_siren_missing,text_weak_or_missing,0.0,5
dept_primary,52,siret_or_siren_missing,text_weak_or_missing,0.0,1
dept_primary,53,siret_or_siren_missing,text_weak_or_missing,0.055445544554455446,4040
dept_primary,54,siret_or_siren_missing,text_weak_or_missing,0.3333333333333333,6
dept_primary,56,siret_or_siren_missing,text_weak_or_missing,0.07231040564373897,567
dept_primary,57,siret_or_siren_missing,text_weak_or_missing,0.0,52
dept_primary,59,siret_or_siren_missing,text_weak_or_missing,0.0,31
dept_primary,6,siret_or_siren_missing,text_weak_or_missing,0.16666666666666666,30
dept_primary,60,siret_or_siren_missing,text_weak_or_missing,0.0,12
dept_primary,61,siret_or_siren_missing,text_weak_or_missing,0.033773861967694566,681
