nom_acheteur,site_profil_acheteur,site_proposition,date_dernier_avis,dernier_site_en_date,profile_row_id,profile_buyer_name_raw,profile_buyer_name_normalized,date_dernier_avis_parsed,dernier_site_en_date_bool,profile_raw_value,profile_domain_normalized,profile_registered_domain,profile_subdomain,profile_url_valid,profile_is_email,profile_has_multiple_values,profile_normalization_status,profile_normalization_warning,participation_raw_value,participation_domain_normalized,participation_registered_domain,participation_subdomain,participation_url_valid,participation_is_email,participation_has_multiple_values,participation_normalization_status,participation_normalization_warning
Grenoble Alpes Métropole,agysoft.marches-publics.info,,2019-03-21,1,11777,Grenoble Alpes Métropole,grenoble alpes metropole,2019-03-21,True,agysoft.marches-publics.info,agysoft.marches-publics.info,marches-publics.info,agysoft,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
Grenoble Alpes Métropole,www.agysoft.marches-publics.info,,2018-07-19,0,11778,Grenoble Alpes Métropole,grenoble alpes metropole,2018-07-19,False,www.agysoft.marches-publics.info,agysoft.marches-publics.info,marches-publics.info,agysoft,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
Grenoble Alpes Métropole,agysoft.marches.publics.info,agysoft.marches-publics.info,2018-04-26,0,11779,Grenoble Alpes Métropole,grenoble alpes metropole,2018-04-26,False,agysoft.marches.publics.info,agysoft.marches.publics.info,publics.info,agysoft.marches,True,False,False,OK_WITH_WARNING,missing_protocol,agysoft.marches-publics.info,agysoft.marches-publics.info,marches-publics.info,agysoft,True,False,False,OK_WITH_WARNING,missing_protocol
Grenoble Alpes Métropole,lametro.marcoweb.fr,,2018-01-30,0,11780,Grenoble Alpes Métropole,grenoble alpes metropole,2018-01-30,False,lametro.marcoweb.fr,lametro.marcoweb.fr,marcoweb.fr,lametro,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
Grenoble Alpes Métropole,www.lametro.marco-web.fr,,2017-12-03,0,11781,Grenoble Alpes Métropole,grenoble alpes metropole,2017-12-03,False,www.lametro.marco-web.fr,lametro.marco-web.fr,marco-web.fr,lametro,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
Grenoble Alpes Métropole,www.lametro.marcoweb.fr,,2017-10-27,0,11782,Grenoble Alpes Métropole,grenoble alpes metropole,2017-10-27,False,www.lametro.marcoweb.fr,lametro.marcoweb.fr,marcoweb.fr,lametro,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
Grenoble Alpes Métropole,lametromarcoweb.fr,lametromarcoweb.fr,2015-09-22,0,11783,Grenoble Alpes Métropole,grenoble alpes metropole,2015-09-22,False,lametromarcoweb.fr,lametromarcoweb.fr,lametromarcoweb.fr,,True,False,False,OK_WITH_WARNING,missing_protocol,lametromarcoweb.fr,lametromarcoweb.fr,lametromarcoweb.fr,,True,False,False,OK_WITH_WARNING,missing_protocol
Groupe ESC CLERMONT,www.marches-publics.gouv.fr,,2019-04-19,1,11784,Groupe ESC CLERMONT,groupe esc clermont,2019-04-19,True,www.marches-publics.gouv.fr,marches-publics.gouv.fr,marches-publics.gouv.fr,,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
Groupe ESC Toulouse,marches-publics.gouv.fr,,2016-03-30,1,11785,Groupe ESC Toulouse,groupe esc toulouse,2016-03-30,True,marches-publics.gouv.fr,marches-publics.gouv.fr,marches-publics.gouv.fr,,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
Groupe Hospitalier Bretagne Sud,www.marches-publics.gouv.fr,,2020-10-01,1,11786,Groupe Hospitalier Bretagne Sud,groupe hospitalier bretagne sud,2020-10-01,True,www.marches-publics.gouv.fr,marches-publics.gouv.fr,marches-publics.gouv.fr,,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
Groupe Hospitalier Bretagne Sud,www.achat-hopital.com,,2020-03-12,0,11787,Groupe Hospitalier Bretagne Sud,groupe hospitalier bretagne sud,2020-03-12,False,www.achat-hopital.com,achat-hopital.com,achat-hopital.com,,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
Groupe Hospitalier Bretagne Sud,www.chbs.fr,,2019-07-19,0,11788,Groupe Hospitalier Bretagne Sud,groupe hospitalier bretagne sud,2019-07-19,False,www.chbs.fr,chbs.fr,chbs.fr,,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
Groupe Hospitalier Est Réunion,www.achatpublic.com,,2017-04-12,1,11789,Groupe Hospitalier Est Réunion,groupe hospitalier est reunion,2017-04-12,True,www.achatpublic.com,achatpublic.com,achatpublic.com,,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
Groupe Hospitalier HUPIFO,www.marches-publics.gouv.fr,,2018-02-23,1,11790,Groupe Hospitalier HUPIFO,groupe hospitalier hupifo,2018-02-23,True,www.marches-publics.gouv.fr,marches-publics.gouv.fr,marches-publics.gouv.fr,,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
Groupe Hospitalier Nord Vienne,www.achatpublic.com,,2018-04-05,1,11791,Groupe Hospitalier Nord Vienne,groupe hospitalier nord vienne,2018-04-05,True,www.achatpublic.com,achatpublic.com,achatpublic.com,,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
Groupe Hospitalier Nord Vienne,achatpublic.com,,2017-09-14,0,11792,Groupe Hospitalier Nord Vienne,groupe hospitalier nord vienne,2017-09-14,False,achatpublic.com,achatpublic.com,achatpublic.com,,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
Groupe Hospitalier Nord Vienne,achat.public.com,,2017-05-03,0,11793,Groupe Hospitalier Nord Vienne,groupe hospitalier nord vienne,2017-05-03,False,achat.public.com,achat.public.com,public.com,achat,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
Groupe Hospitalier Sud Ardennes,ch-ghsa.e-marchespublics.com,,2017-12-30,1,11794,Groupe Hospitalier Sud Ardennes,groupe hospitalier sud ardennes,2017-12-30,True,ch-ghsa.e-marchespublics.com,ch-ghsa.e-marchespublics.com,e-marchespublics.com,ch-ghsa,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
Groupe Hospitalier Sud Ardennes,www.e-marchespublics.com,,2015-07-03,0,11795,Groupe Hospitalier Sud Ardennes,groupe hospitalier sud ardennes,2015-07-03,False,www.e-marchespublics.com,e-marchespublics.com,e-marchespublics.com,,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
Groupe Hospitalier Sud Réunion - GHSR,www.achatpublic.com,,2017-02-18,1,11796,Groupe Hospitalier Sud Réunion - GHSR,groupe hospitalier sud reunion - ghsr,2017-02-18,True,www.achatpublic.com,achatpublic.com,achatpublic.com,,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
Groupe Hospitalier Sélestat-Obernai,www.marches-securises.fr,,2020-05-21,1,11797,Groupe Hospitalier Sélestat-Obernai,groupe hospitalier selestat-obernai,2020-05-21,True,www.marches-securises.fr,marches-securises.fr,marches-securises.fr,,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
Groupe Hospitalier Sélestat-Obernai,marches-securises.fr,marches-securises.fr,2019-03-31,0,11798,Groupe Hospitalier Sélestat-Obernai,groupe hospitalier selestat-obernai,2019-03-31,False,marches-securises.fr,marches-securises.fr,marches-securises.fr,,True,False,False,OK_WITH_WARNING,missing_protocol,marches-securises.fr,marches-securises.fr,marches-securises.fr,,True,False,False,OK_WITH_WARNING,missing_protocol
Groupe Hospitalier de La Rochelle,www.achatpublic.com,,2019-05-02,1,11799,Groupe Hospitalier de La Rochelle,groupe hospitalier de la rochelle,2019-05-02,True,www.achatpublic.com,achatpublic.com,achatpublic.com,,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
Groupe Hospitalier du Havre,www.achatpublic.com,www.achatpublic.com,2016-11-06,1,11800,Groupe Hospitalier du Havre,groupe hospitalier du havre,2016-11-06,True,www.achatpublic.com,achatpublic.com,achatpublic.com,,True,False,False,OK_WITH_WARNING,missing_protocol,www.achatpublic.com,achatpublic.com,achatpublic.com,,True,False,False,OK_WITH_WARNING,missing_protocol
Groupe Hospitalier du Havre,www.achats-hopitaux.com,,2015-04-15,0,11801,Groupe Hospitalier du Havre,groupe hospitalier du havre,2015-04-15,False,www.achats-hopitaux.com,achats-hopitaux.com,achats-hopitaux.com,,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
Groupe Opievoy,www.opievoy.fr,,2017-04-12,1,11802,Groupe Opievoy,groupe opievoy,2017-04-12,True,www.opievoy.fr,opievoy.fr,opievoy.fr,,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
Groupe Public de Santé Perray-Vaucluse,www.achat-hopital.com,,2016-08-02,1,11803,Groupe Public de Santé Perray-Vaucluse,groupe public de sante perray-vaucluse,2016-08-02,True,www.achat-hopital.com,achat-hopital.com,achat-hopital.com,,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
Groupe Sup de CO Montpellier,agysoft.marches-publics.info.,agysoft.marches-publics.info.,2018-04-06,1,11804,Groupe Sup de CO Montpellier,groupe sup de co montpellier,2018-04-06,True,agysoft.marches-publics.info.,agysoft.marches-publics.info,marches-publics.info,agysoft,True,False,False,OK_WITH_WARNING,missing_protocol,agysoft.marches-publics.info.,agysoft.marches-publics.info,marches-publics.info,agysoft,True,False,False,OK_WITH_WARNING,missing_protocol
Groupe Sup de CO Montpellier,www.klekoon.com,www.klekoon.com,2018-03-31,0,11805,Groupe Sup de CO Montpellier,groupe sup de co montpellier,2018-03-31,False,www.klekoon.com,klekoon.com,klekoon.com,,True,False,False,OK_WITH_WARNING,missing_protocol,www.klekoon.com,klekoon.com,klekoon.com,,True,False,False,OK_WITH_WARNING,missing_protocol
Groupe d'étude et de contrôle des vari,www.marches-publics.gouv.fr,,2017-07-22,1,11806,Groupe d'étude et de contrôle des vari,groupe d etude et de controle des vari,2017-07-22,True,www.marches-publics.gouv.fr,marches-publics.gouv.fr,marches-publics.gouv.fr,,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
Groupe ephese,www.achat-sante.com,,2019-10-01,1,11807,Groupe ephese,groupe ephese,2019-10-01,True,www.achat-sante.com,achat-sante.com,achat-sante.com,,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
Groupe ephese,www.achat-hopital.com,www.achat-hopital.com,2017-03-30,0,11808,Groupe ephese,groupe ephese,2017-03-30,False,www.achat-hopital.com,achat-hopital.com,achat-hopital.com,,True,False,False,OK_WITH_WARNING,missing_protocol,www.achat-hopital.com,achat-hopital.com,achat-hopital.com,,True,False,False,OK_WITH_WARNING,missing_protocol
Groupe hospitalier H.U.P.N.V.S.,www.achatpublic.com,,2016-09-22,1,11809,Groupe hospitalier H.U.P.N.V.S.,groupe hospitalier h u p n v s,2016-09-22,True,www.achatpublic.com,achatpublic.com,achatpublic.com,,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
Groupe hospitalier sud Ile de France,www.marches-publics.info,,2019-10-06,1,11810,Groupe hospitalier sud Ile de France,groupe hospitalier sud ile de france,2019-10-06,True,www.marches-publics.info,marches-publics.info,marches-publics.info,,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
Groupe hospitalier sud Ile de France,chmelun.marcoweb.fr,,2018-09-28,0,11811,Groupe hospitalier sud Ile de France,groupe hospitalier sud ile de france,2018-09-28,False,chmelun.marcoweb.fr,chmelun.marcoweb.fr,marcoweb.fr,chmelun,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
Groupement Commandes CH Lorquin,www.marches-securises.fr,,2019-01-20,1,11812,Groupement Commandes CH Lorquin,groupement commandes ch lorquin,2019-01-20,True,www.marches-securises.fr,marches-securises.fr,marches-securises.fr,,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
Groupement Drôme Ardèche Pharmacie,www.achat-hopital.com,,2017-10-19,1,11813,Groupement Drôme Ardèche Pharmacie,groupement drome ardeche pharmacie,2017-10-19,True,www.achat-hopital.com,achat-hopital.com,achat-hopital.com,,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
Groupement EHPAD du Saint-Chinianais,www.klekoon.com,www.klekoon.com,2019-09-22,1,11814,Groupement EHPAD du Saint-Chinianais,groupement ehpad du saint-chinianais,2019-09-22,True,www.klekoon.com,klekoon.com,klekoon.com,,True,False,False,OK_WITH_WARNING,missing_protocol,www.klekoon.com,klekoon.com,klekoon.com,,True,False,False,OK_WITH_WARNING,missing_protocol
Groupement Pharmavienne,www.achat-hopital.com,,2020-08-01,1,11815,Groupement Pharmavienne,groupement pharmavienne,2020-08-01,True,www.achat-hopital.com,achat-hopital.com,achat-hopital.com,,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
Groupement SEM-TRANSAMO,www.achatpublic.com,,2015-10-06,1,11816,Groupement SEM-TRANSAMO,groupement sem-transamo,2015-10-06,True,www.achatpublic.com,achatpublic.com,achatpublic.com,,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
Groupement SEMCODA / SAINT FORGEUX,www.achatpublic.com,,2017-08-24,1,11817,Groupement SEMCODA / SAINT FORGEUX,groupement semcoda saint forgeux,2017-08-24,True,www.achatpublic.com,achatpublic.com,achatpublic.com,,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
Groupement SIPPEREC SIFUREP SICJ,www.achatpublic.com,,2015-05-29,1,11818,Groupement SIPPEREC SIFUREP SICJ,groupement sipperec sifurep sicj,2015-05-29,True,www.achatpublic.com,achatpublic.com,achatpublic.com,,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
Groupement Ville/CCAS de voreppe,www.marchespublics.ledauphine-legales.com,,2018-02-06,1,11819,Groupement Ville/CCAS de voreppe,groupement ville ccas de voreppe,2018-02-06,True,www.marchespublics.ledauphine-legales.com,marchespublics.ledauphine-legales.com,ledauphine-legales.com,marchespublics,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
Groupement d'Achats de la Cote d'Azur,www.marches-publics.info,www.marches-publics.info,2017-09-13,1,11820,Groupement d'Achats de la Cote d'Azur,groupement d achats de la cote d azur,2017-09-13,True,www.marches-publics.info,marches-publics.info,marches-publics.info,,True,False,False,OK_WITH_WARNING,missing_protocol,www.marches-publics.info,marches-publics.info,marches-publics.info,,True,False,False,OK_WITH_WARNING,missing_protocol
Groupement d'Intérêt Economique,cogemip.achatpublic.com,,2016-12-06,1,11821,Groupement d'Intérêt Economique,groupement d interet economique,2016-12-06,True,cogemip.achatpublic.com,cogemip.achatpublic.com,achatpublic.com,cogemip,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
Groupement d'achat des Etablissements,ga73.e-marchespublics.com,,2020-02-02,1,11822,Groupement d'achat des Etablissements,groupement d achat des etablissements,2020-02-02,True,ga73.e-marchespublics.com,ga73.e-marchespublics.com,e-marchespublics.com,ga73,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
Groupement d'achats 22,www.marches-publics.info,www.marches-publics.info,2019-09-22,1,11823,Groupement d'achats 22,groupement d achats 22,2019-09-22,True,www.marches-publics.info,marches-publics.info,marches-publics.info,,True,False,False,OK_WITH_WARNING,missing_protocol,www.marches-publics.info,marches-publics.info,marches-publics.info,,True,False,False,OK_WITH_WARNING,missing_protocol
Groupement de Commandes,www.e-marchespublics.com,,2020-10-15,1,11824,Groupement de Commandes,groupement de commandes,2020-10-15,True,www.e-marchespublics.com,e-marchespublics.com,e-marchespublics.com,,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
Groupement de Commandes CHIC Unisanté+,www.achatpublic.com,,2016-03-10,1,11825,Groupement de Commandes CHIC Unisanté+,groupement de commandes chic unisante,2016-03-10,True,www.achatpublic.com,achatpublic.com,achatpublic.com,,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
Groupement de Commandes EPSMR - CHGM,www.marches-securises.fr,,2020-11-26,1,11826,Groupement de Commandes EPSMR - CHGM,groupement de commandes epsmr - chgm,2020-11-26,True,www.marches-securises.fr,marches-securises.fr,marches-securises.fr,,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
Groupement de Commandes Pharmaloire,www.klekoon.com,,2015-07-09,1,11827,Groupement de Commandes Pharmaloire,groupement de commandes pharmaloire,2015-07-09,True,www.klekoon.com,klekoon.com,klekoon.com,,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
Groupement de Services,www.achatpublic.com,www.achatpublic.com,2019-06-20,1,11828,Groupement de Services,groupement de services,2019-06-20,True,www.achatpublic.com,achatpublic.com,achatpublic.com,,True,False,False,OK_WITH_WARNING,missing_protocol,www.achatpublic.com,achatpublic.com,achatpublic.com,,True,False,False,OK_WITH_WARNING,missing_protocol
Groupement de commandes,www.sipperec.fr,,2017-06-18,1,11829,Groupement de commandes,groupement de commandes,2017-06-18,True,www.sipperec.fr,sipperec.fr,sipperec.fr,,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
Groupement de commandes,www.achatpublic.com,,2015-12-18,0,11830,Groupement de commandes,groupement de commandes,2015-12-18,False,www.achatpublic.com,achatpublic.com,achatpublic.com,,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
Groupement de commandes Fruits et Legu,www.e-bourgogne.fr,,2017-04-03,1,11831,Groupement de commandes Fruits et Legu,groupement de commandes fruits et legu,2017-04-03,True,www.e-bourgogne.fr,e-bourgogne.fr,e-bourgogne.fr,,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
Groupement de commandes PHARMAVIENNE,www.achat-hopital.com,,2017-02-24,1,11832,Groupement de commandes PHARMAVIENNE,groupement de commandes pharmavienne,2017-02-24,True,www.achat-hopital.com,achat-hopital.com,achat-hopital.com,,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
Groupement de commandes SIVU/Ville,marchespublics.colombes.fr,,2015-06-03,1,11833,Groupement de commandes SIVU/Ville,groupement de commandes sivu ville,2015-06-03,True,marchespublics.colombes.fr,marchespublics.colombes.fr,colombes.fr,marchespublics,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
Groupement de commandes du Finistère,bretagnemegalis.org,bretagnemegalis.org,2020-07-03,1,11834,Groupement de commandes du Finistère,groupement de commandes du finistere,2020-07-03,True,bretagnemegalis.org,bretagnemegalis.org,bretagnemegalis.org,,True,False,False,OK_WITH_WARNING,missing_protocol,bretagnemegalis.org,bretagnemegalis.org,bretagnemegalis.org,,True,False,False,OK_WITH_WARNING,missing_protocol
Groupement de commandes du Lycée Beaup,www.boamp.fr,,2017-01-19,1,11835,Groupement de commandes du Lycée Beaup,groupement de commandes du lycee beaup,2017-01-19,True,www.boamp.fr,boamp.fr,boamp.fr,,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
Groupement de commandes pharmaceutique,www.achats-hopitaux.com,,2016-01-20,1,11836,Groupement de commandes pharmaceutique,groupement de commandes pharmaceutique,2016-01-20,True,www.achats-hopitaux.com,achats-hopitaux.com,achats-hopitaux.com,,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
Groupement des EPLE du 11 et du 66,marchesonline.achatpublic.com,,2017-12-17,1,11837,Groupement des EPLE du 11 et du 66,groupement des eple du 11 et du 66,2017-12-17,True,marchesonline.achatpublic.com,marchesonline.achatpublic.com,achatpublic.com,marchesonline,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
Groupement des EPLE du 11 et du 66,www.boamp.fr,,2016-12-14,0,11838,Groupement des EPLE du 11 et du 66,groupement des eple du 11 et du 66,2016-12-14,False,www.boamp.fr,boamp.fr,boamp.fr,,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
Groupt Commande Lycée Jeanne d'Albret,www.e-marchespublics.com,,2015-12-15,1,11839,Groupt Commande Lycée Jeanne d'Albret,groupt commande lycee jeanne d albret,2015-12-15,True,www.e-marchespublics.com,e-marchespublics.com,e-marchespublics.com,,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
Groupt de cdes des lycées et collèges,www.achatpublic.com,,2017-05-23,1,11840,Groupt de cdes des lycées et collèges,groupt de cdes des lycees et colleges,2017-05-23,True,www.achatpublic.com,achatpublic.com,achatpublic.com,,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
Grp. Achat EPLE Val d'Oise/Hauts Seine,lp-gustave-eiffel.e-marchespublics.com,,2016-03-01,1,11841,Grp. Achat EPLE Val d'Oise/Hauts Seine,grp achat eple val d oise hauts seine,2016-03-01,True,lp-gustave-eiffel.e-marchespublics.com,lp-gustave-eiffel.e-marchespublics.com,e-marchespublics.com,lp-gustave-eiffel,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
Grpt cdes services telecom en Lozère,cg48.e-marchespublics.com,,2015-12-21,1,11842,Grpt cdes services telecom en Lozère,grpt cdes services telecom en lozere,2015-12-21,True,cg48.e-marchespublics.com,cg48.e-marchespublics.com,e-marchespublics.com,cg48,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
Grpt d'Achats Gérontologique,www.e-marchespublics.com,,2015-04-01,1,11843,Grpt d'Achats Gérontologique,grpt d achats gerontologique,2015-04-01,True,www.e-marchespublics.com,e-marchespublics.com,e-marchespublics.com,,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
Grpt de cdes des pays de St malo,marches.megalisbretagne.org,,2019-12-24,1,11844,Grpt de cdes des pays de St malo,grpt de cdes des pays de st malo,2019-12-24,True,marches.megalisbretagne.org,marches.megalisbretagne.org,megalisbretagne.org,marches,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
Grpt de cdes des établiss.publics et,www.boamp.fr,www.boamp.fr,2016-12-18,1,11845,Grpt de cdes des établiss.publics et,grpt de cdes des etabliss publics et,2016-12-18,True,www.boamp.fr,boamp.fr,boamp.fr,,True,False,False,OK_WITH_WARNING,missing_protocol,www.boamp.fr,boamp.fr,boamp.fr,,True,False,False,OK_WITH_WARNING,missing_protocol
Grpt services EPLE Essonne L.P. Perrin,lp-perrin-91.e-marchespublics.com,,2020-06-28,1,11846,Grpt services EPLE Essonne L.P. Perrin,grpt services eple essonne l p perrin,2020-06-28,True,lp-perrin-91.e-marchespublics.com,lp-perrin-91.e-marchespublics.com,e-marchespublics.com,lp-perrin-91,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
Grpt services EPLE Essonne L.P. Perrin,http:,,2019-09-05,0,11847,Grpt services EPLE Essonne L.P. Perrin,grpt services eple essonne l p perrin,2019-09-05,False,http:,http,,,False,False,False,MALFORMED,missing_protocol;invalid_domain,,,,,False,False,False,MISSING,empty
Gruchet le Valasse,www.achatpublic.com,,2018-07-26,1,11848,Gruchet le Valasse,gruchet le valasse,2018-07-26,True,www.achatpublic.com,achatpublic.com,achatpublic.com,,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
Guingamp Communauté,www.megalisbretagne.org,,2016-09-12,1,11849,Guingamp Communauté,guingamp communaute,2016-09-12,True,www.megalisbretagne.org,megalisbretagne.org,megalisbretagne.org,,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
Guingamp-Paimpol Agglomération,www.megalisbretagne.org,www.megalisbretagne.org,2020-05-02,1,11850,Guingamp-Paimpol Agglomération,guingamp-paimpol agglomeration,2020-05-02,True,www.megalisbretagne.org,megalisbretagne.org,megalisbretagne.org,,True,False,False,OK_WITH_WARNING,missing_protocol,www.megalisbretagne.org,megalisbretagne.org,megalisbretagne.org,,True,False,False,OK_WITH_WARNING,missing_protocol
Guingamp-Paimpol Armor-Argoat Agglo,www.megalisbretagne.org,www.megalisbretagne.org,2018-12-28,1,11851,Guingamp-Paimpol Armor-Argoat Agglo,guingamp-paimpol armor-argoat agglo,2018-12-28,True,www.megalisbretagne.org,megalisbretagne.org,megalisbretagne.org,,True,False,False,OK_WITH_WARNING,missing_protocol,www.megalisbretagne.org,megalisbretagne.org,megalisbretagne.org,,True,False,False,OK_WITH_WARNING,missing_protocol
Guingamp-Paimpol Armor-Argoat Agglo,www.megaliesbretagne.org,,2018-05-29,0,11852,Guingamp-Paimpol Armor-Argoat Agglo,guingamp-paimpol armor-argoat agglo,2018-05-29,False,www.megaliesbretagne.org,megaliesbretagne.org,megaliesbretagne.org,,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
H-U La Pitie Salpetrière Charles Foix,www.achatpublic.com,,2017-06-16,1,11853,H-U La Pitie Salpetrière Charles Foix,h-u la pitie salpetriere charles foix,2017-06-16,True,www.achatpublic.com,achatpublic.com,achatpublic.com,,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
H-U La Pitie Salpetrière Charles Foix,www.achats-hopitaux.com,,2017-04-20,0,11854,H-U La Pitie Salpetrière Charles Foix,h-u la pitie salpetriere charles foix,2017-04-20,False,www.achats-hopitaux.com,achats-hopitaux.com,achats-hopitaux.com,,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
H.G.M.S.,klekoon.com,www.klekoon.com,2017-07-27,1,11855,H.G.M.S.,h g m s,2017-07-27,True,klekoon.com,klekoon.com,klekoon.com,,True,False,False,OK_WITH_WARNING,missing_protocol,www.klekoon.com,klekoon.com,klekoon.com,,True,False,False,OK_WITH_WARNING,missing_protocol
H.G.M.S.,www.klekoon.com,,2017-03-15,0,11856,H.G.M.S.,h g m s,2017-03-15,False,www.klekoon.com,klekoon.com,klekoon.com,,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
H.U. Pitié Salpêtrière Charles Foix,www.marches-publics.gouv.fr,,2018-04-06,1,11857,H.U. Pitié Salpêtrière Charles Foix,h u pitie salpetriere charles foix,2018-04-06,True,www.marches-publics.gouv.fr,marches-publics.gouv.fr,marches-publics.gouv.fr,,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
