original_path,archive_path,archived_at,git_sha_at_archive,method,reason,superseded_by,deletable_later
scripts/build_m1_buyer_siren_experiment.py,archive/scripts_legacy/build_m1_buyer_siren_experiment.py,2026-07-17T14:41:58,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,logic extracted into src/boamp/ (parity-verified) and notebooks 01/03,src/boamp/* + notebooks,after review
scripts/build_m1_profile_domain_audit.py,archive/scripts_legacy/build_m1_profile_domain_audit.py,2026-07-17T14:41:58,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"procurement-profile corroboration overlay; NOT ported to src/boamp - reads legacy m0/m1 file names, rerun requires archived data or adaptation",src/boamp/* + notebooks,after review
scripts/eval_duration_leakage.py,archive/scripts_legacy/eval_duration_leakage.py,2026-07-17T14:41:58,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,logic extracted into src/boamp/ (parity-verified) and notebooks 01/03,src/boamp/* + notebooks,after review
scripts/eval_m3_fellegi_sunter_mixture.py,archive/scripts_legacy/eval_m3_fellegi_sunter_mixture.py,2026-07-17T14:41:58,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,logic extracted into src/boamp/ (parity-verified) and notebooks 01/03,src/boamp/* + notebooks,after review
scripts/eval_m4_corruption_recovery.py,archive/scripts_legacy/eval_m4_corruption_recovery.py,2026-07-17T14:41:58,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,logic extracted into src/boamp/ (parity-verified) and notebooks 01/03,src/boamp/* + notebooks,after review
scripts/eval_m6a_threshold_sensitivity.py,archive/scripts_legacy/eval_m6a_threshold_sensitivity.py,2026-07-17T14:41:58,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,logic extracted into src/boamp/ (parity-verified) and notebooks 01/03,src/boamp/* + notebooks,after review
scripts/eval_m6b_feature_ablation.py,archive/scripts_legacy/eval_m6b_feature_ablation.py,2026-07-17T14:41:58,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,logic extracted into src/boamp/ (parity-verified) and notebooks 01/03,src/boamp/* + notebooks,after review
scripts/eval_m6c_variant_km_robustness.py,archive/scripts_legacy/eval_m6c_variant_km_robustness.py,2026-07-17T14:41:58,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,logic extracted into src/boamp/ (parity-verified) and notebooks 01/03,src/boamp/* + notebooks,after review
scripts/eval_m6d_temporal_window_sensitivity.py,archive/scripts_legacy/eval_m6d_temporal_window_sensitivity.py,2026-07-17T14:41:58,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,logic extracted into src/boamp/ (parity-verified) and notebooks 01/03,src/boamp/* + notebooks,after review
scripts/make_evaluation_figures.py,archive/scripts_legacy/make_evaluation_figures.py,2026-07-17T14:41:58,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,logic extracted into src/boamp/ (parity-verified) and notebooks 01/03,src/boamp/* + notebooks,after review
scripts/make_figures.py,archive/scripts_legacy/make_figures.py,2026-07-17T14:41:58,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,logic extracted into src/boamp/ (parity-verified) and notebooks 01/03,src/boamp/* + notebooks,after review
scripts/make_m1_academic_diagrams.py,archive/scripts_legacy/make_m1_academic_diagrams.py,2026-07-17T14:41:58,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,logic extracted into src/boamp/ (parity-verified) and notebooks 01/03,src/boamp/* + notebooks,after review
scripts/make_report_figures.py,archive/scripts_legacy/make_report_figures.py,2026-07-17T14:41:58,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,logic extracted into src/boamp/ (parity-verified) and notebooks 01/03,src/boamp/* + notebooks,after review
scripts/parse_boamp.py,archive/scripts_legacy/parse_boamp.py,2026-07-17T14:41:58,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,logic extracted into src/boamp/ (parity-verified) and notebooks 01/03,src/boamp/* + notebooks,after review
scripts/preprocess_boamp_m0.py,archive/scripts_legacy/preprocess_boamp_m0.py,2026-07-17T14:41:58,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,logic extracted into src/boamp/ (parity-verified) and notebooks 01/03,src/boamp/* + notebooks,after review
scripts/run_m0_linkage.py,archive/scripts_legacy/run_m0_linkage.py,2026-07-17T14:41:58,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,logic extracted into src/boamp/ (parity-verified) and notebooks 01/03,src/boamp/* + notebooks,after review
scripts/run_survival_analysis.py,archive/scripts_legacy/run_survival_analysis.py,2026-07-17T14:41:58,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,logic extracted into src/boamp/ (parity-verified) and notebooks 01/03,src/boamp/* + notebooks,after review
data/processed/_m0_window_months.txt,archive/data_processed_legacy/_m0_window_months.txt,2026-07-17T14:41:58,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"legacy M0/M1 output naming, superseded by the 2026-07-17 two-layer run",data/processed/boamp_only/window_months.txt,after review
data/processed/_m1_window_months.txt,archive/data_processed_legacy/_m1_window_months.txt,2026-07-17T14:41:58,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"legacy M0/M1 output naming, superseded by the 2026-07-17 two-layer run",data/processed/boamp_only/window_months.txt,after review
data/processed/boamp_clean_m0_no_enrichment.csv,archive/data_processed_legacy/boamp_clean_m0_no_enrichment.csv,2026-07-17T14:41:58,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"legacy M0/M1 output naming, superseded by the 2026-07-17 two-layer run",data/interim/boamp_common_prepared.csv,after review
data/processed/boamp_clean_m1_buyer_enriched.csv,archive/data_processed_legacy/boamp_clean_m1_buyer_enriched.csv,2026-07-17T14:41:58,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"legacy M0/M1 output naming, superseded by the 2026-07-17 two-layer run",data/processed/enriched/enriched_sources.csv,after review
data/processed/boamp_clean_m1_buyer_enriched_all_notices.csv,archive/data_processed_legacy/boamp_clean_m1_buyer_enriched_all_notices.csv,2026-07-17T14:41:58,262fc6444cde009f2c59b6344f95cdad62c6e64c,mv (untracked),"legacy M0/M1 output naming, superseded by the 2026-07-17 two-layer run",data/processed/enriched/enriched_sources.csv,after review
data/processed/boamp_m0_candidate_pairs.csv,archive/data_processed_legacy/boamp_m0_candidate_pairs.csv,2026-07-17T14:41:58,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"legacy M0/M1 output naming, superseded by the 2026-07-17 two-layer run",data/processed/boamp_only/*,after review
data/processed/boamp_m0_candidate_pairs_forward_24m_no_duration.csv,archive/data_processed_legacy/boamp_m0_candidate_pairs_forward_24m_no_duration.csv,2026-07-17T14:41:58,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"legacy M0/M1 output naming, superseded by the 2026-07-17 two-layer run",data/processed/boamp_only/*,after review
data/processed/boamp_m0_links_balanced.csv,archive/data_processed_legacy/boamp_m0_links_balanced.csv,2026-07-17T14:41:58,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"legacy M0/M1 output naming, superseded by the 2026-07-17 two-layer run",data/processed/boamp_only/*,after review
data/processed/boamp_m0_links_broad.csv,archive/data_processed_legacy/boamp_m0_links_broad.csv,2026-07-17T14:41:58,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"legacy M0/M1 output naming, superseded by the 2026-07-17 two-layer run",data/processed/boamp_only/*,after review
data/processed/boamp_m0_links_forward_24m_no_duration.csv,archive/data_processed_legacy/boamp_m0_links_forward_24m_no_duration.csv,2026-07-17T14:41:58,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"legacy M0/M1 output naming, superseded by the 2026-07-17 two-layer run",data/processed/boamp_only/*,after review
data/processed/boamp_m0_links_no_temporal_score_reference_pool.csv,archive/data_processed_legacy/boamp_m0_links_no_temporal_score_reference_pool.csv,2026-07-17T14:41:58,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"legacy M0/M1 output naming, superseded by the 2026-07-17 two-layer run",data/processed/boamp_only/*,after review
data/processed/boamp_m0_links_strict.csv,archive/data_processed_legacy/boamp_m0_links_strict.csv,2026-07-17T14:41:58,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"legacy M0/M1 output naming, superseded by the 2026-07-17 two-layer run",data/processed/boamp_only/*,after review
data/processed/boamp_m0_links_window_12m.csv,archive/data_processed_legacy/boamp_m0_links_window_12m.csv,2026-07-17T14:41:58,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"legacy M0/M1 output naming, superseded by the 2026-07-17 two-layer run",data/processed/boamp_only/*,after review
data/processed/boamp_m0_links_window_18m.csv,archive/data_processed_legacy/boamp_m0_links_window_18m.csv,2026-07-17T14:41:58,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"legacy M0/M1 output naming, superseded by the 2026-07-17 two-layer run",data/processed/boamp_only/*,after review
data/processed/boamp_m0_links_window_6m.csv,archive/data_processed_legacy/boamp_m0_links_window_6m.csv,2026-07-17T14:41:58,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"legacy M0/M1 output naming, superseded by the 2026-07-17 two-layer run",data/processed/boamp_only/*,after review
data/processed/boamp_m0_links_window_9m.csv,archive/data_processed_legacy/boamp_m0_links_window_9m.csv,2026-07-17T14:41:58,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"legacy M0/M1 output naming, superseded by the 2026-07-17 two-layer run",data/processed/boamp_only/*,after review
data/processed/boamp_m0_sources.csv,archive/data_processed_legacy/boamp_m0_sources.csv,2026-07-17T14:41:58,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"legacy M0/M1 output naming, superseded by the 2026-07-17 two-layer run",data/processed/boamp_only/*,after review
data/processed/boamp_m1_candidate_pairs.csv,archive/data_processed_legacy/boamp_m1_candidate_pairs.csv,2026-07-17T14:41:58,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"legacy M0/M1 output naming, superseded by the 2026-07-17 two-layer run",data/processed/enriched/*,after review
data/processed/boamp_m1_links_balanced.csv,archive/data_processed_legacy/boamp_m1_links_balanced.csv,2026-07-17T14:41:58,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"legacy M0/M1 output naming, superseded by the 2026-07-17 two-layer run",data/processed/enriched/*,after review
data/processed/boamp_m1_profile_audited_candidate_pairs.csv,archive/data_processed_legacy/boamp_m1_profile_audited_candidate_pairs.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"legacy M0/M1 output naming, superseded by the 2026-07-17 two-layer run",data/processed/enriched/*,after review
data/processed/boamp_m1_profile_audited_links.csv,archive/data_processed_legacy/boamp_m1_profile_audited_links.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"legacy M0/M1 output naming, superseded by the 2026-07-17 two-layer run",data/processed/enriched/*,after review
data/processed/boamp_survival_m0_balanced.csv,archive/data_processed_legacy/boamp_survival_m0_balanced.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"legacy M0/M1 output naming, superseded by the 2026-07-17 two-layer run",data/processed/boamp_only/boamp_only_survival*.csv,after review
data/processed/boamp_survival_m0_broad.csv,archive/data_processed_legacy/boamp_survival_m0_broad.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"legacy M0/M1 output naming, superseded by the 2026-07-17 two-layer run",data/processed/boamp_only/boamp_only_survival*.csv,after review
data/processed/boamp_survival_m0_forward_24m_no_duration.csv,archive/data_processed_legacy/boamp_survival_m0_forward_24m_no_duration.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"legacy M0/M1 output naming, superseded by the 2026-07-17 two-layer run",data/processed/boamp_only/boamp_only_survival*.csv,after review
data/processed/boamp_survival_m0_no_temporal_score_reference_pool.csv,archive/data_processed_legacy/boamp_survival_m0_no_temporal_score_reference_pool.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"legacy M0/M1 output naming, superseded by the 2026-07-17 two-layer run",data/processed/boamp_only/boamp_only_survival*.csv,after review
data/processed/boamp_survival_m0_strict.csv,archive/data_processed_legacy/boamp_survival_m0_strict.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"legacy M0/M1 output naming, superseded by the 2026-07-17 two-layer run",data/processed/boamp_only/boamp_only_survival*.csv,after review
data/processed/boamp_survival_m0_window_12m.csv,archive/data_processed_legacy/boamp_survival_m0_window_12m.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"legacy M0/M1 output naming, superseded by the 2026-07-17 two-layer run",data/processed/boamp_only/boamp_only_survival*.csv,after review
data/processed/boamp_survival_m0_window_18m.csv,archive/data_processed_legacy/boamp_survival_m0_window_18m.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"legacy M0/M1 output naming, superseded by the 2026-07-17 two-layer run",data/processed/boamp_only/boamp_only_survival*.csv,after review
data/processed/boamp_survival_m0_window_6m.csv,archive/data_processed_legacy/boamp_survival_m0_window_6m.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"legacy M0/M1 output naming, superseded by the 2026-07-17 two-layer run",data/processed/boamp_only/boamp_only_survival*.csv,after review
data/processed/boamp_survival_m0_window_9m.csv,archive/data_processed_legacy/boamp_survival_m0_window_9m.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"legacy M0/M1 output naming, superseded by the 2026-07-17 two-layer run",data/processed/boamp_only/boamp_only_survival*.csv,after review
data/processed/boamp_survival_m1_balanced.csv,archive/data_processed_legacy/boamp_survival_m1_balanced.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"legacy M0/M1 output naming, superseded by the 2026-07-17 two-layer run",data/processed/enriched/enriched_survival.csv,after review
data/processed/boamp_survival_m1_profile_audited.csv,archive/data_processed_legacy/boamp_survival_m1_profile_audited.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"legacy M0/M1 output naming, superseded by the 2026-07-17 two-layer run",data/processed/enriched/enriched_survival.csv,after review
data/processed/m4_corrupted_pair_scores.csv,archive/data_processed_legacy/m4_corrupted_pair_scores.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"legacy M0/M1 output naming, superseded by the 2026-07-17 two-layer run",regenerated by 03_analysis (corruption module),after review
data/raw/boamp_national_2024_2026_archive,archive/raw_boamp_national_2024_2026,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv (directory),superseded Run-1 national pull; 29 of 31 monthly JSONs are unsmudged git-LFS pointer stubs (content never materialized locally),data/raw/boamp/pdl/ (active PDL corpus),"yes, after confirming no report depends on Run-1"
reports/tables/audit_blocking_coverage.csv,archive/tables_legacy/audit_blocking_coverage.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"pre-refactor generated table (M0/M1/final_* naming), superseded by 2026-07-17 tables",reports/tables/* regenerated by notebooks 01/03,after review
reports/tables/audit_candidate_source_diagnostics.csv,archive/tables_legacy/audit_candidate_source_diagnostics.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"pre-refactor generated table (M0/M1/final_* naming), superseded by 2026-07-17 tables",reports/tables/* regenerated by notebooks 01/03,after review
reports/tables/audit_censoring_diagnostics.csv,archive/tables_legacy/audit_censoring_diagnostics.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"pre-refactor generated table (M0/M1/final_* naming), superseded by 2026-07-17 tables",reports/tables/* regenerated by notebooks 01/03,after review
reports/tables/audit_credibility_implementation_matrix.csv,archive/tables_legacy/audit_credibility_implementation_matrix.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"pre-refactor generated table (M0/M1/final_* naming), superseded by 2026-07-17 tables",reports/tables/* regenerated by notebooks 01/03,after review
reports/tables/audit_data_lineage.csv,archive/tables_legacy/audit_data_lineage.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"pre-refactor generated table (M0/M1/final_* naming), superseded by 2026-07-17 tables",reports/tables/* regenerated by notebooks 01/03,after review
reports/tables/audit_dataset_inventory.csv,archive/tables_legacy/audit_dataset_inventory.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"pre-refactor generated table (M0/M1/final_* naming), superseded by 2026-07-17 tables",reports/tables/* regenerated by notebooks 01/03,after review
reports/tables/audit_duplicate_candidate_distribution.csv,archive/tables_legacy/audit_duplicate_candidate_distribution.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"pre-refactor generated table (M0/M1/final_* naming), superseded by 2026-07-17 tables",reports/tables/* regenerated by notebooks 01/03,after review
reports/tables/audit_duplicate_candidate_examples.csv,archive/tables_legacy/audit_duplicate_candidate_examples.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"pre-refactor generated table (M0/M1/final_* naming), superseded by 2026-07-17 tables",reports/tables/* regenerated by notebooks 01/03,after review
reports/tables/audit_duplicate_candidate_summary.csv,archive/tables_legacy/audit_duplicate_candidate_summary.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"pre-refactor generated table (M0/M1/final_* naming), superseded by 2026-07-17 tables",reports/tables/* regenerated by notebooks 01/03,after review
reports/tables/audit_score_component_distributions.csv,archive/tables_legacy/audit_score_component_distributions.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"pre-refactor generated table (M0/M1/final_* naming), superseded by 2026-07-17 tables",reports/tables/* regenerated by notebooks 01/03,after review
reports/tables/audit_survival_construction_checks.csv,archive/tables_legacy/audit_survival_construction_checks.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"pre-refactor generated table (M0/M1/final_* naming), superseded by 2026-07-17 tables",reports/tables/* regenerated by notebooks 01/03,after review
reports/tables/boamp_source_schema_summary.csv,archive/tables_legacy/boamp_source_schema_summary.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"pre-refactor generated table (M0/M1/final_* naming), superseded by 2026-07-17 tables",reports/tables/* regenerated by notebooks 01/03,after review
reports/tables/buyer_alias_ambiguous.csv,archive/tables_legacy/buyer_alias_ambiguous.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"pre-refactor generated table (M0/M1/final_* naming), superseded by 2026-07-17 tables",reports/tables/* regenerated by notebooks 01/03,after review
reports/tables/buyer_alias_bridge.csv,archive/tables_legacy/buyer_alias_bridge.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"pre-refactor generated table (M0/M1/final_* naming), superseded by 2026-07-17 tables",reports/tables/* regenerated by notebooks 01/03,after review
reports/tables/buyer_identifier_conflicts.csv,archive/tables_legacy/buyer_identifier_conflicts.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"pre-refactor generated table (M0/M1/final_* naming), superseded by 2026-07-17 tables",reports/tables/* regenerated by notebooks 01/03,after review
reports/tables/buyer_siren_agreement_by_dimension.csv,archive/tables_legacy/buyer_siren_agreement_by_dimension.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"pre-refactor generated table (M0/M1/final_* naming), superseded by 2026-07-17 tables",reports/tables/* regenerated by notebooks 01/03,after review
reports/tables/buyer_siren_enrichment_audit.csv,archive/tables_legacy/buyer_siren_enrichment_audit.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"pre-refactor generated table (M0/M1/final_* naming), superseded by 2026-07-17 tables",reports/tables/* regenerated by notebooks 01/03,after review
reports/tables/buyer_siren_enrichment_audit.json,archive/tables_legacy/buyer_siren_enrichment_audit.json,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"pre-refactor generated table (M0/M1/final_* naming), superseded by 2026-07-17 tables",reports/tables/* regenerated by notebooks 01/03,after review
reports/tables/buyer_siren_enrichment_schema_fields.csv,archive/tables_legacy/buyer_siren_enrichment_schema_fields.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"pre-refactor generated table (M0/M1/final_* naming), superseded by 2026-07-17 tables",reports/tables/* regenerated by notebooks 01/03,after review
reports/tables/buyer_siren_missing_identifier_rates.csv,archive/tables_legacy/buyer_siren_missing_identifier_rates.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"pre-refactor generated table (M0/M1/final_* naming), superseded by 2026-07-17 tables",reports/tables/* regenerated by notebooks 01/03,after review
reports/tables/duration_leakage_cox_duration_effect.csv,archive/tables_legacy/duration_leakage_cox_duration_effect.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"pre-refactor generated table (M0/M1/final_* naming), superseded by 2026-07-17 tables",reports/tables/* regenerated by notebooks 01/03,after review
reports/tables/duration_leakage_linkage_sensitivity.csv,archive/tables_legacy/duration_leakage_linkage_sensitivity.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"pre-refactor generated table (M0/M1/final_* naming), superseded by 2026-07-17 tables",reports/tables/* regenerated by notebooks 01/03,after review
reports/tables/final_authoritative_files.csv,archive/tables_legacy/final_authoritative_files.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"pre-refactor generated table (M0/M1/final_* naming), superseded by 2026-07-17 tables",reports/tables/* regenerated by notebooks 01/03,after review
reports/tables/final_blinded_single_reviewer_sample.csv,archive/tables_legacy/final_blinded_single_reviewer_sample.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,unlabeled manual-validation sample (0 labels ever completed),regenerate from current links when a labeling round is planned,after review
reports/tables/final_consistency_audit.csv,archive/tables_legacy/final_consistency_audit.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"pre-refactor generated table (M0/M1/final_* naming), superseded by 2026-07-17 tables",reports/tables/* regenerated by notebooks 01/03,after review
reports/tables/final_linkage_funnel.csv,archive/tables_legacy/final_linkage_funnel.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"pre-refactor generated table (M0/M1/final_* naming), superseded by 2026-07-17 tables",reports/tables/* regenerated by notebooks 01/03,after review
